ID,Region,Region Link,Estate,Estate Link,Block and unit number,Floor,Room,Gross area(sq feet),Net floor area(sq feet),Property age(year),Address
614078,Causeway Bay,https://www.28hse.com/en/buy/district-g5,Malibu Garden,https://www.28hse.com/en/buy/estate-5754,,Mid level,,680.0,524.0,26.0,
617485,Aberdeen,https://www.28hse.com/en/buy/district-g13,Apartment,https://www.28hse.com/en/buy/estate-5717,,,1,,340.0,,
604025,Aberdeen,https://www.28hse.com/en/buy/district-g13,Yee On Building,https://www.28hse.com/en/buy/estate-22653,,,1,494.0,367.0,34.0,
615777,"Central, Sheung Wan",https://www.28hse.com/en/buy/district-g2,Queen's Terrace,https://www.28hse.com/en/buy/estate-552,,High level,3,876.0,617.0,15.0,
617739,Mid-Level,https://www.28hse.com/en/buy/district-g3,Scenic Garden,https://www.28hse.com/en/buy/estate-7335,23A,High level,4,1764.0,1440.0,27.0,
617386,,,,,,Low level,1,400.0,317.0,,
615333,"North Point, Fortress Hill",https://www.28hse.com/en/buy/district-g7,Provident Centre,https://www.28hse.com/en/buy/estate-1078,,,,951.0,846.0,36.0,
619819,Causeway Bay,https://www.28hse.com/en/buy/district-g5,Le Village,https://www.28hse.com/en/buy/estate-6817,A,High level,2,,379.0,16.0,
551804,"Shau Kei Wan, Heng Fa Chuen",https://www.28hse.com/en/buy/district-g11,Apartment,https://www.28hse.com/en/buy/estate-1183,,High level,open style,,192.0,,
620182,"San Po Kong, Wong Tai Sin",https://www.28hse.com/en/buy/district-g33,Che Cheung Building,https://www.28hse.com/en/buy/estate-6194,,,2,438.0,354.0,40.0,
611933,"Shau Kei Wan, Heng Fa Chuen",https://www.28hse.com/en/buy/district-g11,Aldrich Garden,https://www.28hse.com/en/buy/estate-1175,,Low level,2,505.0,431.0,18.0,
594965,"Kowloon Tong,Ho Man Tin,Yau Yat Tsuen",https://www.28hse.com/en/buy/district-g26,Beverly Villa,https://www.28hse.com/en/buy/estate-2152,1B2,Low level,4,,1607.0,37.0,
611936,"Shau Kei Wan, Heng Fa Chuen",https://www.28hse.com/en/buy/district-g11,Tung Yuk Court,https://www.28hse.com/en/buy/estate-1179,,,3,829.0,650.0,17.0,
608051,"North Point, Fortress Hill",https://www.28hse.com/en/buy/district-g7,Circle Court,https://www.28hse.com/en/buy/estate-6483,,,,426.0,283.0,24.0,
609361,TaiKoo,https://www.28hse.com/en/buy/district-g9,TaiKoo Shing,https://www.28hse.com/en/buy/estate-1140,太古城,,,983.0,897.0,31.0,
611109,Island West,https://www.28hse.com/en/buy/district-g1,Viking Court,https://www.28hse.com/en/buy/estate-628,,,open style,,287.0,31.0,
374624,Island West,https://www.28hse.com/en/buy/district-g1,Rex Building,https://www.28hse.com/en/buy/estate-6126,低層B室,Low level,open style,364.0,229.0,27.0,
611147,Island West,https://www.28hse.com/en/buy/district-g1,Kennedy Town Building,https://www.28hse.com/en/buy/estate-679,,,,641.0,475.0,27.0,
617494,"Tsim Sha Tsui,Jordan",https://www.28hse.com/en/buy/district-g31,Grandview Mansion,https://www.28hse.com/en/buy/estate-22665,,Low level,2,,950.0,52.0,
614001,Island West,https://www.28hse.com/en/buy/district-g1,Grace Mansion,https://www.28hse.com/en/buy/estate-5827,4/F A,,2,515.0,341.0,33.0,
612812,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Apartment,https://www.28hse.com/en/buy/estate-2506,,Mid level,2,,461.0,,
612863,"Tsim Sha Tsui,Jordan",https://www.28hse.com/en/buy/district-g31,Grand Austin,https://www.28hse.com/en/buy/estate-8417,,High level,5 + ,,1840.0,3.0,
612908,"Tsim Sha Tsui,Jordan",https://www.28hse.com/en/buy/district-g31,Grandview Mansion,https://www.28hse.com/en/buy/estate-22665,,Low level,2,,950.0,52.0,
613185,"Tsim Sha Tsui,Jordan",https://www.28hse.com/en/buy/district-g31,The Masterpiece,https://www.28hse.com/en/buy/estate-5236,,High level,3,,2310.0,,
606113,Island West,https://www.28hse.com/en/buy/district-g1,Smithfield Terrace,https://www.28hse.com/en/buy/estate-557,28B8,Mid level,1,377.0,282.0,32.0,
571152,"Shau Kei Wan, Heng Fa Chuen",https://www.28hse.com/en/buy/district-g11,Aldrich Garden,https://www.28hse.com/en/buy/estate-1175,,,2,567.0,484.0,,
622839,"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Village,https://www.28hse.com/en/buy/estate-4357,,,,700.0,,,
616152,Wan Chai,https://www.28hse.com/en/buy/district-g4,Tai Wo Mansion,https://www.28hse.com/en/buy/estate-8934,,High level,2,,379.0,30.0,
602824,Island West,https://www.28hse.com/en/buy/district-g1,Cheung Ling Mansion,https://www.28hse.com/en/buy/estate-602,,High level,1,,288.0,38.0,
604946,"Kwun Tong,Ngau Tau Kok",https://www.28hse.com/en/buy/district-g22,Cheung Wo Court,https://www.28hse.com/en/buy/estate-2031,F座,High level,2,498.0,414.0,34.0,
618881,"North Point, Fortress Hill",https://www.28hse.com/en/buy/district-g7,City Garden,https://www.28hse.com/en/buy/estate-1070,,,,883.0,792.0,32.0,
598363,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Apartment,https://www.28hse.com/en/buy/estate-2506,,,2,,460.0,,
610694,"North Point, Fortress Hill",https://www.28hse.com/en/buy/district-g7,New Wealth Mansion,https://www.28hse.com/en/buy/estate-5921,,Low level,2,,351.0,27.0,
596966,"North Point, Fortress Hill",https://www.28hse.com/en/buy/district-g7,Tanner Garden,https://www.28hse.com/en/buy/estate-1080,,,,815.0,674.0,27.0,
622460,"North Point, Fortress Hill",https://www.28hse.com/en/buy/district-g7,Siu Bo Mansion,https://www.28hse.com/en/buy/estate-5546,,High level,2,352.0,242.0,33.0,
598962,Aberdeen,https://www.28hse.com/en/buy/district-g13,Marina Habitat,https://www.28hse.com/en/buy/estate-292,,High level,2,,422.0,,
614087,Mid-Level,https://www.28hse.com/en/buy/district-g3,The Rednaxela,https://www.28hse.com/en/buy/estate-432,,Mid level,3,934.0,691.0,19.0,
622231,"Shau Kei Wan, Heng Fa Chuen",https://www.28hse.com/en/buy/district-g11,Tung Keung Building,https://www.28hse.com/en/buy/estate-1206,,,,,224.0,39.0,
445448,Mid-Level,https://www.28hse.com/en/buy/district-g3,Caine Building,https://www.28hse.com/en/buy/estate-466,High floor B,High level,2,660.0,436.0,,
537616,Island West,https://www.28hse.com/en/buy/district-g1,AVA128,https://www.28hse.com/en/buy/estate-8546,,,open style,,177.0,1.0,
622185,,,,,,High level,2,,350.0,43.0,
524270,"Kowloon Tong,Ho Man Tin,Yau Yat Tsuen",https://www.28hse.com/en/buy/district-g26,One Beacon Hill,https://www.28hse.com/en/buy/estate-2150,6座,,4,2711.0,2101.0,14.0,
603423,Island South,https://www.28hse.com/en/buy/district-g14,South Horizons,https://www.28hse.com/en/buy/estate-350,,High level,3,,640.0,,
617221,Quarry Bay,https://www.28hse.com/en/buy/district-g8,WestLands Court,https://www.28hse.com/en/buy/estate-1128,,,,519.0,398.0,33.0,
570048,"Shau Kei Wan, Heng Fa Chuen",https://www.28hse.com/en/buy/district-g11,Aldrich Garden,https://www.28hse.com/en/buy/estate-1175,,,3,,592.0,18.0,
617679,Mid-Level,https://www.28hse.com/en/buy/district-g3,Caineway Mansion,https://www.28hse.com/en/buy/estate-482,,,2,,777.0,49.0,
617442,Wan Chai,https://www.28hse.com/en/buy/district-g4,Cactus Mansion,https://www.28hse.com/en/buy/estate-5517,,,,,305.0,38.0,
617928,Wan Chai,https://www.28hse.com/en/buy/district-g4,Apartment,https://www.28hse.com/en/buy/estate-830,,,2,,533.0,,
597149,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Yee King Court,https://www.28hse.com/en/buy/estate-6463,,Mid level,2,,293.0,18.0,
605065,Wan Chai,https://www.28hse.com/en/buy/district-g4,Kwong Sang Hong Building,https://www.28hse.com/en/buy/estate-900,,,1,,423.0,42.0,
616944,Island West,https://www.28hse.com/en/buy/district-g1,The Hudson,https://www.28hse.com/en/buy/estate-8487,,High level,1,,324.0,2.0,
506007,,,,,紀德樓/CREATIVE MANSION,High level,2,,493.0,46.0,
562994,Quarry Bay,https://www.28hse.com/en/buy/district-g8,Ka Wing Building,https://www.28hse.com/en/buy/estate-6496,,High level,2,388.0,325.0,36.0,
592493,Island West,https://www.28hse.com/en/buy/district-g1,Ying Ga Garden,https://www.28hse.com/en/buy/estate-584,,,,506.0,377.0,27.0,
614097,"Tin Hau, Tai Hang",https://www.28hse.com/en/buy/district-g6,Gold Ning Mansion,https://www.28hse.com/en/buy/estate-1014,,Mid level,2,800.0,567.0,51.0,
614110,Quarry Bay,https://www.28hse.com/en/buy/district-g8,Wai Lee Building,https://www.28hse.com/en/buy/estate-5405,,,,300.0,190.0,49.0,
547509,Causeway Bay,https://www.28hse.com/en/buy/district-g5,Malahon Apartments,https://www.28hse.com/en/buy/estate-6328,,High level,3,,355.0,52.0,
591930,"North Point, Fortress Hill",https://www.28hse.com/en/buy/district-g7,Maylun Apartments,https://www.28hse.com/en/buy/estate-5108,,Low level,2,,583.0,59.0,
590489,Island West,https://www.28hse.com/en/buy/district-g1,Merit Court,https://www.28hse.com/en/buy/estate-622,,,,762.0,447.0,26.0,
606457,"Diamond Hill,Lok Fu",https://www.28hse.com/en/buy/district-g24,Grand View Garden,https://www.28hse.com/en/buy/estate-2055,6座25/h,High level,,632.0,538.0,19.0,
619663,"Sham Shui Po,Shek Kip Mei",https://www.28hse.com/en/buy/district-g27,Chi On Court,https://www.28hse.com/en/buy/estate-6047,,Low level,1,,272.0,28.0,
591897,"To Kwa Wan,Kowloon City, Kai Tak",https://www.28hse.com/en/buy/district-g25,Sun Shing Centre,https://www.28hse.com/en/buy/estate-5119,,Low level,1,386.0,287.0,31.0,
620032,"Kowloon Bay,Ngau Chi Wan",https://www.28hse.com/en/buy/district-g23,Tak Bo Garden,https://www.28hse.com/en/buy/estate-2083,B,High level,1,397.0,282.0,34.0,
620390,"Kowloon Bay,Ngau Chi Wan",https://www.28hse.com/en/buy/district-g23,Tak Bo Garden,https://www.28hse.com/en/buy/estate-2083,,,,397.0,282.0,34.0,
620580,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Heya Crystal,https://www.28hse.com/en/buy/estate-8616,,Mid level,1,,391.0,2.0,
475152,"Kwun Tong,Ngau Tau Kok",https://www.28hse.com/en/buy/district-g22,Pun Shan Chau,https://www.28hse.com/en/buy/estate-2077,,High level,1,,207.0,,
620589,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Alhambra Building,https://www.28hse.com/en/buy/estate-2820,,,3,,772.0,58.0,
619929,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Heya Crystal,https://www.28hse.com/en/buy/estate-8616,,Mid level,1,,391.0,2.0,
559902,"San Po Kong, Wong Tai Sin",https://www.28hse.com/en/buy/district-g33,Tropicana Gardens,https://www.28hse.com/en/buy/estate-6142,,Low level,2,,419.0,33.0,
622159,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Liberte,https://www.28hse.com/en/buy/estate-2510,,High level,3,643.0,491.0,15.0,
620306,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Eliza Building,https://www.28hse.com/en/buy/estate-2724,,Mid level,2,,306.0,44.0,
618271,"To Kwa Wan,Kowloon City, Kai Tak",https://www.28hse.com/en/buy/district-g25,Bayview,https://www.28hse.com/en/buy/estate-8088,,High level,,,508.0,5.0,
618406,"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Florient Rise,https://www.28hse.com/en/buy/estate-5007,2C,Mid level,,604.0,447.0,9.0,
618269,"Sham Shui Po,Shek Kip Mei",https://www.28hse.com/en/buy/district-g27,Apartment,https://www.28hse.com/en/buy/estate-2392,,High level,1,,306.0,10.0,
613036,Island West,https://www.28hse.com/en/buy/district-g1,Academic Terrace,https://www.28hse.com/en/buy/estate-559,,,3,772.0,649.0,27.0,
618705,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Garden Heights,https://www.28hse.com/en/buy/estate-2718,,High level,2,485.0,322.0,17.0,
602141,"Kwun Tong,Ngau Tau Kok",https://www.28hse.com/en/buy/district-g22,Far View Mansion,https://www.28hse.com/en/buy/estate-8507,,,,,482.0,52.0,
618959,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Apartment,https://www.28hse.com/en/buy/estate-2600,,Mid level,,,502.0,,
618928,"Sham Shui Po,Shek Kip Mei",https://www.28hse.com/en/buy/district-g27,Sevilla Crest,https://www.28hse.com/en/buy/estate-7943,,High level,2,,543.0,4.0,
619210,"Kowloon Bay,Ngau Chi Wan",https://www.28hse.com/en/buy/district-g23,Tak Bo Garden,https://www.28hse.com/en/buy/estate-2083,,Mid level,2,,381.0,33.0,
618433,"San Po Kong, Wong Tai Sin",https://www.28hse.com/en/buy/district-g33,Tin Ma Court,https://www.28hse.com/en/buy/estate-2101,,,,462.0,338.0,32.0,
598694,"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Imperial Cullinan,https://www.28hse.com/en/buy/estate-6207,,,4,1871.0,1506.0,10.0,
619281,"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Apartment,https://www.28hse.com/en/buy/estate-2554,,,,550.0,402.0,,
617187,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Apartment,https://www.28hse.com/en/buy/estate-2600,,Mid level,2,,318.0,,
617188,"Sham Shui Po,Shek Kip Mei",https://www.28hse.com/en/buy/district-g27,Wah Tao Building,https://www.28hse.com/en/buy/estate-7878,,,open style,,196.0,41.0,
617038,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Mei Foo Sun Chuen,https://www.28hse.com/en/buy/estate-2520,,Low level,,875.0,656.0,50.0,
617380,"Sham Shui Po,Shek Kip Mei",https://www.28hse.com/en/buy/district-g27,HighPoint,https://www.28hse.com/en/buy/estate-7737,B,Low level,2,,499.0,3.0,
617362,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Banyan Garden,https://www.28hse.com/en/buy/estate-2451,2座H室,Mid level,2,,463.0,14.0,
422707,"Kowloon Bay,Ngau Chi Wan",https://www.28hse.com/en/buy/district-g23,Kingsford Terrace,https://www.28hse.com/en/buy/estate-2066,,High level,2,495.0,422.0,15.0,
594808,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Hayon Building,https://www.28hse.com/en/buy/estate-5684,,,1,415.0,245.0,28.0,
617688,"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Fuk Wo Mansion,https://www.28hse.com/en/buy/estate-7264,,High level,2,,240.0,,
617620,"Kwun Tong,Ngau Tau Kok",https://www.28hse.com/en/buy/district-g22,On Shun Building,https://www.28hse.com/en/buy/estate-7699,,,,,315.0,53.0,
615303,"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Chatham Gate,https://www.28hse.com/en/buy/estate-6567,,High level,4,2080.0,1623.0,,
44389,"To Kwa Wan,Kowloon City, Kai Tak",https://www.28hse.com/en/buy/district-g25,Apartment,https://www.28hse.com/en/buy/estate-2120,,High level,4,,780.0,,
617133,"To Kwa Wan,Kowloon City, Kai Tak",https://www.28hse.com/en/buy/district-g25,VIVA,https://www.28hse.com/en/buy/estate-8602,,,1,,331.0,1.0,
615425,"Kwun Tong,Ngau Tau Kok",https://www.28hse.com/en/buy/district-g22,Yue Man Centre,https://www.28hse.com/en/buy/estate-2033,,,,695.0,587.0,,
615539,"Kowloon Tong,Ho Man Tin,Yau Yat Tsuen",https://www.28hse.com/en/buy/district-g26,Marconi Court,https://www.28hse.com/en/buy/estate-2165,,High level,3,850.0,692.0,43.0,
615769,"Kowloon Tong,Ho Man Tin,Yau Yat Tsuen",https://www.28hse.com/en/buy/district-g26,Kin Fung Court,https://www.28hse.com/en/buy/estate-2285,,,,,369.0,24.0,
615355,"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Laguna Verde,https://www.28hse.com/en/buy/estate-3050,,High level,4,1213.0,962.0,17.0,
615837,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Apartment,https://www.28hse.com/en/buy/estate-2807,,High level,1,335.0,236.0,,
615947,"Kwun Tong,Ngau Tau Kok",https://www.28hse.com/en/buy/district-g22,Hipway Towers,https://www.28hse.com/en/buy/estate-5064,,Mid level,2,,590.0,45.0,
616089,"Kowloon Bay,Ngau Chi Wan",https://www.28hse.com/en/buy/district-g23,Tak Bo Garden,https://www.28hse.com/en/buy/estate-2083,,,,,282.0,34.0,
616235,"To Kwa Wan,Kowloon City, Kai Tak",https://www.28hse.com/en/buy/district-g25,Grand waterfront,https://www.28hse.com/en/buy/estate-2548,,,3,,625.0,11.0,
616468,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Apartment,https://www.28hse.com/en/buy/estate-2713,,High level,2,612.0,454.0,15.0,
615260,"Kowloon Bay,Ngau Chi Wan",https://www.28hse.com/en/buy/district-g23,Telford Garden,https://www.28hse.com/en/buy/estate-2080,,,2,578.0,517.0,36.0,
553264,"Kowloon Bay,Ngau Chi Wan",https://www.28hse.com/en/buy/district-g23,Telford Garden,https://www.28hse.com/en/buy/estate-2080,,,,578.0,517.0,36.0,
613072,"To Kwa Wan,Kowloon City, Kai Tak",https://www.28hse.com/en/buy/district-g25,Wyler Garden,https://www.28hse.com/en/buy/estate-3072,,Mid level,3,543.0,456.0,40.0,
613357,"Kowloon Bay,Ngau Chi Wan",https://www.28hse.com/en/buy/district-g23,Tak Bo Garden,https://www.28hse.com/en/buy/estate-2083,,High level,open style,,282.0,34.0,
602748,"To Kwa Wan,Kowloon City, Kai Tak",https://www.28hse.com/en/buy/district-g25,Jubilant Place,https://www.28hse.com/en/buy/estate-3078,,High level,4,955.0,783.0,20.0,
613430,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Shing Hing Building,https://www.28hse.com/en/buy/estate-7787,,High level,3,,427.0,48.0,
588619,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,The Sorentino,https://www.28hse.com/en/buy/estate-2479,,High level,2,,446.0,,
562657,Quarry Bay,https://www.28hse.com/en/buy/district-g8,WestLands Court,https://www.28hse.com/en/buy/estate-1128,,,2,520.0,380.0,33.0,
618044,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,High One,https://www.28hse.com/en/buy/estate-8531,,Low level,open style,,193.0,,
592476,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Chiu Tak Mansion,https://www.28hse.com/en/buy/estate-6085,,Low level,2,,321.0,37.0,
416937,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Yue King Building,https://www.28hse.com/en/buy/estate-8570,,High level,1,,319.0,39.0,
613769,"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Whampoa Garden,https://www.28hse.com/en/buy/estate-3060,,High level,4,682.0,608.0,27.0,
613880,"Sham Shui Po,Shek Kip Mei",https://www.28hse.com/en/buy/district-g27,King Yip Building,https://www.28hse.com/en/buy/estate-8458,,High level,3,,417.0,55.0,
591691,"Kwun Tong,Ngau Tau Kok",https://www.28hse.com/en/buy/district-g22,Lai Yue Building,https://www.28hse.com/en/buy/estate-5985,,Low level,2,,293.0,28.0,
576363,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Banyan Garden,https://www.28hse.com/en/buy/estate-2451,,,2,690.0,515.0,15.0,
616482,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Apartment,https://www.28hse.com/en/buy/estate-2713,,Low level,,,406.0,56.0,
616702,"Kowloon Bay,Ngau Chi Wan",https://www.28hse.com/en/buy/district-g23,Telford Garden,https://www.28hse.com/en/buy/estate-2080,,Mid level,2,,494.0,36.0,
614934,"Sham Shui Po,Shek Kip Mei",https://www.28hse.com/en/buy/district-g27,Apartment,https://www.28hse.com/en/buy/estate-2392,,,2,,384.0,,
615056,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,One New York,https://www.28hse.com/en/buy/estate-2507,,High level,2,,468.0,10.0,
422708,"Kowloon Bay,Ngau Chi Wan",https://www.28hse.com/en/buy/district-g23,Hilltop Gardens,https://www.28hse.com/en/buy/estate-2087,,High level,2,697.0,490.0,28.0,
617878,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Po On Court,https://www.28hse.com/en/buy/estate-7997,,High level,2,622.0,462.0,26.0,
618000,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Lung Mong Building,https://www.28hse.com/en/buy/estate-8044,,Mid level,3,,601.0,56.0,
613766,"Kwun Tong,Ngau Tau Kok",https://www.28hse.com/en/buy/district-g22,Cambria Court,https://www.28hse.com/en/buy/estate-6812,,,3,,695.0,,
588109,Island West,https://www.28hse.com/en/buy/district-g1,Mei Sun Lau,https://www.28hse.com/en/buy/estate-5919,,,,,366.0,,
609740,"Shau Kei Wan, Heng Fa Chuen",https://www.28hse.com/en/buy/district-g11,Fung Yuen Building,https://www.28hse.com/en/buy/estate-22249,,High level,3,,494.0,,
618111,"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Ocean Court,https://www.28hse.com/en/buy/estate-5889,,High level,2,,385.0,,
610697,Quarry Bay,https://www.28hse.com/en/buy/district-g8,Wah Shun Gardens,https://www.28hse.com/en/buy/estate-1129,,,3,768.0,629.0,27.0,
583483,Island West,https://www.28hse.com/en/buy/district-g1,Lungga Mansion,https://www.28hse.com/en/buy/estate-5691,,,,,297.0,40.0,
610716,Wan Chai,https://www.28hse.com/en/buy/district-g4,Go Wah Mansion,https://www.28hse.com/en/buy/estate-5521,,,,500.0,358.0,54.0,
562005,Quarry Bay,https://www.28hse.com/en/buy/district-g8,The orchards,https://www.28hse.com/en/buy/estate-1123,,High level,3,947.0,752.0,15.0,
605488,Island West,https://www.28hse.com/en/buy/district-g1,Manhattan Heights,https://www.28hse.com/en/buy/estate-558,,,,623.0,434.0,18.0,
609827,Island West,https://www.28hse.com/en/buy/district-g1,Han Yu Building,https://www.28hse.com/en/buy/estate-5750,,Low level,1,,265.0,38.0,
560392,Island West,https://www.28hse.com/en/buy/district-g1,Cheong Yue Mansion,https://www.28hse.com/en/buy/estate-5539,,,1,,233.0,38.0,
583784,Quarry Bay,https://www.28hse.com/en/buy/district-g8,Nan Fung Sun Chuen,https://www.28hse.com/en/buy/estate-1121,,High level,3,692.0,570.0,40.0,
616801,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Wing Ning Building,https://www.28hse.com/en/buy/estate-2489,,Mid level,open style,,224.0,34.0,
611332,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Hong Fai Building,https://www.28hse.com/en/buy/estate-2500,,High level,2,409.0,271.0,34.0,
591641,"Yau Tong,Lam Tin",https://www.28hse.com/en/buy/district-g21,Hong Pak Court,https://www.28hse.com/en/buy/estate-2010,,,,,554.0,,
602343,"To Kwa Wan,Kowloon City, Kai Tak",https://www.28hse.com/en/buy/district-g25,Majestic Park,https://www.28hse.com/en/buy/estate-2321,,High level,3,982.0,779.0,20.0,
605472,Island West,https://www.28hse.com/en/buy/district-g1,Sea View Mansion,https://www.28hse.com/en/buy/estate-642,,,2,,340.0,39.0,
555386,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,The Sorentino,https://www.28hse.com/en/buy/estate-2479,,High level,2,,446.0,15.0,
603063,Causeway Bay,https://www.28hse.com/en/buy/district-g5,Apartment,https://www.28hse.com/en/buy/estate-902,,Low level,3,1000.0,731.0,,
603231,Island West,https://www.28hse.com/en/buy/district-g1,Smithfield Terrace,https://www.28hse.com/en/buy/estate-557,,,1,357.0,262.0,32.0,
611474,"Kwun Tong,Ngau Tau Kok",https://www.28hse.com/en/buy/district-g22,Yan On Buiding,https://www.28hse.com/en/buy/estate-6061,,,,,340.0,53.0,
603233,Island West,https://www.28hse.com/en/buy/district-g1,The Merton,https://www.28hse.com/en/buy/estate-550,,,2,656.0,482.0,12.0,
611276,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Heya Star,https://www.28hse.com/en/buy/estate-8545,,,,,519.0,3.0,
609674,"Sham Shui Po,Shek Kip Mei",https://www.28hse.com/en/buy/district-g27,Nam Cheong Commercial Building,https://www.28hse.com/en/buy/estate-2366,,,,,445.0,44.0,
609702,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Apartment,https://www.28hse.com/en/buy/estate-2600,,,2,,330.0,,
609742,"To Kwa Wan,Kowloon City, Kai Tak",https://www.28hse.com/en/buy/district-g25,My Place,https://www.28hse.com/en/buy/estate-8590,,High level,1,327.0,327.0,2.0,
610150,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,The Sorentino,https://www.28hse.com/en/buy/estate-2479,,High level,2,,446.0,15.0,
486026,"North Point, Fortress Hill",https://www.28hse.com/en/buy/district-g7,Healthy Gardens,https://www.28hse.com/en/buy/estate-1086,,,,507.0,445.0,38.0,
622663,Wan Chai,https://www.28hse.com/en/buy/district-g4,Fu Wing Court,https://www.28hse.com/en/buy/estate-6401,,,,427.0,263.0,36.0,
622664,"Tin Hau, Tai Hang",https://www.28hse.com/en/buy/district-g6,Mayson Garden Building,https://www.28hse.com/en/buy/estate-5021,,,,,440.0,45.0,
622675,Quarry Bay,https://www.28hse.com/en/buy/district-g8,Sunway Gardens,https://www.28hse.com/en/buy/estate-1144,,,,671.0,563.0,44.0,
622697,Quarry Bay,https://www.28hse.com/en/buy/district-g8,Fok Cheong Building,https://www.28hse.com/en/buy/estate-5318,,,,480.0,359.0,46.0,
483129,"North Point, Fortress Hill",https://www.28hse.com/en/buy/district-g7,Hoi Shing Building,https://www.28hse.com/en/buy/estate-6773,,Low level,2,464.0,368.0,47.0,
622806,Sai Wan Ho,https://www.28hse.com/en/buy/district-g10,Grand Promenade,https://www.28hse.com/en/buy/estate-1170,,,3,911.0,662.0,12.0,
622813,"Tin Hau, Tai Hang",https://www.28hse.com/en/buy/district-g6,Wun Sha Tower,https://www.28hse.com/en/buy/estate-22342,,,1,,547.0,38.0,
622814,Quarry Bay,https://www.28hse.com/en/buy/district-g8,Wai Lee Building,https://www.28hse.com/en/buy/estate-5405,,,,480.0,365.0,51.0,
622843,"North Point, Fortress Hill",https://www.28hse.com/en/buy/district-g7,Kar Wan Building,https://www.28hse.com/en/buy/estate-5979,,High level,,,203.0,33.0,
