ID,Region,Region Link,Estate,Estate Link,Block and unit number,Floor,Room,Gross area(sq feet),Net floor area(sq feet),Property age(year),Address
594765,Ma On Shan,https://www.28hse.com/en/buy/district-g43,Oceanaire,https://www.28hse.com/en/buy/estate-5809,,,,1070.0,820.0,,
607317,Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,Metro Town,https://www.28hse.com/en/buy/estate-4012,E,Low level,,,633.0,12.0,
604357,"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,Tsuen Wan Centre,https://www.28hse.com/en/buy/estate-4571,,,2,492.0,378.0,,
601854,Tuen Mun,https://www.28hse.com/en/buy/district-g48,Tuen Mun Town Plaza,https://www.28hse.com/en/buy/estate-4433,,,,,322.0,31.0,
608992,"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Hong Lam Court,https://www.28hse.com/en/buy/estate-4104,,High level,3,711.0,554.0,28.0,
601848,Tuen Mun,https://www.28hse.com/en/buy/district-g48,Chelsea Heights,https://www.28hse.com/en/buy/estate-4414,,,,,511.0,20.0,
608887,"Fan Ling,Sheung Shui",https://www.28hse.com/en/buy/district-g46,Flora Plaza,https://www.28hse.com/en/buy/estate-4171,,,,550.0,413.0,23.0,
329368,,,,,,,,,2118.0,,
604731,"Fan Ling,Sheung Shui",https://www.28hse.com/en/buy/district-g46,Village,https://www.28hse.com/en/buy/estate-4231,,Ground Floor,3,700.0,,,
601852,Tuen Mun,https://www.28hse.com/en/buy/district-g48,Hong Lai Garden,https://www.28hse.com/en/buy/estate-4473,,,,,363.0,29.0,
608944,Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,Tseung Kwan O Plaza,https://www.28hse.com/en/buy/estate-4002,,,,,429.0,15.0,
608956,"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,The Cliveden,https://www.28hse.com/en/buy/estate-4585,,High level,3,988.0,719.0,,
586205,"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,The Riverpark,https://www.28hse.com/en/buy/estate-7541,,,,,508.0,5.0,
523807,"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,King Tin Court,https://www.28hse.com/en/buy/estate-4121,,,,540.0,447.0,35.0,
600838,"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Village,https://www.28hse.com/en/buy/estate-4357,,,,1400.0,,,
548715,"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Ka Keng Court,https://www.28hse.com/en/buy/estate-4126,,,3,833.0,650.0,16.0,
594611,Ma On Shan,https://www.28hse.com/en/buy/district-g43,Kam On Court,https://www.28hse.com/en/buy/estate-4071,,,,515.0,401.0,31.0,
608866,Tsing Yi,https://www.28hse.com/en/buy/district-g51,Tsing Yi Garden,https://www.28hse.com/en/buy/estate-4662,,Mid level,2,432.0,343.0,32.0,
590819,"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Yu Chui Court,https://www.28hse.com/en/buy/estate-4091,,,,735.0,516.0,17.0,
576411,Ma On Shan,https://www.28hse.com/en/buy/district-g43,Saddle Ridge Garden,https://www.28hse.com/en/buy/estate-4052,,,2,502.0,431.0,25.0,
562510,"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,La Grove,https://www.28hse.com/en/buy/estate-4400,,,2,,450.0,7.0,
562513,"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Hill Wood,https://www.28hse.com/en/buy/estate-6186,,,3,700.0,,,
562514,"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Scenic Garden,https://www.28hse.com/en/buy/estate-4258,,,2,,475.0,21.0,
566585,"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Ping Shan Garden,https://www.28hse.com/en/buy/estate-5659,,,5 + ,2700.0,2300.0,,
608818,"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Yoho Town,https://www.28hse.com/en/buy/estate-4250,,,2,,393.0,13.0,
581584,"Fan Ling,Sheung Shui",https://www.28hse.com/en/buy/district-g46,Royal Green,https://www.28hse.com/en/buy/estate-4210,1,,,742.0,535.0,13.0,
608820,"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,The Parcville,https://www.28hse.com/en/buy/estate-4252,,,2,,461.0,16.0,
608854,Tsing Yi,https://www.28hse.com/en/buy/district-g51,Tsing Yi Garden,https://www.28hse.com/en/buy/estate-4662,,Low level,2,432.0,343.0,32.0,
608379,Ma On Shan,https://www.28hse.com/en/buy/district-g43,Double Cove,https://www.28hse.com/en/buy/estate-7508,,High level,,,473.0,5.0,
596861,Tuen Mun,https://www.28hse.com/en/buy/district-g48,Hoi Tak Gardens,https://www.28hse.com/en/buy/estate-4451,,,,,312.0,32.0,
608086,Ma On Shan,https://www.28hse.com/en/buy/district-g43,Lake Silver,https://www.28hse.com/en/buy/estate-4076,,Mid level,2,,564.0,9.0,
562462,"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Yoho Town,https://www.28hse.com/en/buy/estate-4250,,,3,,516.0,12.0,
603277,Ma On Shan,https://www.28hse.com/en/buy/district-g43,Sausalito,https://www.28hse.com/en/buy/estate-4061,,,,649.0,483.0,8.0,
570656,"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Yue Shing Court,https://www.28hse.com/en/buy/estate-4116,,,,,492.0,38.0,
580281,Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,Residence Oasis,https://www.28hse.com/en/buy/estate-4001,,Mid level,2,677.0,508.0,14.0,
608855,"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Village,https://www.28hse.com/en/buy/estate-4357,,,,400.0,,,
608900,"Fan Ling,Sheung Shui",https://www.28hse.com/en/buy/district-g46,King Shing Court,https://www.28hse.com/en/buy/estate-4179,,High level,2,877.0,640.0,22.0,
608819,"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Sereno Verde ,https://www.28hse.com/en/buy/estate-4251,,,2,,417.0,15.0,
608790,"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Casa De Oro ,https://www.28hse.com/en/buy/estate-4282,,,,,877.0,19.0,
608807,Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,The Grandiose ,https://www.28hse.com/en/buy/estate-4005,,,,,456.0,12.0,
608809,Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,Ocean Shores,https://www.28hse.com/en/buy/estate-4003,,High level,3,905.0,679.0,15.0,
608811,"Tai Po,Tai Wo",https://www.28hse.com/en/buy/district-g45,Classical Gardens,https://www.28hse.com/en/buy/estate-4137,,,2,782.0,626.0,21.0,
608813,"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,Chelsea Court,https://www.28hse.com/en/buy/estate-4570,,High level,2,651.0,479.0,12.0,
608789,"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Tin Oi Court,https://www.28hse.com/en/buy/estate-4374,,,,748.0,546.0,25.0,
530728,Ma On Shan,https://www.28hse.com/en/buy/district-g43,Marbella ,https://www.28hse.com/en/buy/estate-4053,,,2,689.0,514.0,15.0,
562515,"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Fu Loy Garden,https://www.28hse.com/en/buy/estate-4352,,,2,377.0,283.0,30.0,
580334,Ma On Shan,https://www.28hse.com/en/buy/district-g43,Marbella ,https://www.28hse.com/en/buy/estate-4053,,,2,689.0,514.0,15.0,
603290,Ma On Shan,https://www.28hse.com/en/buy/district-g43,Sunshine City,https://www.28hse.com/en/buy/estate-4040,,,,606.0,490.0,20.0,
608755,Ma On Shan,https://www.28hse.com/en/buy/district-g43,Marbella ,https://www.28hse.com/en/buy/estate-4053,,,2,973.0,734.0,15.0,
278417,Ma On Shan,https://www.28hse.com/en/buy/district-g43,Sunshine City,https://www.28hse.com/en/buy/estate-4040,,,,832.0,618.0,20.0,
589940,Ma On Shan,https://www.28hse.com/en/buy/district-g43,Sunshine City,https://www.28hse.com/en/buy/estate-4040,,,,451.0,336.0,20.0,
603287,Ma On Shan,https://www.28hse.com/en/buy/district-g43,Double Cove,https://www.28hse.com/en/buy/estate-7508,,,,,496.0,4.0,
603291,Ma On Shan,https://www.28hse.com/en/buy/district-g43,Lake Silver,https://www.28hse.com/en/buy/estate-4076,,,3,1046.0,798.0,8.0,
608785,Tuen Mun,https://www.28hse.com/en/buy/district-g48,Villa Pinada House,https://www.28hse.com/en/buy/estate-4450,,,,,589.0,,
580322,Ma On Shan,https://www.28hse.com/en/buy/district-g43,KAM TAI COURT,https://www.28hse.com/en/buy/estate-4066,,,,828.0,650.0,17.0,
576878,Tuen Mun,https://www.28hse.com/en/buy/district-g48,Greenland Garden,https://www.28hse.com/en/buy/estate-4431,,,2,430.0,330.0,29.0,
608069,Tsing Yi,https://www.28hse.com/en/buy/district-g51,Greenfield Garden,https://www.28hse.com/en/buy/estate-4656,11E,Mid level,,,473.0,28.0,
256043,Ma On Shan,https://www.28hse.com/en/buy/district-g43,Sunshine City,https://www.28hse.com/en/buy/estate-4040,,,,486.0,461.0,20.0,
609008,Tsing Yi,https://www.28hse.com/en/buy/district-g51,Mayfair Gardens,https://www.28hse.com/en/buy/estate-4655,9座中層D室,,,428.0,329.0,36.0,
608787,"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,The Reach,https://www.28hse.com/en/buy/estate-7742,,Low level,2,564.0,421.0,5.0,
310451,Ma On Shan,https://www.28hse.com/en/buy/district-g43,Vista Paradiso,https://www.28hse.com/en/buy/estate-4041,,,4,1271.0,1025.0,18.0,
463629,Ma On Shan,https://www.28hse.com/en/buy/district-g43,Monte Vista,https://www.28hse.com/en/buy/estate-4048,,,,1049.0,816.0,16.0,
557068,Tuen Mun,https://www.28hse.com/en/buy/district-g48,Beneville,https://www.28hse.com/en/buy/estate-4410,,,,,423.0,14.0,
608768,Tuen Mun,https://www.28hse.com/en/buy/district-g48,Hong Lai Garden,https://www.28hse.com/en/buy/estate-4473,,,,,473.0,29.0,
608690,Tuen Mun,https://www.28hse.com/en/buy/district-g48,Kam Fai Garden,https://www.28hse.com/en/buy/estate-4434,,,,640.0,537.0,31.0,
512295,Ma On Shan,https://www.28hse.com/en/buy/district-g43,KAM TAI COURT,https://www.28hse.com/en/buy/estate-4066,,,,722.0,517.0,16.0,
535979,Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,The Wings,https://www.28hse.com/en/buy/estate-6558,tower 6 flat E 28/f,Mid level,2,693.0,536.0,6.0,
608697,"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,SHATIN NEW TOWN,https://www.28hse.com/en/buy/estate-4082,,High level,2,566.0,443.0,35.0,
608808,,,,,大埔俊亨豪苑 三樓連天台出售708萬,High level,2,700.0,700.0,19.0,
608703,"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Royal Ascot,https://www.28hse.com/en/buy/estate-4128,,High level,,715.0,594.0,22.0,
608718,"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Festival City,https://www.28hse.com/en/buy/estate-5547,,,,1030.0,785.0,8.0,
589928,Ma On Shan,https://www.28hse.com/en/buy/district-g43,Vista Paradiso,https://www.28hse.com/en/buy/estate-4041,,,,932.0,755.0,18.0,
608725,Tuen Mun,https://www.28hse.com/en/buy/district-g48,The Seacrest,https://www.28hse.com/en/buy/estate-4427,,,,626.0,434.0,17.0,
608751,"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Tin Shing Court,https://www.28hse.com/en/buy/estate-4371,,,3,828.0,650.0,18.0,
530734,Ma On Shan,https://www.28hse.com/en/buy/district-g43,Saddle Ridge Garden,https://www.28hse.com/en/buy/estate-4052,,,,502.0,431.0,23.0,
608660,,,,,,,4,,1543.0,,
608661,"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Garden Rivera,https://www.28hse.com/en/buy/estate-4107,,Mid level,2,385.0,269.0,34.0,
606894,Sham Tseng,https://www.28hse.com/en/buy/district-g56,Palm Cove,https://www.28hse.com/en/buy/estate-4420,,,,726.0,549.0,16.0,
575768,Ma On Shan,https://www.28hse.com/en/buy/district-g43,Vista Paradiso,https://www.28hse.com/en/buy/estate-4041,,,4,1271.0,1025.0,18.0,
608666,"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Yoho Midtown,https://www.28hse.com/en/buy/estate-5542,,,,803.0,615.0,,
570869,"Sai Kung,Clear Water Bay",https://www.28hse.com/en/buy/district-g41,Symphony Bay,https://www.28hse.com/en/buy/estate-4025,,,,1427.0,1139.0,18.0,
608685,"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,Belvedere Garden,https://www.28hse.com/en/buy/estate-4581,高層,,,830.0,644.0,,
608676,"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Ho Shun Tai Building,https://www.28hse.com/en/buy/estate-4297,,,2,339.0,250.0,30.0,
605845,"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Park Yoho,https://www.28hse.com/en/buy/estate-8698,,,,,700.0,2.0,
608679,"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Yoho Town,https://www.28hse.com/en/buy/estate-4250,,,,,393.0,14.0,
522164,"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,The Dynasty,https://www.28hse.com/en/buy/estate-4635,2,High level,4,,998.0,,
367905,"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Park Yoho,https://www.28hse.com/en/buy/estate-8698,,Mid level,2,,540.0,1.0,
608665,"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Hong Lam Court,https://www.28hse.com/en/buy/estate-4104,,,,826.0,644.0,28.0,
567215,Tuen Mun,https://www.28hse.com/en/buy/district-g48,Affluence Garden,https://www.28hse.com/en/buy/estate-4440,,,,,443.0,29.0,
573525,"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,Tsuen Wan Centre,https://www.28hse.com/en/buy/estate-4571,,,,404.0,329.0,38.0,
576523,"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,The Cliveden,https://www.28hse.com/en/buy/estate-4585,,,,1058.0,773.0,,
576551,"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,Fairview garden,https://www.28hse.com/en/buy/estate-4589,,,,648.0,505.0,,
373220,Sham Tseng,https://www.28hse.com/en/buy/district-g56,Hong Kong Gold Coast,https://www.28hse.com/en/buy/estate-4501,,,2,738.0,576.0,,
576543,"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,Fairview garden,https://www.28hse.com/en/buy/estate-4589,,,,633.0,489.0,,
608624,Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,Verbena Heights,https://www.28hse.com/en/buy/estate-4019,4座低層E室,Low level,3,,525.0,21.0,
602383,Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,Beverly Garden,https://www.28hse.com/en/buy/estate-4022,,,3,692.0,592.0,20.0,
608675,Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,Ying Ming Court,https://www.28hse.com/en/buy/estate-4038,,,,710.0,554.0,29.0,
596957,"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,Chelsea Court,https://www.28hse.com/en/buy/estate-4570,,,,645.0,469.0,12.0,
608636,"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Riva,https://www.28hse.com/en/buy/estate-7707,,,,1898.0,1410.0,5.0,
608504,"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,One Regent Place,https://www.28hse.com/en/buy/estate-6310,,,3,790.0,603.0,,
604419,"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Ka Tin Court,https://www.28hse.com/en/buy/estate-4129,,,,605.0,493.0,30.0,
552645,Sham Tseng,https://www.28hse.com/en/buy/district-g56,Avignon,https://www.28hse.com/en/buy/estate-6011,,High level,5 + ,1735.0,1388.0,7.0,
608619,"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Festival City,https://www.28hse.com/en/buy/estate-5547,,,,902.0,680.0,8.0,
607300,Sham Tseng,https://www.28hse.com/en/buy/district-g56,Avignon,https://www.28hse.com/en/buy/estate-6011,,,,1666.0,1285.0,7.0,
607712,Sham Tseng,https://www.28hse.com/en/buy/district-g56,Hong Kong Gold Coast,https://www.28hse.com/en/buy/estate-4501,,,,738.0,576.0,23.0,
608530,Tuen Mun,https://www.28hse.com/en/buy/district-g48,Waldorf Garden,https://www.28hse.com/en/buy/estate-4485,,,,502.0,404.0,36.0,
602374,Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,Po Lam Estate,https://www.28hse.com/en/buy/estate-5159,,Mid level,,,346.0,30.0,
602024,"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,Tsuen Wan Centre,https://www.28hse.com/en/buy/estate-4571,,,,413.0,324.0,38.0,
608548,"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Lucky Mansion,https://www.28hse.com/en/buy/estate-5882,,Mid level,2,,315.0,,
608585,Tuen Mun,https://www.28hse.com/en/buy/district-g48,Siu On Court,https://www.28hse.com/en/buy/estate-4443,,,,672.0,563.0,36.0,
608590,Tuen Mun,https://www.28hse.com/en/buy/district-g48,Trend Plaza,https://www.28hse.com/en/buy/estate-4458,,,,587.0,487.0,30.0,
608602,,,,,,,,1200.0,,,
605872,"Sai Kung,Clear Water Bay",https://www.28hse.com/en/buy/district-g41,Mount Pavilia,https://www.28hse.com/en/buy/estate-8779,,,5 + ,,1710.0,2.0,
608605,"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,Tsuen Wan Centre,https://www.28hse.com/en/buy/estate-4571,,,,,354.0,38.0,
608508,"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Yue Tin Court,https://www.28hse.com/en/buy/estate-4092,,,,549.0,449.0,35.0,
608650,,,,,大埔元嶺村上覆式,,4,1400.0,1400.0,,
608659,Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,Ying Ming Court,https://www.28hse.com/en/buy/estate-4038,,,,710.0,554.0,29.0,
608683,"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Shatin Centre,https://www.28hse.com/en/buy/estate-4086,,Low level,2,405.0,310.0,37.0,
608684,"Kwai Chung,Kwai Fong",https://www.28hse.com/en/buy/district-g50,Po Sing Centre,https://www.28hse.com/en/buy/estate-4684,,Low level,2,377.0,285.0,33.0,
608734,,,,,1/F 2/F連天台,High level,3,,1240.0,3.0,
608737,,,,,1幢三層每層獨立,,5 + ,2100.0,1950.0,1.0,
608746,Ma On Shan,https://www.28hse.com/en/buy/district-g43,Kam Ying Court,https://www.28hse.com/en/buy/estate-4055,,,,515.0,401.0,25.0,
530737,Ma On Shan,https://www.28hse.com/en/buy/district-g43,Ocean View,https://www.28hse.com/en/buy/estate-4045,,,,920.0,687.0,13.0,
573524,"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,Tsuen Wan Centre,https://www.28hse.com/en/buy/estate-4571,,,,481.0,377.0,38.0,
554851,Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,The Beaumount,https://www.28hse.com/en/buy/estate-7556,,High level,2,,510.0,2.0,
608752,Tuen Mun,https://www.28hse.com/en/buy/district-g48,Kam Fai Garden,https://www.28hse.com/en/buy/estate-4434,,,,691.0,573.0,31.0,
606477,"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,One Regent Place,https://www.28hse.com/en/buy/estate-6310,,,3,790.0,603.0,,
562210,Sham Tseng,https://www.28hse.com/en/buy/district-g56,Tsing Yung Terrace,https://www.28hse.com/en/buy/estate-4506,,,3,950.0,715.0,28.0,
512296,Ma On Shan,https://www.28hse.com/en/buy/district-g43,Double Cove,https://www.28hse.com/en/buy/estate-7508,,,3,1054.0,809.0,4.0,
543904,Sham Tseng,https://www.28hse.com/en/buy/district-g56,Seaview Garden,https://www.28hse.com/en/buy/estate-4504,,,,1144.0,823.0,1987.0,
585988,Sham Tseng,https://www.28hse.com/en/buy/district-g56,Dragon Inn Court,https://www.28hse.com/en/buy/estate-4511,A,High level,3,1213.0,970.0,27.0,
608446,"Sai Kung,Clear Water Bay",https://www.28hse.com/en/buy/district-g41,Village,https://www.28hse.com/en/buy/estate-4029,,,,2100.0,1995.0,,
605101,Sham Tseng,https://www.28hse.com/en/buy/district-g56,Castle Peak Villas,https://www.28hse.com/en/buy/estate-4509,,Mid level,3,1526.0,1362.0,43.0,
603665,Sham Tseng,https://www.28hse.com/en/buy/district-g56,Anglers' Bay,https://www.28hse.com/en/buy/estate-4547,,,,1622.0,1149.0,14.0,
608688,"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Yoho Midtown,https://www.28hse.com/en/buy/estate-5542,,,,1153.0,898.0,,
608477,Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,Metro City,https://www.28hse.com/en/buy/estate-4000,,Low level,2,516.0,363.0,18.0,
608478,"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Dragons Range,https://www.28hse.com/en/buy/estate-8527,,,,,663.0,2.0,
608680,Ma On Shan,https://www.28hse.com/en/buy/district-g43,Oceanaire,https://www.28hse.com/en/buy/estate-5809,1A座B室,Low level,4,1267.0,962.0,,
608417,Tuen Mun,https://www.28hse.com/en/buy/district-g48,Pierhead Garden,https://www.28hse.com/en/buy/estate-4429,,,,628.0,521.0,30.0,
386819,Ma On Shan,https://www.28hse.com/en/buy/district-g43,Kam Fung Court,https://www.28hse.com/en/buy/estate-4054,,,,892.0,646.0,19.0,
595654,Sham Tseng,https://www.28hse.com/en/buy/district-g56,Dragon Inn Court,https://www.28hse.com/en/buy/estate-4511,,High level,4,1213.0,970.0,,
608419,"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Sunshine Grove,https://www.28hse.com/en/buy/estate-4101,,,,619.0,470.0,20.0,
590106,Tuen Mun,https://www.28hse.com/en/buy/district-g48,Village,https://www.28hse.com/en/buy/estate-4477,,Mid level,1,300.0,,,
608424,"Sai Kung,Clear Water Bay",https://www.28hse.com/en/buy/district-g41,Villa Royale,https://www.28hse.com/en/buy/estate-6977,,,3,2003.0,1305.0,15.0,
590028,Tuen Mun,https://www.28hse.com/en/buy/district-g48,Noble Place,https://www.28hse.com/en/buy/estate-4460,,Low level,,640.0,508.0,20.0,
607291,Sham Tseng,https://www.28hse.com/en/buy/district-g56,Avignon,https://www.28hse.com/en/buy/estate-6011,,,,715.0,554.0,7.0,
590172,Tuen Mun,https://www.28hse.com/en/buy/district-g48,Eldo Court,https://www.28hse.com/en/buy/estate-4454,,Mid level,2,534.0,426.0,31.0,
591774,Tuen Mun,https://www.28hse.com/en/buy/district-g48,Kar Wah Building,https://www.28hse.com/en/buy/estate-4470,,High level,,350.0,270.0,36.0,
597640,"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Village,https://www.28hse.com/en/buy/estate-4357,,Low level,4,1400.0,,8.0,
608431,"Tai Po,Tai Wo",https://www.28hse.com/en/buy/district-g45,Classical Gardens,https://www.28hse.com/en/buy/estate-4137,,Mid level,,1182.0,948.0,21.0,
598007,"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Village,https://www.28hse.com/en/buy/estate-4357,,High level,3,700.0,,,
282211,"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Village,https://www.28hse.com/en/buy/estate-4357,,Mid level,1,300.0,,,
590057,Tuen Mun,https://www.28hse.com/en/buy/district-g48,South Hillcrest,https://www.28hse.com/en/buy/estate-4416,,Low level,,739.0,533.0,13.0,
608733,,,,,廣橡樓高層,High level,3,788.0,598.0,29.0,
482087,"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Village,https://www.28hse.com/en/buy/estate-4357,,Ground Floor,1,300.0,,,
594629,"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Village,https://www.28hse.com/en/buy/estate-4357,,Mid level,,,700.0,18.0,
608483,,,,,,High level,,,409.0,36.0,
575568,Sham Tseng,https://www.28hse.com/en/buy/district-g56,Aqua Blue,https://www.28hse.com/en/buy/estate-4505,,Mid level,4,1648.0,1230.0,16.0,
571189,Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,Lohas Park,https://www.28hse.com/en/buy/estate-4064,緻藍天一座鑽海,Mid level,4,,1142.0,4.0,
335257,Ma On Shan,https://www.28hse.com/en/buy/district-g43,Double Cove,https://www.28hse.com/en/buy/estate-7508,,,3,639.0,497.0,4.0,
608497,,,,,,,3,700.0,,,
369546,Ma On Shan,https://www.28hse.com/en/buy/district-g43,Oceanaire,https://www.28hse.com/en/buy/estate-5809,,,,945.0,718.0,,
603279,Ma On Shan,https://www.28hse.com/en/buy/district-g43,The Waterside,https://www.28hse.com/en/buy/estate-4051,,,,670.0,482.0,19.0,
463644,Ma On Shan,https://www.28hse.com/en/buy/district-g43,The Waterside,https://www.28hse.com/en/buy/estate-4051,,,,670.0,482.0,19.0,
580340,"Fan Ling,Sheung Shui",https://www.28hse.com/en/buy/district-g46,Village,https://www.28hse.com/en/buy/estate-4196,,Mid level,3,700.0,,,
593696,"Fan Ling,Sheung Shui",https://www.28hse.com/en/buy/district-g46,Village,https://www.28hse.com/en/buy/estate-4196,,High level,3,1480.0,,,
608081,Ma On Shan,https://www.28hse.com/en/buy/district-g43,Sunshine City,https://www.28hse.com/en/buy/estate-4040,,Low level,2,405.0,321.0,22.0,
594607,Ma On Shan,https://www.28hse.com/en/buy/district-g43,Mountain Shore,https://www.28hse.com/en/buy/estate-4043,,,,670.0,510.0,18.0,
608872,,,,,,,4,1400.0,,2000.0,
608879,"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Ravana Garden,https://www.28hse.com/en/buy/estate-4090,,,,781.0,645.0,30.0,
579441,"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,May Shing Court,https://www.28hse.com/en/buy/estate-5156,,High level,2,,381.0,26.0,
608885,Tsing Yi,https://www.28hse.com/en/buy/district-g51,Serene garden,https://www.28hse.com/en/buy/estate-4686,,Mid level,3,708.0,590.0,27.0,
600381,Tuen Mun,https://www.28hse.com/en/buy/district-g48,Century Gateway,https://www.28hse.com/en/buy/estate-7282,,,,,373.0,5.0,
604064,"Tai Po,Tai Wo",https://www.28hse.com/en/buy/district-g45,The Golden Gate,https://www.28hse.com/en/buy/estate-8321,,High level,4,,1555.0,5.0,
603442,Sham Tseng,https://www.28hse.com/en/buy/district-g56,Seaview Garden,https://www.28hse.com/en/buy/estate-4504,,Mid level,4,1144.0,823.0,,
421680,Sham Tseng,https://www.28hse.com/en/buy/district-g56,Spring Seaview Terrace,https://www.28hse.com/en/buy/estate-4516,,High level,3,1208.0,949.0,27.0,
522818,Ma On Shan,https://www.28hse.com/en/buy/district-g43,Mountain Shore,https://www.28hse.com/en/buy/estate-4043,,,,666.0,501.0,16.0,
548404,"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Village,https://www.28hse.com/en/buy/estate-4357,,,,700.0,,,
