ID,Status,Price,Price per feet(built-up),Price per feet(salesable area),Views #,Bookmarked #,Ads or renew date,Modified date,User last login,Expire date,Scrape Date
594881,For sale,7.68,,16696.0,746,0,26 days before,21 days before,2 days before,2018.09.09,07-07-2018
607978,For sale,6.38,13603.0,16193.0,181,0,22 days before,,1 days before,2018.09.13,07-07-2018
608043,For sale,4.5,,20737.0,502,0,21 days before,18 days before,3 days before,2018.09.13,07-07-2018
607981,,4.95,,17128.0,495,0,22 days before,22 days before,5 days before,2018.09.13,07-07-2018
607988,For sale,39.5,17077.0,22254.0,155,0,21 days before,,3 days before,2018.09.13,07-07-2018
608091,For sale,7.1,11059.0,14372.0,390,0,21 days before,7 days before,7 days before,2018.09.13,07-07-2018
601882,For sale,4.8,9006.0,11970.0,800,0,30 days before,21 days before,6 days before,2018.09.05,07-07-2018
576784,For sale,4.88,6873.0,8809.0,1020,0,30 days before,21 days before,6 days before,2018.10.05,07-07-2018
601943,For sale,5.5,8124.0,10870.0,801,0,30 days before,21 days before,6 days before,2018.09.05,07-07-2018
598753,For sale,5.8,10780.0,15978.0,480,0,35 days before,22 days before,49 minutes before,2018.08.31,07-07-2018
569511,For sale,3.99,13951.0,17973.0,1250,0,2 months before,22 days before,22 hours before,2018.07.18,07-07-2018
607998,For sale,13.88,15086.0,19885.0,200,0,21 days before,21 days before,4 hours before,2018.09.13,07-07-2018
599320,For sale,6.5,,20570.0,230,0,34 days before,34 days before,5 days before,2018.09.01,07-07-2018
607847,For sale,6.6,,16923.0,285,0,22 days before,22 days before,7 days before,2018.09.13,07-07-2018
592199,For sale,3.2,7111.0,8964.0,1812,1,45 days before,10 days before,2 days before,2018.08.21,07-07-2018
596951,For sale,4.95,7615.0,9574.0,581,0,38 days before,38 days before,2 days before,2018.08.28,07-07-2018
567766,For sale,6.9,14226.0,19885.0,470,0,2 months before,2 months before,2 days before,2018.07.15,07-07-2018
597512,For sale,4.88,12019.0,17810.0,335,0,37 days before,37 days before,2 days before,2018.08.29,07-07-2018
597859,For sale,3.25,9285.0,15550.0,795,0,36 days before,17 days before,2 days before,2018.08.30,07-07-2018
607924,For sale,7.28,11742.0,16471.0,250,0,22 days before,,6 hours before,2018.09.13,07-07-2018
608258,For sale,6.98,,12487.0,230,0,21 days before,21 days before,8 days before,2018.09.14,07-07-2018
607954,For sale,68.0,,60444.0,210,0,22 days before,22 days before,18 hours before,2018.09.13,07-07-2018
607969,For sale,4.28,11888.0,17686.0,290,0,22 days before,21 days before,2 hours before,2018.09.13,07-07-2018
607275,For sale,4.85,,10948.0,160,0,22 days before,8 days before,2 days before,2018.09.12,07-07-2018
607952,,5.18,,17039.0,395,0,22 days before,20 days before,5 days before,2018.09.13,07-07-2018
607624,For sale,10.5,,16535.0,345,0,22 days before,22 days before,3 days before,2018.09.13,07-07-2018
607861,For sale,5.28,8421.0,12365.0,395,0,22 days before,22 days before,22 hours before,2018.09.13,07-07-2018
597594,For sale,5.19,6696.0,10058.0,535,0,36 days before,36 days before,6 days before,2018.08.29,07-07-2018
607680,For sale,4.13,,14645.0,535,0,22 days before,22 days before,2 days before,2018.09.13,07-07-2018
607691,For sale,8.45,,12612.0,500,0,22 days before,22 days before,2 days before,2018.09.13,07-07-2018
607666,For sale,3.78,11351.0,18713.0,1635,0,22 days before,17 days before,22 hours before,2018.09.13,07-07-2018
591416,For sale,8.5,13322.0,18889.0,896,0,46 days before,22 days before,3 days before,2018.08.19,07-07-2018
598562,For sale,7.48,,15881.0,155,0,35 days before,22 days before,1 days before,2018.08.31,07-07-2018
607714,For sale,5.68,,7717.0,521,0,22 days before,16 days before,2 days before,2018.09.13,07-07-2018
607727,For sale,8.48,6523.0,8662.0,175,0,22 days before,22 days before,22 hours before,2018.09.13,07-07-2018
594610,For sale,5.8,12446.0,14500.0,485,0,41 days before,41 days before,6 days before,2018.08.24,07-07-2018
570022,For sale,6.3,,10642.0,869,0,2 months before,22 days before,2 days before,2018.07.18,07-07-2018
607762,For sale,7.6,12357.0,14931.0,180,0,22 days before,22 days before,2 hours before,2018.09.13,07-07-2018
607764,For sale,2.7,,9000.0,775,0,22 days before,22 days before,2 hours before,2018.09.13,07-07-2018
596284,For sale,6.98,14788.0,19886.0,485,0,39 days before,39 days before,2 days before,2018.08.27,07-07-2018
571607,For sale,4.6,9544.0,12958.0,956,0,30 days before,21 days before,6 days before,2018.10.05,07-07-2018
607741,For sale,4.68,13487.0,21869.0,360,0,22 days before,22 days before,22 hours before,2018.09.13,07-07-2018
601868,For sale,6.2,10635.0,14554.0,515,0,30 days before,21 days before,6 days before,2018.09.05,07-07-2018
607979,For sale,35.0,,28950.0,230,0,22 days before,2 days before,3 days before,2018.09.13,07-07-2018
608011,For sale,8.65,12969.0,17510.0,170,0,21 days before,,7 days before,2018.09.13,07-07-2018
583860,For sale,5.25,10253.0,13780.0,1020,0,58 days before,57 days before,4 days before,2018.08.08,07-07-2018
592002,For sale,4.98,12901.0,17352.0,701,0,45 days before,45 days before,3 days before,2018.08.20,07-07-2018
592890,For sale,9.18,14144.0,19125.0,236,0,44 days before,44 days before,3 days before,2018.08.22,07-07-2018
608127,For sale,5.4,,14026.0,255,0,21 days before,,1 hours before,2018.09.13,07-07-2018
608137,For sale,6.6,,12717.0,155,0,21 days before,,1 hours before,2018.09.13,07-07-2018
592856,For sale,8.99,13725.0,17627.0,250,0,44 days before,44 days before,3 days before,2018.08.22,07-07-2018
603722,For sale,4.48,,16000.0,775,0,28 days before,28 days before,3 days before,2018.09.07,07-07-2018
607961,For sale,66.0,,58667.0,190,0,22 days before,22 days before,18 hours before,2018.09.13,07-07-2018
598608,For sale,7.08,,13358.0,610,1,35 days before,32 days before,3 days before,2018.08.31,07-07-2018
608293,For sale,6.0,13544.0,18634.0,315,0,21 days before,21 days before,6 days before,2018.09.14,07-07-2018
608409,For sale,4.8,9600.0,15000.0,275,0,21 days before,21 days before,2 hours before,2018.09.14,07-07-2018
597642,For sale,8.65,,18562.0,265,0,36 days before,21 days before,8 days before,2018.08.29,07-07-2018
608476,For sale,29.8,,22870.0,115,0,21 days before,21 days before,4 days before,2018.09.14,07-07-2018
604910,For sale,4.78,,17011.0,290,0,26 days before,20 days before,1 days before,2018.09.09,07-07-2018
577633,For sale,5.78,8771.0,11423.0,680,0,30 days before,21 days before,6 days before,2018.10.05,07-07-2018
604120,For sale,11.55,,31818.0,196,0,27 days before,27 days before,1 hours before,2018.09.08,07-07-2018
608620,For sale,4.55,9891.0,14219.0,335,0,21 days before,18 days before,22 hours before,2018.09.14,07-07-2018
608628,For sale,5.78,,10625.0,335,0,21 days before,20 days before,1 hours before,2018.09.14,07-07-2018
589533,For sale,4.68,10516.0,15811.0,570,0,50 days before,21 days before,1 days before,2018.08.16,07-07-2018
608488,For sale,28.3,15093.0,21119.0,365,0,21 days before,5 days before,5 days before,2018.09.14,07-07-2018
608629,For sale,4.68,,18871.0,245,0,21 days before,21 days before,7 days before,2018.09.14,07-07-2018
593885,For sale,10.98,,21829.0,332,0,43 days before,21 days before,15 days before,2018.08.23,07-07-2018
608363,For sale,4.45,8900.0,12060.0,205,0,21 days before,7 days before,4 days before,2018.09.14,07-07-2018
607500,For sale,6.4,,11130.0,356,0,22 days before,22 days before,3 days before,2018.09.13,07-07-2018
605757,For sale,8.05,,16771.0,150,0,25 days before,16 days before,5 days before,2018.09.10,07-07-2018
604919,For sale,4.5,12465.0,18293.0,245,0,26 days before,26 days before,1 days before,2018.09.09,07-07-2018
607539,,4.05,,9926.0,256,0,22 days before,13 days before,3 days before,2018.09.13,07-07-2018
594745,For sale,46.8,,35644.0,890,0,41 days before,9 days before,6 days before,2018.08.25,07-07-2018
603763,For sale,4.28,,13987.0,285,0,28 days before,7 days before,3 days before,2018.09.07,07-07-2018
607568,For sale,5.4,,14026.0,370,0,22 days before,22 days before,23 hours before,2018.09.13,07-07-2018
607022,For sale,4.68,,12124.0,525,0,23 days before,1 hours before,1 hours before,2018.09.12,07-07-2018
594144,For sale,5.18,13015.0,16289.0,340,1,42 days before,42 days before,1 days before,2018.08.24,07-07-2018
592160,For sale,4.68,6647.0,8603.0,1045,0,45 days before,14 days before,3 days before,2018.08.21,07-07-2018
591447,For sale,5.0,,16026.0,1095,0,46 days before,23 days before,3 days before,2018.08.19,07-07-2018
565360,For sale,3.6,,12676.0,1395,0,2 months before,2 months before,1 hours before,2018.07.12,07-07-2018
565440,For sale,8.18,,16901.0,401,0,2 months before,2 months before,1 hours before,2018.07.12,07-07-2018
565442,For sale,8.5,,16409.0,315,0,2 months before,22 days before,1 hours before,2018.07.12,07-07-2018
566056,For sale,3.38,,15648.0,2797,1,2 months before,2 months before,1 hours before,2018.07.12,07-07-2018
566059,For sale,4.8,,12339.0,605,0,2 months before,51 days before,1 hours before,2018.07.12,07-07-2018
566175,For sale,4.3,,17269.0,856,0,2 months before,2 months before,1 hours before,2018.07.13,07-07-2018
566367,For sale,5.0,,9766.0,415,0,2 months before,2 months before,1 hours before,2018.07.13,07-07-2018
566533,For sale,4.28,13210.0,18136.0,450,0,2 months before,2 months before,1 hours before,2018.07.13,07-07-2018
608294,For sale,4.3,,19545.0,385,0,21 days before,21 days before,3 days before,2018.09.14,07-07-2018
566623,For sale,7.0,13514.0,16990.0,506,0,2 months before,2 months before,1 hours before,2018.07.13,07-07-2018
566667,For sale,4.53,,18642.0,240,0,2 months before,2 months before,1 hours before,2018.07.13,07-07-2018
566677,For sale,4.28,,17398.0,560,0,2 months before,2 months before,1 hours before,2018.07.13,07-07-2018
607470,For sale,8.7,,20233.0,190,0,22 days before,22 days before,8 days before,2018.09.13,07-07-2018
607476,For sale,4.25,,12687.0,455,0,22 days before,22 days before,1 hours before,2018.09.13,07-07-2018
607734,For sale,6.18,11839.0,16658.0,295,0,22 days before,22 days before,22 hours before,2018.09.13,07-07-2018
519924,For sale,5.78,,12675.0,3515,0,42 days before,11 days before,4 days before,2018.08.24,07-07-2018
584091,For sale,7.38,10618.0,12551.0,650,0,58 days before,11 days before,4 days before,2018.08.08,07-07-2018
607608,For sale,4.68,,8667.0,405,0,22 days before,22 days before,2 days before,2018.09.13,07-07-2018
607599,For sale,3.6,,11111.0,645,0,22 days before,22 days before,1 hours before,2018.09.13,07-07-2018
566609,For sale,5.5,,17241.0,530,0,2 months before,2 months before,1 hours before,2018.07.13,07-07-2018
608723,For sale,14.4,13701.0,18159.0,120,0,20 days before,14 days before,1 days before,2018.09.14,07-07-2018
593546,For sale,6.37,,23858.0,535,0,43 days before,9 days before,6 days before,2018.08.23,07-07-2018
608764,For sale,6.8,,15179.0,495,0,20 days before,20 days before,24 hours before,2018.09.14,07-07-2018
581166,For sale,17.0,,14847.0,766,0,62 days before,62 days before,4 days before,2018.08.04,07-07-2018
604115,For sale,2.75,5544.0,7314.0,700,0,27 days before,16 days before,2 days before,2018.09.08,07-07-2018
608980,For sale,14.29,15482.0,17664.0,300,0,20 days before,15 days before,5 days before,2018.09.15,07-07-2018
577936,For sale,5.8,,16022.0,371,0,2 months before,2 months before,6 days before,2018.07.30,07-07-2018
362204,For sale,4.78,10505.0,17011.0,4372,0,2 months before,20 days before,8 days before,2018.07.21,07-07-2018
608994,For sale,6.88,,12177.0,250,0,20 days before,20 days before,4 days before,2018.09.15,07-07-2018
609346,For sale,6.5,,10980.0,805,0,19 days before,,27 days before,2018.09.15,07-07-2018
609357,For sale,15.59,12992.0,17478.0,340,0,19 days before,,6 days before,2018.09.16,07-07-2018
580836,For sale,4.28,,16525.0,660,0,62 days before,22 days before,6 days before,2018.08.03,07-07-2018
607381,For sale,4.08,,17000.0,777,0,22 days before,22 days before,1 days before,2018.09.12,07-07-2018
585124,For sale,16.2,,23444.0,391,0,56 days before,47 days before,3 days before,2018.08.09,07-07-2018
607383,For sale,9.08,,18196.0,310,0,22 days before,12 days before,17 days before,2018.09.13,07-07-2018
596937,For sale,5.6,10666.0,18301.0,455,0,38 days before,33 days before,1 days before,2018.08.28,07-07-2018
580436,For sale,8.8,13134.0,17495.0,960,0,63 days before,22 days before,3 days before,2018.08.03,07-07-2018
607386,For sale,6.55,,17328.0,885,0,22 days before,22 days before,8 days before,2018.09.13,07-07-2018
607430,For sale,12.0,16086.0,20833.0,320,0,22 days before,22 days before,16 days before,2018.09.13,07-07-2018
607431,For sale,88.0,33447.0,41985.0,530,0,22 days before,22 days before,16 days before,2018.09.13,07-07-2018
607376,For sale,4.98,13644.0,18792.0,475,1,22 days before,22 days before,6 days before,2018.09.12,07-07-2018
608724,For sale,15.3,13155.0,17586.0,155,0,20 days before,14 days before,1 days before,2018.09.14,07-07-2018
607329,For sale,11.98,,20236.0,500,0,22 days before,,18 hours before,2018.09.12,07-07-2018
607330,For sale,13.48,,20643.0,285,0,22 days before,22 days before,18 hours before,2018.09.12,07-07-2018
579914,For sale,8.18,13088.0,16866.0,305,0,2 months before,22 days before,8 hours before,2018.08.02,07-07-2018
607333,For sale,11.9,15454.0,20067.0,205,0,22 days before,20 days before,4 hours before,2018.09.12,07-07-2018
596148,For sale,8.38,13281.0,18747.0,230,0,39 days before,22 days before,8 days before,2018.08.27,07-07-2018
596381,For sale,9.98,,16578.0,1195,0,38 days before,20 days before,8 days before,2018.08.27,07-07-2018
607342,For sale,5.88,,13580.0,290,0,22 days before,22 days before,2 hours before,2018.09.12,07-07-2018
607353,For sale,5.95,,20101.0,366,0,22 days before,22 days before,18 hours before,2018.09.12,07-07-2018
598297,For sale,9.88,16304.0,23807.0,535,0,35 days before,7 days before,7 days before,2018.08.30,07-07-2018
607355,For sale,4.48,11666.0,18361.0,485,0,22 days before,22 days before,22 hours before,2018.09.12,07-07-2018
607197,For sale,7.38,12445.0,17447.0,420,0,23 days before,22 days before,22 hours before,2018.09.12,07-07-2018
607201,For sale,5.5,6626.0,9076.0,500,0,23 days before,23 days before,5 hours before,2018.09.12,07-07-2018
603889,For sale,6.58,,16574.0,277,0,27 days before,27 days before,23 hours before,2018.09.07,07-07-2018
605555,For sale,5.58,,13068.0,580,1,25 days before,14 days before,23 hours before,2018.09.10,07-07-2018
603718,For sale,6.2,,10299.0,630,0,28 days before,28 days before,3 days before,2018.09.07,07-07-2018
605785,For sale,4.0,,18182.0,600,0,25 days before,25 days before,23 hours before,2018.09.10,07-07-2018
598565,For sale,4.98,,12236.0,665,0,35 days before,21 days before,2 days before,2018.08.31,07-07-2018
607240,For sale,5.4,11180.0,14026.0,285,0,22 days before,22 days before,8 days before,2018.09.12,07-07-2018
565443,For sale,4.2,,17797.0,950,1,2 months before,2 months before,1 hours before,2018.07.12,07-07-2018
607334,For sale,6.45,,18220.0,385,0,22 days before,22 days before,18 hours before,2018.09.12,07-07-2018
588540,For sale,3.28,,12615.0,2102,0,51 days before,51 days before,2 days before,2018.08.15,07-07-2018
568273,For sale,5.5,,8462.0,436,0,2 months before,58 days before,2 days before,2018.07.16,07-07-2018
604935,For sale,5.3,15100.0,20703.0,302,0,26 days before,26 days before,18 hours before,2018.09.09,07-07-2018
600645,For sale,9.38,13938.0,18949.0,466,0,32 days before,32 days before,18 hours before,2018.09.03,07-07-2018
599478,For sale,6.48,12986.0,17753.0,650,0,33 days before,33 days before,18 hours before,2018.09.01,07-07-2018
599457,For sale,9.88,15910.0,20669.0,391,0,34 days before,33 days before,18 hours before,2018.09.01,07-07-2018
599121,For sale,7.48,13357.0,19378.0,461,0,34 days before,34 days before,18 hours before,2018.09.01,07-07-2018
608797,For sale,4.55,,20133.0,1170,0,20 days before,,7 days before,2018.09.14,07-07-2018
598520,For sale,7.4,12803.0,17371.0,375,0,35 days before,35 days before,18 hours before,2018.08.31,07-07-2018
607257,For sale,4.48,6309.0,8087.0,320,0,22 days before,22 days before,7 hours before,2018.09.12,07-07-2018
607168,For sale,16.8,11148.0,13953.0,376,0,23 days before,,9 days before,2018.09.12,07-07-2018
599464,For sale,5.08,10059.0,11787.0,1065,1,33 days before,32 days before,18 hours before,2018.09.01,07-07-2018
607180,For sale,35.0,,35897.0,141,0,23 days before,23 days before,1 days before,2018.09.12,07-07-2018
599507,For sale,2.65,4576.0,5982.0,700,0,33 days before,33 days before,7 days before,2018.09.01,07-07-2018
599511,For sale,5.38,8163.0,10632.0,730,0,33 days before,33 days before,7 days before,2018.09.01,07-07-2018
599459,For sale,9.0,14610.0,19565.0,357,0,34 days before,33 days before,18 hours before,2018.09.01,07-07-2018
585145,For sale,4.58,,17683.0,726,0,56 days before,56 days before,2 days before,2018.08.09,07-07-2018
599513,For sale,7.38,8723.0,11354.0,375,0,33 days before,33 days before,7 days before,2018.09.01,07-07-2018
607179,For sale,172.0,31024.0,38121.0,540,0,23 days before,23 days before,1 days before,2018.09.12,07-07-2018
599536,For sale,4.6,9543.0,12958.0,560,0,33 days before,33 days before,7 days before,2018.09.01,07-07-2018
603044,For sale,5.8,12888.0,18125.0,590,0,29 days before,28 days before,5 days before,2018.09.06,07-07-2018
607045,For sale,5.68,15910.0,21434.0,330,0,23 days before,23 days before,22 hours before,2018.09.12,07-07-2018
607069,For sale,6.6,,12717.0,260,1,23 days before,4 days before,21 minutes before,2018.09.12,07-07-2018
597425,For sale,6.39,13121.0,16772.0,340,0,37 days before,20 days before,8 hours before,2018.08.29,07-07-2018
607135,For sale,7.05,,10071.0,270,0,23 days before,23 days before,1 hours before,2018.09.12,07-07-2018
599528,For sale,6.38,8703.0,11516.0,485,0,33 days before,33 days before,7 days before,2018.09.01,07-07-2018
545798,For sale,5.2,,14943.0,1263,0,23 days before,23 days before,6 days before,2018.09.12,07-07-2018
602476,For sale,7.98,,21000.0,300,0,29 days before,29 days before,3 hours before,2018.09.05,07-07-2018
594204,For sale,12.0,16021.0,21583.0,430,0,42 days before,7 days before,23 hours before,2018.08.24,07-07-2018
599517,For sale,4.78,9018.0,11950.0,515,0,33 days before,33 days before,7 days before,2018.09.01,07-07-2018
590599,For sale,5.38,16253.0,22417.0,940,0,35 days before,22 days before,4 days before,2018.08.31,07-07-2018
374984,For sale,4.28,,18528.0,4581,2,3 months before,11 days before,8 days before,2018.07.12,07-07-2018
475900,For sale,9.8,13067.0,15336.0,1355,0,62 days before,9 days before,23 hours before,2018.08.03,07-07-2018
605990,For sale,17.78,16090.0,18618.0,540,0,24 days before,24 days before,5 days before,2018.09.11,07-07-2018
606198,For sale,8.75,14205.0,19022.0,367,0,24 days before,21 days before,5 days before,2018.09.11,07-07-2018
607292,For sale,14.5,12340.0,17160.0,280,0,22 days before,22 days before,17 days before,2018.09.12,07-07-2018
607296,For sale,55.0,,28796.0,150,0,22 days before,22 days before,4 days before,2018.09.12,07-07-2018
587359,For sale,8.98,,18032.0,590,0,53 days before,15 days before,5 days before,2018.08.13,07-07-2018
607365,For sale,5.95,,16391.0,330,1,22 days before,,22 minutes before,2018.09.12,07-07-2018
591435,For sale,8.3,,16371.0,235,0,46 days before,22 days before,6 days before,2018.08.19,07-07-2018
607454,For sale,5.2,13867.0,16456.0,330,1,22 days before,,1 days before,2018.09.13,07-07-2018
607459,For sale,7.18,,11770.0,465,0,22 days before,19 days before,7 days before,2018.09.13,07-07-2018
607314,For sale,5.68,11007.0,13057.0,1430,0,22 days before,22 days before,7 hours before,2018.09.12,07-07-2018
564667,For sale,6.0,,10753.0,345,0,2 months before,2 months before,1 hours before,2018.07.11,07-07-2018
564662,For sale,3.9,,8351.0,1381,0,2 months before,2 months before,1 hours before,2018.07.11,07-07-2018
603851,For sale,5.08,,9407.0,810,0,27 days before,19 days before,23 hours before,2018.09.07,07-07-2018
608693,For sale,12.88,17524.0,22959.0,115,0,20 days before,19 days before,6 days before,2018.09.14,07-07-2018
599209,For sale,13.8,9517.0,13855.0,490,0,34 days before,34 days before,5 days before,2018.09.01,07-07-2018
595405,For sale,6.7,12181.0,16750.0,225,0,40 days before,40 days before,7 days before,2018.08.26,07-07-2018
607358,For sale,8.0,,11111.0,251,0,22 days before,22 days before,2 hours before,2018.09.12,07-07-2018
609517,For sale,4.98,12769.0,16711.0,280,0,19 days before,19 days before,17 days before,2018.09.16,07-07-2018
598886,For sale,6.6,14347.0,18697.0,491,0,35 days before,35 days before,15 days before,2018.08.31,07-07-2018
591103,For sale,3.55,,16063.0,785,0,47 days before,47 days before,7 days before,2018.08.19,07-07-2018
601340,For sale,2.88,,6545.0,1466,1,31 days before,31 days before,1 days before,2018.09.04,07-07-2018
609554,For sale,16.6,,16819.0,255,0,19 days before,19 days before,7 days before,2018.09.16,07-07-2018
609515,For sale,7.75,,19923.0,250,0,19 days before,19 days before,3 days before,2018.09.16,07-07-2018
586796,For sale,4.3,,9451.0,456,0,54 days before,19 days before,7 days before,2018.08.12,07-07-2018
606963,For sale,88.0,33447.0,41985.0,260,0,23 days before,23 days before,5 days before,2018.09.12,07-07-2018
609447,For sale,5.2,11581.0,14943.0,490,0,19 days before,17 days before,1 days before,2018.09.16,07-07-2018
297589,For sale,13.0,,14977.0,1953,1,23 days before,23 days before,1 days before,2018.09.12,07-07-2018
501228,For sale,4.46,,14025.0,1367,0,2 months before,37 days before,12 days before,2018.07.25,07-07-2018
572207,For sale,5.6,10666.0,18301.0,235,0,2 months before,23 days before,1 days before,2018.07.22,07-07-2018
606986,For sale,4.08,,18889.0,265,0,23 days before,23 days before,2 hours before,2018.09.12,07-07-2018
584655,For sale,4.2,,17573.0,750,0,57 days before,55 days before,4 days before,2018.08.09,07-07-2018
606966,For sale,7.38,,17324.0,140,1,23 days before,23 days before,2 days before,2018.09.12,07-07-2018
596172,For sale,8.7,10235.0,,490,1,39 days before,39 days before,4 days before,2018.08.27,07-07-2018
606997,For sale,4.98,11191.0,17535.0,430,0,23 days before,23 days before,22 hours before,2018.09.12,07-07-2018
593194,For sale,6.39,,16772.0,280,0,44 days before,23 days before,1 days before,2018.08.22,07-07-2018
575910,For sale,9.2,,18737.0,715,0,25 days before,23 days before,7 days before,2018.10.10,07-07-2018
557639,For sale,8.5,,19274.0,1072,0,25 days before,23 days before,7 days before,2018.10.10,07-07-2018
607137,For sale,130.0,,70652.0,310,0,23 days before,23 days before,18 hours before,2018.09.12,07-07-2018
595673,For sale,8.5,,16832.0,535,0,25 days before,23 days before,7 days before,2018.10.10,07-07-2018
605070,For sale,7.38,14819.0,19524.0,1545,0,26 days before,22 days before,4 days before,2018.09.09,07-07-2018
609653,For sale,5.98,,17086.0,255,0,19 days before,7 days before,7 days before,2018.09.16,07-07-2018
587457,For sale,6.48,,20187.0,652,0,53 days before,22 days before,18 hours before,2018.08.13,07-07-2018
609669,For sale,5.08,,18208.0,425,0,19 days before,19 days before,7 days before,2018.09.16,07-07-2018
609698,For sale,12.0,17937.0,23033.0,290,0,19 days before,19 days before,8 days before,2018.09.16,07-07-2018
452789,For sale,4.68,,13295.0,2832,0,19 days before,2 days before,6 days before,2018.09.16,07-07-2018
564611,For sale,5.8,,14044.0,455,0,2 months before,2 months before,1 hours before,2018.07.11,07-07-2018
609697,For sale,11.5,16666.0,25442.0,210,0,19 days before,19 days before,8 days before,2018.09.16,07-07-2018
609949,For sale,12.0,13953.0,17316.0,295,0,18 days before,18 days before,2 days before,2018.09.17,07-07-2018
577872,For sale,9.0,,25424.0,495,0,2 months before,2 months before,21 minutes before,2018.07.30,07-07-2018
609712,For sale,6.38,,19631.0,220,0,18 days before,18 days before,8 days before,2018.09.16,07-07-2018
609714,For sale,5.38,15824.0,22417.0,515,0,18 days before,2 days before,10 days before,2018.09.16,07-07-2018
570748,For sale,7.88,,22907.0,525,0,2 months before,18 days before,21 minutes before,2018.07.19,07-07-2018
564782,For sale,2.88,,16744.0,1695,0,2 months before,2 months before,1 hours before,2018.07.11,07-07-2018
599294,For sale,8.8,,18182.0,297,0,34 days before,34 days before,1 days before,2018.09.01,07-07-2018
599395,For sale,8.28,,15535.0,475,0,34 days before,25 days before,1 days before,2018.09.01,07-07-2018
599151,For sale,5.16,9735.0,13871.0,610,0,34 days before,19 days before,1 days before,2018.09.01,07-07-2018
598996,For sale,5.28,,11554.0,860,0,34 days before,34 days before,1 days before,2018.08.31,07-07-2018
598100,For sale,4.43,,14572.0,625,0,36 days before,25 days before,1 days before,2018.08.30,07-07-2018
597897,For sale,5.0,8928.0,12594.0,840,1,36 days before,19 days before,1 days before,2018.08.30,07-07-2018
597883,For sale,4.66,9708.0,13314.0,650,0,36 days before,19 days before,1 days before,2018.08.30,07-07-2018
600540,For sale,4.63,,14379.0,485,0,32 days before,25 days before,1 days before,2018.09.03,07-07-2018
527100,For sale,8.15,14606.0,17489.0,1115,0,19 days before,19 days before,6 days before,2018.09.19,07-07-2018
607007,For sale,4.98,11241.0,14393.0,345,0,23 days before,20 days before,2 hours before,2018.09.12,07-07-2018
598137,For sale,5.86,,15924.0,551,0,36 days before,25 days before,1 days before,2018.08.30,07-07-2018
600227,For sale,5.5,,16566.0,295,0,32 days before,32 days before,1 days before,2018.09.02,07-07-2018
600217,For sale,6.18,,7793.0,501,0,32 days before,32 days before,1 days before,2018.09.02,07-07-2018
600195,For sale,5.8,,8250.0,456,0,32 days before,23 days before,1 days before,2018.09.02,07-07-2018
600210,For sale,3.99,,12748.0,1070,0,32 days before,32 days before,1 days before,2018.09.02,07-07-2018
600192,For sale,5.48,,17508.0,245,0,32 days before,25 days before,1 days before,2018.09.02,07-07-2018
600630,For sale,7.8,,16993.0,290,0,32 days before,32 days before,1 days before,2018.09.03,07-07-2018
600099,For sale,4.18,,17273.0,855,0,33 days before,15 days before,1 days before,2018.09.02,07-07-2018
599788,For sale,4.98,11914.0,14352.0,425,0,33 days before,11 days before,8 hours before,2018.09.02,07-07-2018
609704,For sale,5.98,,12105.0,140,0,19 days before,19 days before,1 days before,2018.09.16,07-07-2018
600512,For sale,4.68,12155.0,16957.0,330,0,32 days before,19 days before,1 days before,2018.09.03,07-07-2018
597197,For sale,4.36,,19292.0,1234,1,37 days before,25 days before,1 days before,2018.08.29,07-07-2018
602342,For sale,5.18,,15463.0,355,0,30 days before,30 days before,1 days before,2018.09.05,07-07-2018
609703,For sale,12.0,15831.0,20000.0,256,0,19 days before,19 days before,8 days before,2018.09.16,07-07-2018
598209,For sale,5.1,,16038.0,516,1,36 days before,36 days before,1 days before,2018.08.30,07-07-2018
601653,For sale,12.48,,15797.0,355,0,30 days before,25 days before,1 days before,2018.09.04,07-07-2018
601361,For sale,3.43,8909.0,12704.0,821,0,31 days before,19 days before,1 days before,2018.09.04,07-07-2018
564091,For sale,4.8,,19277.0,775,0,2 months before,2 months before,1 hours before,2018.07.10,07-07-2018
606302,For sale,13.0,11168.0,14960.0,455,0,24 days before,4 hours before,3 days before,2018.09.11,07-07-2018
598024,For sale,5.68,,7190.0,678,0,36 days before,23 days before,4 hours before,2018.08.30,07-07-2018
598759,For sale,4.98,,17535.0,726,0,35 days before,23 days before,2 hours before,2018.08.31,07-07-2018
606798,For sale,4.5,,17857.0,170,0,23 days before,23 days before,1 hours before,2018.09.12,07-07-2018
597294,For sale,4.28,10700.0,16719.0,491,0,37 days before,7 days before,7 days before,2018.08.29,07-07-2018
523978,For sale,4.4,,15493.0,1492,0,2 months before,1 hours before,5 days before,2018.07.29,07-07-2018
597663,For sale,11.8,15733.0,18466.0,545,0,36 days before,23 days before,1 days before,2018.08.29,07-07-2018
599295,For sale,5.98,10794.0,13438.0,665,0,34 days before,19 days before,1 days before,2018.09.01,07-07-2018
606895,For sale,4.7,,16549.0,385,0,23 days before,23 days before,3 days before,2018.09.12,07-07-2018
591326,For sale,13.4,,17358.0,460,0,47 days before,6 days before,10 days before,2018.08.19,07-07-2018
546195,For sale,6.5,,10586.0,840,0,23 days before,23 days before,2 days before,2018.09.12,07-07-2018
606854,For sale,5.38,,17079.0,260,0,23 days before,23 days before,17 days before,2018.09.12,07-07-2018
