ID,Status,Price,Price per feet(built-up),Price per feet(salesable area),Views #,Bookmarked #,Ads or renew date,Modified date,User last login,Expire date,Scrape Date
614078,For sale,11.5,16912.0,21947.0,1162,0,7 hours before,7 hours before,8 hours before,2018.08.24,07-07-2018
617485,For sale,4.68,,13765.0,1282,0,7 days before,5 days before,5 days before,2018.07.30,07-07-2018
604025,For sale,5.88,11902.0,16022.0,1406,1,6 days before,6 hours before,5 days before,2018.07.30,07-07-2018
615777,For sale,15.0,17123.0,24311.0,959,0,10 days before,10 days before,7 hours before,2018.07.31,07-07-2018
617739,For sale,37.0,20975.0,25694.0,1380,0,7 days before,6 days before,6 days before,2018.07.30,07-07-2018
617386,For sale,5.4,13500.0,17035.0,1102,0,4 days before,4 hours before,4 days before,2018.08.02,07-07-2018
615333,For sale,17.38,18275.0,20544.0,673,0,10 days before,,2 days before,2018.08.02,07-07-2018
619819,For sale,8.5,,22427.0,1308,0,4 days before,2 days before,1 minutes before,2018.08.02,07-07-2018
551804,For sale,4.38,,22813.0,2146,0,8 days before,4 hours before,26 minutes before,2018.08.04,07-07-2018
620182,For sale,4.8,10959.0,13559.0,240,0,7 days before,1 hours before,,2018.08.06,07-07-2018
611933,For sale,4.9,9702.0,11369.0,1471,0,15 days before,15 days before,15 days before,2018.07.21,07-07-2018
594965,For sale,33.98,,21145.0,1331,0,2 hours before,2 hours before,2 hours before,2018.08.06,07-07-2018
611936,For sale,7.8,9408.0,12000.0,1361,0,15 days before,15 days before,15 days before,2018.07.21,07-07-2018
608051,For sale,6.03,14154.0,21307.0,1531,1,21 days before,5 days before,3 days before,2018.07.21,07-07-2018
609361,For sale,17.38,17680.0,19376.0,962,0,19 days before,19 days before,18 hours before,2018.07.22,07-07-2018
611109,For sale,5.45,,18990.0,2336,0,17 days before,11 days before,8 hours before,2018.07.23,07-07-2018
374624,For sale,4.58,12582.0,20000.0,4739,1,4 days before,4 days before,5 days before,2018.08.02,07-07-2018
611147,For sale,8.6,13417.0,18105.0,1524,1,16 days before,1 days before,1 days before,2018.07.24,07-07-2018
617494,For sale,11.3,,11895.0,1072,0,7 days before,2 days before,17 hours before,2018.07.29,07-07-2018
614001,For sale,6.58,12777.0,19296.0,1131,0,11 days before,9 days before,11 days before,2018.07.26,07-07-2018
612812,For sale,7.65,,16594.0,2116,0,14 days before,6 days before,5 days before,2018.07.22,07-07-2018
612863,For sale,130.0,,70652.0,2152,0,14 days before,14 days before,7 days before,2018.07.22,07-07-2018
612908,For sale,12.0,,12632.0,1164,0,14 days before,,17 hours before,2018.07.23,07-07-2018
613185,For sale,115.0,,49784.0,1573,0,14 days before,13 days before,2 days before,2018.07.23,07-07-2018
606113,For sale,6.5,17241.0,23050.0,1784,1,24 days before,8 days before,8 days before,2018.07.13,07-07-2018
571152,For sale,5.9,10405.0,12190.0,2147,0,24 days before,5 days before,15 days before,2018.07.13,07-07-2018
622839,For sale,5.88,8400.0,,15,0,47 minutes before,47 minutes before,49 minutes before,2018.08.06,07-07-2018
616152,For sale For rent,6.98,,18417.0,1710,0,9 days before,9 days before,1 days before,2018.07.30,07-07-2018
602824,For sale,5.85,,20313.0,2281,0,29 days before,12 days before,7 days before,2018.07.13,07-07-2018
604946,,5.3,10643.0,12802.0,4074,0,26 days before,13 days before,3 days before,2018.07.11,07-07-2018
618881,For sale,15.8,17893.0,19949.0,531,0,5 days before,5 days before,10 days before,2018.08.03,07-07-2018
598363,For sale,7.8,,16957.0,3052,0,25 days before,20 days before,5 days before,2018.07.11,07-07-2018
610694,For sale,5.9,,16809.0,1441,0,17 days before,5 days before,1 days before,2018.07.23,07-07-2018
596966,For sale,15.3,18773.0,22700.0,1657,0,1 days before,1 days before,6 hours before,2018.08.05,07-07-2018
622460,For sale,5.4,15340.0,22314.0,50,0,6 hours before,6 hours before,6 hours before,2018.08.06,07-07-2018
598962,For sale,8.08,,19147.0,2347,1,28 days before,1 days before,5 days before,2018.07.08,07-07-2018
614087,For sale,14.3,15310.0,20695.0,716,0,12 days before,9 days before,8 hours before,2018.07.25,07-07-2018
622231,For sale,4.35,,19420.0,120,0,23 hours before,23 hours before,8 days before,2018.08.05,07-07-2018
445448,For sale,12.0,18182.0,27523.0,3438,0,3 months before,25 days before,3 days before,2018.07.09,07-07-2018
537616,For sale,5.1,,28814.0,2953,0,28 days before,5 days before,24 hours before,2018.07.08,07-07-2018
622185,For sale,4.79,,13686.0,150,0,24 hours before,,8 hours before,2018.08.05,07-07-2018
524270,For sale,78.0,28772.0,37125.0,4747,1,24 days before,24 days before,24 days before,2018.07.13,07-07-2018
603423,For sale,12.3,,19219.0,1578,0,28 days before,28 days before,17 hours before,2018.07.09,07-07-2018
617221,For sale,7.25,13969.0,18216.0,175,0,8 days before,8 days before,4 hours before,2018.07.29,07-07-2018
570048,For sale,7.38,,12466.0,1025,0,8 days before,6 days before,6 days before,2018.07.29,07-07-2018
617679,For sale,13.6,,17503.0,1353,0,7 days before,2 minutes before,8 days before,2018.07.30,07-07-2018
617442,For sale,5.88,,19279.0,430,1,7 days before,7 days before,2 days before,2018.07.29,07-07-2018
617928,For sale,7.28,,13659.0,445,0,7 days before,6 days before,5 days before,2018.07.30,07-07-2018
597149,For sale,5.18,,17679.0,1526,0,2 days before,2 days before,1 days before,2018.08.04,07-07-2018
605065,For sale,6.8,,16076.0,1799,0,26 days before,26 days before,19 hours before,2018.07.13,07-07-2018
616944,For sale,8.5,,26235.0,230,0,8 days before,8 days before,4 days before,2018.07.29,07-07-2018
506007,For sale,6.8,,13793.0,4341,1,13 days before,3 days before,8 days before,2018.07.24,07-07-2018
562994,For sale,6.35,16366.0,19538.0,800,0,8 days before,8 days before,14 minutes before,2018.07.29,07-07-2018
592493,For sale,8.0,15810.0,21220.0,1062,0,14 days before,14 days before,1 days before,2018.07.23,07-07-2018
614097,For sale,11.0,13750.0,19400.0,340,0,12 days before,12 days before,8 hours before,2018.07.25,07-07-2018
614110,For sale,3.38,11267.0,17789.0,706,0,12 days before,2 days before,18 days before,2018.07.25,07-07-2018
547509,For sale,6.1,,17183.0,1565,0,12 days before,12 days before,4 hours before,2018.07.25,07-07-2018
591930,For sale,6.38,,10943.0,1110,0,8 days before,8 days before,6 days before,2018.07.29,07-07-2018
590489,For sale,8.0,10498.0,17897.0,1442,0,12 days before,12 days before,1 days before,2018.07.25,07-07-2018
606457,For sale,6.8,10759.0,12639.0,3294,0,24 days before,24 days before,11 days before,2018.07.13,07-07-2018
619663,For sale,4.4,,16176.0,295,0,4 days before,3 days before,6 minutes before,2018.08.02,07-07-2018
591897,For sale,5.38,13937.0,18746.0,1766,0,3 days before,3 days before,3 days before,2018.08.02,07-07-2018
620032,For sale,5.6,14105.0,19858.0,260,0,3 days before,3 days before,3 days before,2018.08.02,07-07-2018
620390,For sale,5.5,13853.0,19504.0,180,0,3 days before,3 days before,3 days before,2018.08.03,07-07-2018
620580,For sale,7.38,,18875.0,75,0,3 days before,3 days before,6 minutes before,2018.08.03,07-07-2018
475152,For sale,4.0,,19324.0,1385,0,4 days before,4 days before,2 days before,2018.08.02,07-07-2018
620589,For sale,6.5,,8420.0,185,0,3 days before,3 days before,2 hours before,2018.08.03,07-07-2018
619929,For sale,7.38,,18875.0,95,0,3 days before,3 days before,6 minutes before,2018.08.02,07-07-2018
559902,For sale,6.8,,16229.0,2146,0,2 days before,5 hours before,7 days before,2018.08.03,07-07-2018
622159,For sale,9.38,14587.0,19104.0,40,0,24 hours before,24 hours before,1 days before,2018.08.05,07-07-2018
620306,For sale,5.18,,16928.0,210,0,3 days before,5 hours before,3 days before,2018.08.03,07-07-2018
618271,For sale,9.6,,18898.0,305,0,6 days before,6 days before,8 days before,2018.07.31,07-07-2018
618406,For sale,10.8,17881.0,24161.0,577,0,6 days before,6 days before,1 hours before,2018.07.31,07-07-2018
618269,For sale,6.5,,21242.0,155,0,6 days before,3 days before,3 days before,2018.07.31,07-07-2018
613036,For sale,12.5,16191.0,19260.0,400,0,14 days before,14 days before,3 days before,2018.07.23,07-07-2018
618705,For sale,6.5,13402.0,20186.0,715,1,5 days before,5 days before,1 days before,2018.07.31,07-07-2018
602141,For sale,6.2,,12863.0,1015,0,5 days before,5 days before,3 days before,2018.08.01,07-07-2018
618959,For sale,5.38,,10717.0,450,0,5 days before,5 days before,3 days before,2018.08.01,07-07-2018
618928,For sale,12.5,,23020.0,190,0,5 days before,5 days before,3 days before,2018.08.01,07-07-2018
619210,For sale,6.1,,16010.0,331,0,5 days before,,8 days before,2018.08.01,07-07-2018
618433,For sale,5.3,11471.0,15680.0,455,0,6 days before,3 days before,3 days before,2018.07.31,07-07-2018
598694,For sale For rent,73.8,39444.0,49004.0,840,0,2 days before,2 days before,1 days before,2018.08.03,07-07-2018
619281,For sale,4.3,7818.0,10697.0,546,0,4 days before,,1 days before,2018.08.01,07-07-2018
617187,For sale,5.1,,16038.0,395,0,8 days before,7 days before,1 days before,2018.07.29,07-07-2018
617188,For sale,3.68,,18776.0,1005,0,8 days before,8 days before,1 days before,2018.07.29,07-07-2018
617038,For sale,8.8,10057.0,13415.0,400,0,8 days before,3 days before,3 days before,2018.07.29,07-07-2018
617380,For sale,8.3,,16633.0,225,0,8 days before,7 days before,8 days before,2018.07.29,07-07-2018
617362,For sale,8.8,,19006.0,370,0,8 days before,8 days before,8 days before,2018.07.29,07-07-2018
422707,For sale,5.1,10303.0,12085.0,1496,0,7 days before,1 hours before,,2018.08.06,07-07-2018
594808,,4.28,10313.0,17469.0,3030,2,7 days before,1 days before,1 days before,2018.07.29,07-07-2018
617688,For sale,4.28,,17833.0,305,0,7 days before,5 days before,1 days before,2018.07.30,07-07-2018
617620,For sale,3.88,,12317.0,1180,0,7 days before,7 days before,7 days before,2018.07.30,07-07-2018
615303,For sale,33.5,16106.0,20641.0,400,0,11 days before,10 days before,8 days before,2018.07.26,07-07-2018
44389,For sale,8.48,,10872.0,26350,17,37 months before,4 hours before,5 days before,2018.08.01,07-07-2018
617133,For sale,6.38,,19275.0,275,0,8 days before,1 hours before,2 days before,2018.07.29,07-07-2018
615425,For sale,7.5,10791.0,12777.0,565,0,10 days before,9 days before,4 days before,2018.07.26,07-07-2018
615539,For sale,12.5,14705.0,18064.0,410,0,10 days before,10 days before,1 days before,2018.07.27,07-07-2018
615769,For sale,6.5,,17615.0,620,0,10 days before,5 days before,1 days before,2018.07.27,07-07-2018
615355,For sale,18.0,14839.0,18711.0,325,0,10 days before,8 days before,1 days before,2018.07.26,07-07-2018
615837,For sale,4.45,13283.0,18856.0,535,0,10 days before,2 days before,2 hours before,2018.07.27,07-07-2018
615947,For sale,7.55,,12797.0,335,0,10 days before,10 days before,6 days before,2018.07.27,07-07-2018
616089,For sale,5.2,,18440.0,445,0,9 days before,9 days before,8 days before,2018.07.27,07-07-2018
616235,For sale,13.0,,20800.0,225,0,9 days before,5 days before,3 days before,2018.07.28,07-07-2018
616468,For sale,9.05,14787.0,19934.0,935,0,9 days before,24 hours before,2 hours before,2018.07.28,07-07-2018
615260,For sale,7.8,13494.0,15087.0,571,0,11 days before,11 days before,1 days before,2018.07.26,07-07-2018
553264,For sale,7.68,13287.0,14855.0,3582,0,14 days before,2 days before,3 days before,2018.07.23,07-07-2018
613072,For sale,7.6,13996.0,16667.0,470,0,14 days before,14 days before,4 days before,2018.07.23,07-07-2018
613357,For sale,5.38,,19078.0,385,0,14 days before,2 days before,2 days before,2018.07.23,07-07-2018
602748,For sale,12.0,12565.0,15326.0,835,0,13 days before,5 hours before,2 days before,2018.07.23,07-07-2018
613430,For sale,5.58,,13068.0,835,0,13 days before,13 days before,23 hours before,2018.07.23,07-07-2018
588619,For sale,6.88,,15426.0,1151,0,10 days before,10 days before,1 days before,2018.07.27,07-07-2018
562657,For sale,7.3,14038.0,19211.0,705,0,8 days before,2 days before,2 days before,2018.07.29,07-07-2018
618044,For sale,4.18,,21658.0,405,0,6 days before,6 days before,4 hours before,2018.07.30,07-07-2018
592476,For sale,4.48,,13956.0,4189,2,13 days before,7 days before,3 days before,2018.07.24,07-07-2018
416937,For sale,5.38,,16865.0,1480,0,13 days before,13 days before,5 days before,2018.07.24,07-07-2018
613769,For sale,11.2,16422.0,18421.0,640,0,13 days before,11 days before,2 days before,2018.07.24,07-07-2018
613880,For sale,5.45,,13070.0,285,0,13 days before,13 days before,1 days before,2018.07.24,07-07-2018
591691,For sale,5.08,,17338.0,2155,0,11 days before,6 days before,4 days before,2018.07.26,07-07-2018
576363,For sale,9.6,13913.0,18641.0,935,0,12 days before,12 days before,7 days before,2018.07.25,07-07-2018
616482,For sale,4.18,,10296.0,515,0,9 days before,9 days before,2 hours before,2018.07.28,07-07-2018
616702,For sale,7.8,,15789.0,520,0,9 days before,9 days before,16 days before,2018.07.28,07-07-2018
614934,For sale,5.28,,13750.0,190,0,11 days before,11 days before,11 days before,2018.07.26,07-07-2018
615056,For sale,7.8,,16667.0,310,0,11 days before,11 days before,8 days before,2018.07.26,07-07-2018
422708,For sale,6.5,9326.0,13265.0,1236,0,7 days before,1 hours before,,2018.08.06,07-07-2018
617878,For sale,7.68,12347.0,16623.0,125,0,7 days before,7 days before,3 days before,2018.07.30,07-07-2018
618000,For sale,6.5,,10815.0,510,0,7 days before,7 days before,1 days before,2018.07.30,07-07-2018
613766,For sale,9.8,,14101.0,640,0,13 days before,12 days before,6 days before,2018.07.24,07-07-2018
588109,For sale,6.48,,17705.0,1221,0,19 days before,19 days before,1 days before,2018.07.17,07-07-2018
609740,For sale,5.98,,12105.0,445,0,18 days before,18 days before,8 days before,2018.07.18,07-07-2018
618111,For sale,5.86,,15221.0,401,0,6 days before,6 days before,23 hours before,2018.07.30,07-07-2018
610697,For sale,11.98,15598.0,19046.0,291,0,17 days before,17 days before,17 days before,2018.07.20,07-07-2018
583483,For sale,5.38,,18114.0,1927,1,19 days before,19 days before,1 days before,2018.07.17,07-07-2018
610716,For sale,4.88,9760.0,13631.0,645,0,17 days before,17 days before,3 days before,2018.07.20,07-07-2018
562005,For sale,23.0,24287.0,30585.0,1468,0,16 days before,16 days before,6 days before,2018.07.21,07-07-2018
605488,For sale,10.8,17335.0,24885.0,297,0,25 days before,23 days before,1 days before,2018.07.12,07-07-2018
609827,For sale,5.8,,21887.0,717,0,18 days before,18 days before,23 hours before,2018.07.19,07-07-2018
560392,For sale,5.0,,21459.0,3025,0,53 days before,14 days before,1 days before,2018.07.17,07-07-2018
583784,For sale,9.9,14306.0,17368.0,940,0,16 days before,4 days before,6 days before,2018.07.21,07-07-2018
616801,For sale,4.15,,18527.0,285,0,8 days before,7 days before,8 days before,2018.07.28,07-07-2018
611332,For sale,4.38,10709.0,16162.0,865,0,16 days before,6 days before,6 days before,2018.07.21,07-07-2018
591641,For sale,6.36,,11480.0,1310,0,16 days before,5 hours before,3 days before,2018.07.21,07-07-2018
602343,For sale,14.5,14766.0,18614.0,526,0,30 days before,6 hours before,30 minutes before,2018.07.21,07-07-2018
605472,For sale,6.3,,18529.0,802,0,25 days before,25 days before,1 days before,2018.07.12,07-07-2018
555386,For sale,6.85,,15359.0,1683,0,16 days before,16 days before,6 minutes before,2018.07.21,07-07-2018
603063,For sale,8.8,8800.0,12038.0,1130,0,29 days before,5 days before,7 days before,2018.07.08,07-07-2018
603231,For sale,5.45,15266.0,20802.0,1296,2,28 days before,12 days before,3 days before,2018.07.08,07-07-2018
611474,For sale,4.38,,12882.0,750,0,16 days before,16 days before,4 days before,2018.07.21,07-07-2018
603233,For sale,9.38,14298.0,19461.0,705,0,28 days before,14 days before,3 days before,2018.07.08,07-07-2018
611276,For sale,9.0,,17341.0,1001,0,16 days before,16 days before,2 days before,2018.07.21,07-07-2018
609674,For sale,5.18,,11640.0,845,0,19 days before,,3 days before,2018.07.18,07-07-2018
609702,For sale,3.6,,10909.0,3786,1,19 days before,19 days before,1 days before,2018.07.18,07-07-2018
609742,For sale,7.2,22018.0,22018.0,410,0,18 days before,18 days before,3 days before,2018.07.18,07-07-2018
610150,For sale,6.88,,15426.0,380,0,18 days before,9 days before,6 minutes before,2018.07.19,07-07-2018
486026,For sale,7.28,14358.0,16360.0,3243,0,29 days before,24 days before,2 days before,2018.07.08,07-07-2018
622663,For sale,5.1,11943.0,19392.0,20,0,3 hours before,3 hours before,3 hours before,2018.10.05,07-07-2018
622664,For sale,9.1,,20682.0,20,0,3 hours before,3 hours before,4 days before,2018.10.05,07-07-2018
622675,For sale,7.5,11177.0,13321.0,85,0,3 hours before,,1 hours before,2018.10.05,07-07-2018
622697,For sale,5.2,10833.0,14485.0,30,0,2 hours before,,1 hours before,2018.10.05,07-07-2018
483129,For sale,7.28,15690.0,19783.0,2286,1,1 hours before,1 hours before,1 days before,2018.10.05,07-07-2018
622806,For sale,16.7,18332.0,25227.0,35,0,1 hours before,,3 days before,2018.10.05,07-07-2018
622813,For sale,10.7,,19561.0,45,0,1 hours before,60 minutes before,5 days before,2018.10.05,07-07-2018
622814,For sale,4.68,9750.0,12822.0,50,0,1 hours before,,1 hours before,2018.10.05,07-07-2018
622843,For sale,4.38,,21576.0,5,0,45 minutes before,45 minutes before,7 days before,2018.10.05,07-07-2018
622746,For sale,11.48,16710.0,23286.0,25,0,1 hours before,,3 days before,2018.10.05,07-07-2018
622852,For sale,4.45,,24722.0,5,0,33 minutes before,33 minutes before,24 hours before,2018.10.05,07-07-2018
591685,For sale,8.18,9624.0,12781.0,1120,0,21 days before,1 hours before,6 days before,2018.07.16,07-07-2018
608408,For sale,10.8,14025.0,18243.0,561,1,21 days before,3 days before,1 days before,2018.07.16,07-07-2018
622854,For sale,6.25,,14535.0,0,0,30 minutes before,30 minutes before,7 days before,2018.10.05,07-07-2018
608432,For sale,8.18,14659.0,17554.0,590,0,21 days before,19 days before,1 days before,2018.07.16,07-07-2018
609975,For sale,6.18,12663.0,17607.0,765,0,18 days before,18 days before,6 hours before,2018.07.19,07-07-2018
608492,For sale,5.4,,12027.0,900,0,21 days before,3 days before,11 days before,2018.07.16,07-07-2018
584919,For sale,6.45,,20476.0,715,0,21 days before,6 days before,6 minutes before,2018.07.16,07-07-2018
608732,For sale,4.7,,20889.0,800,0,20 days before,1 days before,3 days before,2018.07.16,07-07-2018
608271,For sale,4.38,12000.0,16977.0,1105,0,21 days before,7 days before,3 days before,2018.07.16,07-07-2018
608775,For sale,3.88,,19695.0,1120,0,20 days before,14 days before,6 minutes before,2018.07.16,07-07-2018
608444,For sale,12.5,,18769.0,401,0,21 days before,5 days before,8 days before,2018.07.16,07-07-2018
608608,For sale,8.98,,17303.0,441,0,21 days before,16 days before,8 days before,2018.07.16,07-07-2018
607515,For sale,6.88,11467.0,15461.0,676,0,22 days before,12 days before,1 days before,2018.07.15,07-07-2018
617949,For sale,4.7,14071.0,18504.0,325,0,7 days before,7 days before,3 days before,2018.07.30,07-07-2018
607647,For sale,36.3,17837.0,23165.0,395,0,22 days before,22 days before,5 days before,2018.07.15,07-07-2018
605877,For sale,5.8,14720.0,22835.0,1035,1,24 days before,24 days before,1 days before,2018.07.12,07-07-2018
607560,For sale,4.08,,17000.0,651,0,22 days before,22 days before,2 days before,2018.07.15,07-07-2018
622661,For sale,5.4,,18557.0,25,0,3 hours before,3 hours before,3 hours before,2018.10.05,07-07-2018
607186,For sale,9.98,16175.0,21982.0,380,0,23 days before,22 days before,3 days before,2018.07.14,07-07-2018
607901,For sale,12.38,16354.0,22428.0,480,0,22 days before,22 days before,4 days before,2018.07.15,07-07-2018
475770,For sale,9.5,12978.0,14394.0,2305,0,25 days before,25 days before,14 days before,2018.07.12,07-07-2018
605494,For sale,6.3,14189.0,16935.0,595,0,25 days before,10 days before,2 days before,2018.07.12,07-07-2018
596346,For sale,6.8,14256.0,20859.0,1432,0,25 days before,8 days before,8 days before,2018.07.12,07-07-2018
610174,For sale,7.18,10895.0,12128.0,510,0,18 days before,18 days before,3 days before,2018.07.19,07-07-2018
548835,For sale,7.2,,13793.0,1370,0,24 days before,17 minutes before,9 hours before,2018.07.12,07-07-2018
606475,For sale,4.68,,21567.0,806,0,24 days before,4 days before,4 days before,2018.07.13,07-07-2018
605786,For sale,6.4,,10997.0,1290,0,25 days before,5 days before,8 hours before,2018.07.12,07-07-2018
606148,For sale,9.38,14105.0,19623.0,360,0,24 days before,,4 days before,2018.07.13,07-07-2018
606892,For sale,3.78,6126.0,8670.0,1215,0,23 days before,23 days before,1 days before,2018.07.14,07-07-2018
574465,For sale,14.0,15054.0,19022.0,935,0,23 days before,22 days before,8 days before,2018.07.14,07-07-2018
590956,For sale,25.0,25484.0,36982.0,275,0,8 hours before,8 hours before,8 hours before,2018.11.04,07-07-2018
606602,For sale,9.58,14807.0,19511.0,515,0,23 days before,,4 days before,2018.07.13,07-07-2018
605505,For sale,6.88,12006.0,15088.0,660,0,25 days before,10 days before,2 days before,2018.07.12,07-07-2018
614070,For sale,18.0,19523.0,26746.0,211,0,8 hours before,8 hours before,8 hours before,2018.11.04,07-07-2018
614101,For sale,21.8,21186.0,26650.0,155,0,8 hours before,8 hours before,8 hours before,2018.11.04,07-07-2018
622433,For sale,11.38,,24161.0,30,0,8 hours before,,2 days before,2018.10.05,07-07-2018
622438,For sale,11.18,17945.0,24844.0,50,0,7 hours before,7 hours before,2 days before,2018.10.05,07-07-2018
604562,For sale,25.5,19646.0,23567.0,240,0,8 hours before,8 hours before,8 hours before,2018.11.04,07-07-2018
622440,For sale,14.5,8841.0,11043.0,20,0,7 hours before,7 hours before,7 hours before,2018.10.05,07-07-2018
604227,For sale,2.26,,7875.0,895,0,27 days before,25 days before,1 days before,2018.09.08,07-07-2018
595865,For sale,6.6,13836.0,18132.0,1355,0,5 hours before,14 hours before,,2018.08.27,07-07-2018
606489,For sale,7.4,10571.0,14369.0,985,1,24 days before,23 days before,4 days before,2018.07.13,07-07-2018
622176,For sale,15.98,16389.0,20461.0,40,0,24 hours before,24 hours before,1 days before,2018.10.04,07-07-2018
622201,For sale,6.38,11600.0,16923.0,105,0,24 hours before,24 hours before,1 hours before,2018.10.04,07-07-2018
589696,For sale,8.95,13338.0,16214.0,415,0,49 days before,24 hours before,6 days before,2018.08.16,07-07-2018
622306,For sale,8.7,17755.0,20616.0,90,0,22 hours before,22 hours before,22 hours before,2018.10.04,07-07-2018
622318,For sale,7.8,14971.0,18097.0,335,0,22 hours before,22 hours before,22 hours before,2018.10.04,07-07-2018
622452,For sale,7.0,14344.0,20649.0,45,0,6 hours before,6 hours before,8 hours before,2018.10.05,07-07-2018
595503,For sale,4.4,,22564.0,750,0,40 days before,28 days before,10 minutes before,2018.08.26,07-07-2018
621968,For sale,6.38,,17013.0,85,0,1 days before,1 days before,2 days before,2018.10.04,07-07-2018
593204,For sale,5.5,,19856.0,410,0,44 days before,5 days before,10 minutes before,2018.08.22,07-07-2018
621992,For sale,4.8,,20601.0,80,0,1 days before,1 days before,1 days before,2018.10.04,07-07-2018
613313,For sale,10.7,,15552.0,265,0,14 days before,19 hours before,19 hours before,2018.09.21,07-07-2018
622012,For sale,6.1,12200.0,18598.0,75,0,1 days before,1 days before,1 days before,2018.10.04,07-07-2018
593348,For sale,8.88,15257.0,18695.0,1610,0,43 days before,43 days before,2 hours before,2018.08.22,07-07-2018
615328,For sale,8.28,,16593.0,280,0,10 days before,10 days before,4 days before,2018.07.26,07-07-2018
622043,For sale,6.98,,20529.0,90,0,1 days before,1 days before,1 days before,2018.10.04,07-07-2018
621993,For sale,6.28,,18363.0,65,0,1 days before,1 days before,8 days before,2018.10.04,07-07-2018
603308,For sale,6.98,,20529.0,365,0,28 days before,8 days before,3 days before,2018.07.08,07-07-2018
584992,For sale,6.1,,17784.0,1530,0,57 days before,19 days before,10 minutes before,2018.08.09,07-07-2018
590335,For sale,32.8,,38051.0,490,0,48 days before,48 days before,5 days before,2018.08.17,07-07-2018
621841,For sale,12.88,,22207.0,135,0,1 days before,,1 days before,2018.10.04,07-07-2018
606594,For sale,6.99,11650.0,17832.0,225,0,23 days before,23 days before,1 hours before,2018.09.11,07-07-2018
621840,For sale,6.1,13090.0,19741.0,45,0,1 days before,1 days before,1 days before,2018.10.04,07-07-2018
604802,For sale,15.8,9875.0,15445.0,310,1,26 days before,26 days before,1 hours before,2018.09.09,07-07-2018
622300,For sale,31.0,26204.0,33880.0,71,0,22 hours before,22 hours before,2 days before,2018.10.04,07-07-2018
621918,For sale,6.0,,14963.0,125,0,1 days before,1 days before,1 days before,2018.10.04,07-07-2018
507017,For sale,5.5,15109.0,19097.0,3416,0,1 days before,1 days before,1 days before,2018.10.04,07-07-2018
584816,For sale,21.8,17666.0,19482.0,670,0,8 days before,8 days before,1 hours before,2018.09.27,07-07-2018
621923,For sale,19.5,,27197.0,65,0,1 days before,1 days before,5 days before,2018.10.04,07-07-2018
602918,For sale,5.8,11600.0,18710.0,740,0,29 days before,29 days before,1 hours before,2018.09.06,07-07-2018
607737,For sale,5.85,,16116.0,951,1,22 days before,22 days before,3 days before,2018.07.15,07-07-2018
621490,For sale,7.98,,15678.0,265,0,1 days before,1 days before,4 hours before,2018.10.03,07-07-2018
621538,For sale,13.98,,22695.0,215,0,1 days before,1 days before,9 hours before,2018.10.03,07-07-2018
362004,For sale,8.8,15492.0,18526.0,2135,0,1 days before,1 days before,1 days before,2018.10.03,07-07-2018
619526,For sale For rent,5.45,12976.0,21124.0,445,0,4 days before,4 days before,6 days before,2018.10.01,07-07-2018
615342,For sale,9.8,18846.0,24257.0,235,1,10 days before,10 days before,1 hours before,2018.09.24,07-07-2018
621582,For sale,5.0,,14970.0,350,0,1 days before,,5 days before,2018.10.04,07-07-2018
621751,For sale,13.0,15531.0,19062.0,60,0,1 days before,1 days before,6 days before,2018.10.04,07-07-2018
616887,For sale,49.0,19088.0,26908.0,160,0,1 days before,14 hours before,,2018.09.27,07-07-2018
621696,For sale For rent,9.38,,15530.0,105,0,1 days before,1 days before,2 days before,2018.10.04,07-07-2018
617381,For sale,2.18,,9198.0,675,0,8 days before,1 days before,8 days before,2018.09.27,07-07-2018
613737,For sale,5.2,,19188.0,260,0,13 days before,13 days before,1 days before,2018.09.22,07-07-2018
621937,For sale,4.08,,10909.0,110,0,1 days before,1 days before,6 days before,2018.10.04,07-07-2018
576367,For sale,5.35,,21748.0,1880,0,29 days before,29 days before,4 days before,2018.07.07,07-07-2018
621205,For sale,4.95,,21806.0,225,0,2 days before,2 days before,11 minutes before,2018.10.03,07-07-2018
621190,For sale,7.39,15590.0,18900.0,105,0,2 days before,2 days before,18 hours before,2018.10.03,07-07-2018
604601,For sale,23.0,23958.0,34226.0,265,0,1 days before,1 days before,8 hours before,2018.11.03,07-07-2018
621308,For sale,7.0,11608.0,13834.0,160,0,2 days before,2 days before,6 days before,2018.10.03,07-07-2018
553415,For sale,7.28,13735.0,17756.0,1266,0,2 days before,2 days before,5 days before,2018.10.03,07-07-2018
621355,For sale,15.8,19059.0,24688.0,90,0,2 days before,2 days before,2 days before,2018.10.03,07-07-2018
621359,For sale,7.0,11608.0,13834.0,135,0,2 days before,2 days before,22 hours before,2018.10.03,07-07-2018
621316,For sale,175.0,,84951.0,150,0,2 days before,,2 days before,2018.10.03,07-07-2018
621372,For sale,12.5,20161.0,23901.0,120,0,2 days before,2 days before,2 days before,2018.10.03,07-07-2018
621282,For sale,10.8,,15063.0,90,0,2 days before,2 days before,8 days before,2018.10.03,07-07-2018
622401,For sale,250.0,42852.0,66667.0,20,0,2 days before,14 hours before,,2018.10.05,07-07-2018
610397,For sale,10.0,,16667.0,295,0,18 days before,22 hours before,23 hours before,2018.09.17,07-07-2018
622404,For sale,30.0,24631.0,31646.0,10,0,2 days before,14 hours before,,2018.10.05,07-07-2018
622402,For sale,18.0,14400.0,20067.0,20,0,2 days before,14 hours before,,2018.10.05,07-07-2018
