Region,Region Link,Estate,Estate Link,ID,Status,Price,Price per feet(built-up),Price per feet(salesable area),Block and unit number,Floor,Room,Gross area(sq feet),Net floor area(sq feet),Management Fee,Property age(year),Address,Views #,Bookmarked #,Ads or renew date,Modified date,User last login,Expire date,Scrape Date
"Tsim Sha Tsui,Jordan",https://www.28hse.com/en/buy/district-g31,Man Fai Building,https://www.28hse.com/en/buy/estate-5794,592995,For sale,HK$ 6.68M ,,"$11,823",,Low level,3,,565 ,,,NOS.25-47 MAN YUEN STREET,415,0,49 days before,8 days before,1 days before,2018.08.22,07-12-2018
"Sham Shui Po,Shek Kip Mei",https://www.28hse.com/en/buy/district-g27,Apartment,https://www.28hse.com/en/buy/estate-2392,606227,For sale,HK$ 2.70M ,,"$10,757",,High level,1,,251 ,,,--,2261,0,29 days before,29 days before,46 minutes before,2018.09.11,07-12-2018
"Kwun Tong,Ngau Tau Kok",https://www.28hse.com/en/buy/district-g22,Elly House,https://www.28hse.com/en/buy/estate-5506,606549,For sale,HK$ 4.98M ,,"$14,647",,,2,,340 ,,44,NOS.57-69 HONG NING ROAD,655,0,29 days before,29 days before,2 days before,2018.09.11,07-12-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,AquaMarine,https://www.28hse.com/en/buy/estate-2380,552858,For sale,HK$ 9.00M ,"$13,533","$17,964",1G,,,665 ,501 ,,15,NO.8 SHAM SHING ROAD,600,0,35 days before,35 days before,4 days before,2018.09.05,07-12-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,AquaMarine,https://www.28hse.com/en/buy/estate-2380,589809,For sale,HK$ 8.20M ,"$12,349","$16,599",,,,664 ,494 ,,15,NO.8 SHAM SHING ROAD,560,0,35 days before,35 days before,4 days before,2018.09.05,07-12-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Banyan Garden,https://www.28hse.com/en/buy/estate-2451,603307,For sale,HK$ 8.80M ,"$12,884","$17,323",,,,683 ,508 ,,15,NO.863 LAI CHI KOK ROAD,255,0,33 days before,33 days before,4 days before,2018.09.06,07-12-2018
"Kwun Tong,Ngau Tau Kok",https://www.28hse.com/en/buy/district-g22,Fu Wah Court,https://www.28hse.com/en/buy/estate-2042,606547,For sale,HK$ 5.98M ,,"$12,204",,,2,,490 ,,40,NOS.40-44 HIU KWONG STREET,580,0,29 days before,29 days before,2 days before,2018.09.11,07-12-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Banyan Garden,https://www.28hse.com/en/buy/estate-2451,603309,For sale,HK$ 8.88M ,"$13,097","$18,049",,,,678 ,492 ,,15,NO.863 LAI CHI KOK ROAD,255,0,33 days before,33 days before,4 days before,2018.09.06,07-12-2018
"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Apartment,https://www.28hse.com/en/buy/estate-2554,597319,For sale,HK$ 4.28M ,"$12,588","$17,833",,High level,2,340 ,240 ,,,--,621,0,42 days before,34 days before,2 days before,2018.08.29,07-12-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Peak One,https://www.28hse.com/en/buy/estate-4244,520857,For sale,HK$ 24.60M ,"$14,252","$19,055",,,,"1,726 ","1,291 ",,9,NO. 63 MEI TIN ROAD,741,0,2 months before,36 days before,1 days before,2018.07.23,07-12-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Banyan Garden,https://www.28hse.com/en/buy/estate-2451,603310,For sale,HK$ 8.88M ,"$13,097","$18,049",,,,678 ,492 ,,15,NO.863 LAI CHI KOK ROAD,320,0,33 days before,33 days before,4 days before,2018.09.06,07-12-2018
"Tsim Sha Tsui,Jordan",https://www.28hse.com/en/buy/district-g31,Yee Hing Court,https://www.28hse.com/en/buy/estate-2923,523978,For sale,HK$ 4.40M ,,"$15,493",,Low level,1,,284 ,,33,NO.13 TAK HING STREET,1552,0,2 months before,5 days before,2 hours before,2018.07.29,07-12-2018
"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,City Point,https://www.28hse.com/en/buy/estate-8385,589460,For sale,HK$ 12.50M ,,"$16,491",,,3,,758 ,,3,No.48 Wing Shun Street,220,0,55 days before,55 days before,29 days before,2018.08.16,07-12-2018
"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,City Point,https://www.28hse.com/en/buy/estate-8385,589465,For sale,HK$ 9.60M ,,"$14,502",,,3,,662 ,,3,No.48 Wing Shun Street,235,0,55 days before,55 days before,29 days before,2018.08.16,07-12-2018
"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,The Dynasty,https://www.28hse.com/en/buy/estate-4635,589453,For sale,HK$ 16.38M ,,"$22,500",,High level,4,,728 ,,,NO. 18 YEUNG UK ROAD TSUEN WAN,205,0,55 days before,55 days before,29 days before,2018.08.16,07-12-2018
Sham Tseng,https://www.28hse.com/en/buy/district-g56,The Cafeteria,https://www.28hse.com/en/buy/estate-4523,618074,For sale,HK$ 9.00M ,"$10,804","$15,126",,,2,833 ,595 ,,18,91 CASTLE PEAK ROAD CASTLE PEAK BAY,115,0,12 days before,12 days before,2 days before,2018.09.28,07-12-2018
"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,Waterside Plaza,https://www.28hse.com/en/buy/estate-4604,533329,For sale,HK$ 8.28M ,,"$14,400",,,,,575 ,,27,NO.38 WING SHUN STREET,1327,0,55 days before,55 days before,29 days before,2018.08.16,07-12-2018
Ma On Shan,https://www.28hse.com/en/buy/district-g43,Baycrest,https://www.28hse.com/en/buy/estate-4047,256039,For sale,HK$ 12.68M ,"$10,411","$13,591",,,,"1,218 ",933 ,,16,NO. 8 HANG MING STREET,5738,0,25 days before,12 days before,24 hours before,2018.10.14,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Ho Fat Building,https://www.28hse.com/en/buy/estate-5322,589622,For sale,HK$ 3.90M ,,"$15,000",,High level,1,,260 ,,38,NO.18 SAI YU STREET YUEN LONG,385,0,55 days before,44 days before,8 hours before,2018.08.16,07-12-2018
"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,The Cullinan,https://www.28hse.com/en/buy/estate-5090,606579,For sale,HK$ 48.00M ,,"$69,264",,High level,2,,693 ,,9,NO.1 AUSTIN ROAD WEST,225,0,29 days before,29 days before,2 hours before,2018.09.11,07-12-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,SHATIN NEW TOWN,https://www.28hse.com/en/buy/estate-4082,530307,For sale,HK$ 6.00M ,"$10,657","$13,544",竹林閣,,2,563 ,443 ,,35,NOS.1-15 WANG POK STREET,1865,1,55 days before,53 days before,11 days before,2018.08.16,07-12-2018
"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,City Point,https://www.28hse.com/en/buy/estate-8385,586218,For sale,HK$ 9.45M ,,"$14,318",,,3,,660 ,,3,No.48 Wing Shun Street,470,0,60 days before,60 days before,26 days before,2018.08.11,07-12-2018
"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,Primrose hill,https://www.28hse.com/en/buy/estate-5120,589620,For sale,HK$ 9.50M ,"$11,557","$15,273",,High level,3,822 ,622 ,,7,152-160 KWOK SHUI ROAD,360,0,55 days before,55 days before,6 days before,2018.08.16,07-12-2018
Ma On Shan,https://www.28hse.com/en/buy/district-g43,Monte Vista,https://www.28hse.com/en/buy/estate-4048,571395,For sale,HK$ 7.60M ,"$12,238","$15,702",1D36,High level,2,621 ,484 ,,18,NO. 9 SHA ON STREET,615,0,2 months before,55 days before,9 days before,2018.07.20,07-12-2018
,,,,567882,For sale,HK$ 7.70M ,"$12,623","$16,143",2D32,High level,2,610 ,477 ,,19,--,1435,0,2 months before,55 days before,9 days before,2018.07.15,07-12-2018
"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Apartment,https://www.28hse.com/en/buy/estate-2554,597294,For sale,HK$ 4.28M ,"$10,700","$16,719",,Low level,open style,400 ,256 ,,,--,516,0,42 days before,12 days before,2 days before,2018.08.29,07-12-2018
"Kwai Chung,Kwai Fong",https://www.28hse.com/en/buy/district-g50,The apex,https://www.28hse.com/en/buy/estate-4678,545349,For sale,HK$ 8.00M ,,"$14,134",,,3,,566 ,,11,NO.33 WO YI HOP ROAD,3202,0,61 days before,55 days before,3 days before,2018.08.10,07-12-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Jubilee Garden,https://www.28hse.com/en/buy/estate-4084,589549,For sale,HK$ 6.80M ,"$10,915","$13,655",4座,Mid level,2,623 ,498 ,,33,NOS.2-18 LOK KING STREET,300,0,55 days before,55 days before,12 days before,2018.08.16,07-12-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Village,https://www.28hse.com/en/buy/estate-4477,566359,For sale,HK$ 5.20M ,"$7,428",,,,,700 ,,,,--,4611,1,55 days before,5 days before,2 days before,2018.08.16,07-12-2018
"Tai Po,Tai Wo",https://www.28hse.com/en/buy/district-g45,Providence Peak,https://www.28hse.com/en/buy/estate-7571,589562,For sale,HK$ 28.00M ,"$13,827","$17,677",,High level,4,"2,025 ","1,584 ",,5,NO. 8 FO CHUN ROAD,145,0,55 days before,55 days before,3 days before,2018.08.16,07-12-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Hilton Plaza,https://www.28hse.com/en/buy/estate-4095,589575,For sale,HK$ 5.30M ,"$12,128","$19,343",,,,437 ,274 ,,33,NOS.3-9 SHA TIN CENTRE STREET,415,0,55 days before,55 days before,15 days before,2018.08.16,07-12-2018
"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,Waterside Plaza,https://www.28hse.com/en/buy/estate-4604,589436,For sale,HK$ 6.80M ,"$9,418","$11,930",,Mid level,3,722 ,570 ,,28,NO.38 WING SHUN STREET,650,0,55 days before,55 days before,3 days before,2018.08.16,07-12-2018
"Fan Ling,Sheung Shui",https://www.28hse.com/en/buy/district-g46,Flora Plaza,https://www.28hse.com/en/buy/estate-4171,589445,For sale,HK$ 5.68M ,"$10,384","$14,490",,High level,2,547 ,392 ,,23,88 PAK WO ROAD,275,0,55 days before,55 days before,7 days before,2018.08.16,07-12-2018
"Fan Ling,Sheung Shui",https://www.28hse.com/en/buy/district-g46,Village,https://www.28hse.com/en/buy/estate-4196,577853,For sale,HK$ 5.72M ,"$4,237","$8,171",,Ground Floor,3,"1,350 ",700 ,,,--,880,0,2 months before,47 days before,19 days before,2018.07.30,07-12-2018
,,,,567847,For sale,HK$ 5.38M ,,"$23,391",2-16B5,High level,open style,,230 ,,,--,725,0,2 months before,55 days before,9 days before,2018.07.15,07-12-2018
"Fan Ling,Sheung Shui",https://www.28hse.com/en/buy/district-g46,Yan Shing Court,https://www.28hse.com/en/buy/estate-4177,589451,For sale,HK$ 3.98M ,"$5,606","$7,184",G,,,710 ,554 ,,25,NO.15 WAH MING ROAD,1175,0,55 days before,55 days before,19 days before,2018.08.16,07-12-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Castello,https://www.28hse.com/en/buy/estate-4083,589456,For sale,HK$ 12.80M ,"$12,041","$15,311",,High level,2,"1,063 ",836 ,,19,NO. 69 SIU LEK YUEN ROAD,405,0,55 days before,55 days before,52 days before,2018.08.16,07-12-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Belair Gardens,https://www.28hse.com/en/buy/estate-4088,235132,For sale,HK$ 10.88M ,"$8,739","$11,839",,Low level,3,"1,245 ",919 ,,34,NO.52 TAI CHUNG KIU ROAD,4015,1,55 days before,55 days before,1 days before,2018.08.16,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Meadowlands,https://www.28hse.com/en/buy/estate-4261,589461,For sale,HK$ 7.90M ,,"$10,167",,,3,,777 ,,24,60 TAN KWAI TSUEN ROAD ,580,0,55 days before,55 days before,8 hours before,2018.08.16,07-12-2018
"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,Tsuen King Garden,https://www.28hse.com/en/buy/estate-4574,583491,For sale,HK$ 7.08M ,"$10,427","$12,849",,Low level,3,679 ,551 ,,30,85 TSUEN KING CIRCUIT,415,0,2 months before,2 months before,9 days before,2018.08.07,07-12-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Miami Beach Towers,https://www.28hse.com/en/buy/estate-4413,521471,For sale,HK$ 5.98M ,,"$13,653",,,2,,438 ,,27,NO.268 WU CHUI ROAD,895,0,2 months before,55 days before,6 days before,2018.07.25,07-12-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Kam Fat Building,https://www.28hse.com/en/buy/estate-5654,583113,For sale,HK$ 4.65M ,,"$14,264",,Low level,5 + ,,326 ,,39,NO.9 TSENG CHOI STREET TUEN MUN,355,0,2 months before,43 days before,4 hours before,2018.08.07,07-12-2018
Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,Ying Ming Court,https://www.28hse.com/en/buy/estate-4038,589390,For sale,HK$ 5.38M ,,"$13,416",,,,,401 ,,29,NO.20 PO LAM ROAD NORTH,285,0,55 days before,55 days before,10 days before,2018.08.16,07-12-2018
"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,Tsuen Wan Centre,https://www.28hse.com/en/buy/estate-4571,589394,For sale,HK$ 4.95M ,"$12,192","$15,278",,Mid level,2,406 ,324 ,,38,NO.102 TSUEN KING CIRCUIT,410,0,55 days before,55 days before,1 days before,2018.08.16,07-12-2018
Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,Lohas Park,https://www.28hse.com/en/buy/estate-4064,577448,For sale,HK$ 6.20M ,,"$12,109",,Mid level,,,512 ,,9,NO. 1 LOHAS PARK ROAD,715,0,2 months before,31 days before,5 hours before,2018.07.29,07-12-2018
Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,Well On Garden,https://www.28hse.com/en/buy/estate-4013,577415,For sale,HK$ 5.90M ,,"$14,750",,Mid level,2,,400 ,,24,NO. 9 YUK NGA LANE,665,0,2 months before,40 days before,5 hours before,2018.07.29,07-12-2018
Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,Corinthia by the Sea,https://www.28hse.com/en/buy/estate-8560,577393,For sale,HK$ 8.50M ,,"$18,764",,Low level,1,,453 ,,2,--,476,0,2 months before,55 days before,5 hours before,2018.07.29,07-12-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,SHATIN NEW TOWN,https://www.28hse.com/en/buy/estate-4082,529725,For sale,HK$ 6.00M ,"$13,761","$17,241",,High level,2,436 ,348 ,,34,NOS.1-15 WANG POK STREET,940,0,55 days before,13 days before,12 days before,2018.08.16,07-12-2018
Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,The Beaumount,https://www.28hse.com/en/buy/estate-7556,589399,For sale,HK$ 8.50M ,,"$12,266",5座H,,,,693 ,,2,NO.8 SHEK KOK ROAD,255,0,55 days before,55 days before,10 days before,2018.08.16,07-12-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Pictorial Garden,https://www.28hse.com/en/buy/estate-4085,589472,For sale,HK$ 9.95M ,"$8,940","$13,024",B室,High level,3,"1,113 ",764 ,,25,NOS.19-25 ON KING STREET,220,0,55 days before,55 days before,6 days before,2018.08.16,07-12-2018
"Kwai Chung,Kwai Fong",https://www.28hse.com/en/buy/district-g50,Po Sing Centre,https://www.28hse.com/en/buy/estate-4684,570061,For sale,HK$ 4.67M ,,"$12,901",,,2,,362 ,,33,1-25 TA CHUEN PING STREET,1015,0,2 months before,2 months before,6 days before,2018.07.18,07-12-2018
"Tai Po,Tai Wo",https://www.28hse.com/en/buy/district-g45,Village,https://www.28hse.com/en/buy/estate-4154,589409,For sale,HK$ 6.98M ,"$9,971",,,,,700 ,,,,--,390,0,55 days before,55 days before,5 days before,2018.08.16,07-12-2018
"Sai Kung,Clear Water Bay",https://www.28hse.com/en/buy/district-g41,The Giverny,https://www.28hse.com/en/buy/estate-5666,552206,For sale,HK$ 35.80M ,"$14,401",,,,,"2,486 ",,,13,LOT NO. 1184 IN DD217 SAI KUNG,531,0,55 days before,55 days before,3 hours before,2018.08.16,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Fairview Park,https://www.28hse.com/en/buy/estate-4303,589416,For sale,HK$ 17.80M ,"$11,867","$14,297",錦繡花園 M 段 3街 68號  〈獨立屋〉,,,"1,500 ","1,245 ",,,錦繡花園河北第十街,1060,0,55 days before,55 days before,55 days before,2018.08.16,07-12-2018
"Kwai Chung,Kwai Fong",https://www.28hse.com/en/buy/district-g50,Hutchison Estate,https://www.28hse.com/en/buy/estate-6104,589422,For sale,HK$ 4.28M ,,"$11,146",,,,,384 ,,42,NO.2 LEI MUK ROAD,735,0,55 days before,55 days before,6 days before,2018.08.16,07-12-2018
Tsing Yi,https://www.28hse.com/en/buy/district-g51,Grand Horizon,https://www.28hse.com/en/buy/estate-4653,586943,For sale,HK$ 6.68M ,"$10,932","$14,304",,,,611 ,467 ,,18,NO.11 CHEUNG WAN STREET,427,0,59 days before,59 days before,1 days before,2018.08.12,07-12-2018
"Tai Po,Tai Wo",https://www.28hse.com/en/buy/district-g45,Village,https://www.28hse.com/en/buy/estate-4154,589401,For sale,HK$ 6.80M ,"$9,714",,,,,700 ,,,,--,220,0,55 days before,55 days before,5 days before,2018.08.16,07-12-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Ka Tin Court,https://www.28hse.com/en/buy/estate-4129,589371,,HK$ 5.60M ,"$9,722","$11,940",,Low level,2,576 ,469 ,,30,NO.3 HIN TIN STREET,411,0,55 days before,47 days before,5 hours before,2018.08.16,07-12-2018
,,,,579170,For sale,HK$ 25.00M ,"$11,905",,,,4,"2,100 ",,,,--,2295,0,2 months before,55 days before,2 days before,2018.08.01,07-12-2018
Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,Residence Oasis,https://www.28hse.com/en/buy/estate-4001,569457,For sale,HK$ 11.80M ,"$12,065","$16,343",,Mid level,4,978 ,722 ,,14,NO.15 PUI SHING ROAD,550,0,2 months before,55 days before,3 days before,2018.07.18,07-12-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Scenery Garden,https://www.28hse.com/en/buy/estate-5211,571622,For sale,HK$ 7.50M ,"$10,917","$13,966",B103,Low level,3,687 ,537 ,,33,NOS.21-29 SUI WO ROAD,810,0,2 months before,55 days before,9 days before,2018.07.21,07-12-2018
"Fan Ling,Sheung Shui",https://www.28hse.com/en/buy/district-g46,Wah Ming Est,https://www.28hse.com/en/buy/estate-4184,589278,For sale,HK$ 4.50M ,"$8,964","$11,568",5座中層8室,Mid level,,502 ,389 ,$ 405,,NO.21 WAH MING ROAD,400,0,55 days before,55 days before,54 days before,2018.08.16,07-12-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Peak One,https://www.28hse.com/en/buy/estate-4244,586568,For sale,HK$ 29.98M ,"$17,687","$24,859",,High level,3,"1,695 ","1,206 ",,9,NO. 63 MEI TIN ROAD,270,0,59 days before,59 days before,1 days before,2018.08.12,07-12-2018
Ma On Shan,https://www.28hse.com/en/buy/district-g43,Sunshine City,https://www.28hse.com/en/buy/estate-4040,585730,For sale,HK$ 5.90M ,"$13,140","$17,507",N座中層7室,Mid level,2,449 ,337 ,,22,NO.18 ON SHING STREET,475,0,61 days before,61 days before,1 days before,2018.08.10,07-12-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Festival City,https://www.28hse.com/en/buy/estate-5547,578375,For sale,HK$ 14.40M ,"$13,980","$18,344",,High level,3,"1,030 ",785 ,,8,NO.1 MEI TIN ROAD,367,0,2 months before,2 months before,1 days before,2018.07.31,07-12-2018
"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,The Cairnhill,https://www.28hse.com/en/buy/estate-4577,580198,For sale,HK$ 13.00M ,"$9,572","$12,512",,,3,"1,358 ","1,039 ",,14,108 ROUTE TWISK TSUEN WAN,1485,0,2 months before,22 days before,11 days before,2018.08.02,07-12-2018
Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,La Cite Noble ,https://www.28hse.com/en/buy/estate-4004,587241,For sale,HK$ 6.70M ,,"$17,772",,Low level,2,,377 ,,19,1 NGAN O ROAD,541,0,58 days before,8 days before,1 days before,2018.08.13,07-12-2018
"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,City Point,https://www.28hse.com/en/buy/estate-8385,531085,For sale,HK$ 14.00M ,,"$16,490",,,,,849 ,,3,No.48 Wing Shun Street,536,0,55 days before,55 days before,29 days before,2018.08.16,07-12-2018
Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,Metro City,https://www.28hse.com/en/buy/estate-4000,589236,For sale,HK$ 8.38M ,,"$15,841",,,,,529 ,,18,WAN HANG ROAD,320,0,55 days before,55 days before,1 days before,2018.08.16,07-12-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Scenery Court,https://www.28hse.com/en/buy/estate-4109,589623,For sale,HK$ 7.50M ,"$13,181","$16,340",1座中高層A室,,2,569 ,459 ,,29,NO.1 SHA TIN CENTRE STREET,335,0,55 days before,55 days before,11 days before,2018.08.16,07-12-2018
Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,Residence Oasis,https://www.28hse.com/en/buy/estate-4001,589047,For sale,HK$ 18.00M ,"$18,947",,,High level,4,950 ,,,14,NO.15 PUI SHING ROAD,586,0,56 days before,56 days before,12 days before,2018.08.15,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Yuccie Square,https://www.28hse.com/en/buy/estate-8685,576866,For sale,HK$ 6.60M ,,"$15,421",,High level,2,,428 ,,2,38 On Ning Road,1006,0,2 months before,26 days before,3 days before,2018.07.28,07-12-2018
Tsing Yi,https://www.28hse.com/en/buy/district-g51,Rambler Crest,https://www.28hse.com/en/buy/estate-4652,585170,For sale,HK$ 6.00M ,"$8,784","$12,371",,Mid level,2,683 ,485 ,,,NO.1 TSING YI ROAD,436,0,61 days before,61 days before,13 days before,2018.08.10,07-12-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Godi,https://www.28hse.com/en/buy/estate-6891,307379,For sale,HK$ 59.80M ,,"$25,350",,,,,"2,359 ",,,沙田嶺路8號,5334,0,2 months before,2 months before,1 days before,2018.07.16,07-12-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,City One Shatin,https://www.28hse.com/en/buy/estate-4080,589410,For sale,HK$ 5.30M ,"$13,418","$18,662",44座A室中層,Mid level,2,395 ,284 ,,33,NO.4 TAK LEE STREET,445,0,55 days before,55 days before,6 days before,2018.08.16,07-12-2018
"Kwai Chung,Kwai Fong",https://www.28hse.com/en/buy/district-g50,Kwai Chung Building,https://www.28hse.com/en/buy/estate-5380,589101,For sale,HK$ 4.25M ,,"$10,241",,Mid level,2,,415 ,,44,NOS.18/20 SHEK PUI STREET KWAI CHUNG,909,0,55 days before,1 days before,4 days before,2018.08.15,07-12-2018
Tsing Yi,https://www.28hse.com/en/buy/district-g51,Villa Esplanada,https://www.28hse.com/en/buy/estate-4651,571956,For sale For rent,HK$ 9.50M ,,"$19,038",,High level,2,,499 ,,20,NO.8 NGA YING CHAU STREET TSING YI,1126,0,2 months before,6 days before,2 days before,2018.07.21,07-12-2018
"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,Chelsea Court,https://www.28hse.com/en/buy/estate-4570,589121,For sale,HK$ 9.00M ,,"$16,187",,,,,556 ,,12,NO.100 YEUNG UK ROAD,390,0,55 days before,55 days before,21 days before,2018.08.16,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Pearl House,https://www.28hse.com/en/buy/estate-7952,588521,For sale ,HK$ 4.70M ,,"$8,545",,Low level,3,,550 ,,,1-11 On Lok Road,765,1,56 days before,1 days before,5 days before,2018.08.15,07-12-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Hong Lam Court,https://www.28hse.com/en/buy/estate-4104,575399,For sale,HK$ 5.28M ,"$10,272","$13,167",,High level,2,514 ,401 ,,28,NO.78 SIU LEK YUEN ROAD,415,0,2 months before,56 days before,1 days before,2018.07.26,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Cheung Fat Building,https://www.28hse.com/en/buy/estate-4341,589177,,HK$ 5.45M ,"$10,988","$13,693",,High level,2,496 ,398 ,,32,NO.28 YU KING SQUARE,300,0,55 days before,44 days before,13 days before,2018.08.16,07-12-2018
"Fan Ling,Sheung Shui",https://www.28hse.com/en/buy/district-g46,Village,https://www.28hse.com/en/buy/estate-4196,441623,For sale,HK$ 8.80M ,"$6,286","$6,984",,Ground Floor,3,"1,400 ","1,260 ",,,--,3237,1,55 days before,17 days before,1 days before,2018.08.16,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Park Signature,https://www.28hse.com/en/buy/estate-8155,589199,For sale,HK$ 7.30M ,,"$12,207",,,,,598 ,,4,No.68 Kung Um Road,320,0,55 days before,55 days before,1 days before,2018.08.16,07-12-2018
"Tai Po,Tai Wo",https://www.28hse.com/en/buy/district-g45,Tai Po Tau,https://www.28hse.com/en/buy/estate-5060,589219,For sale,HK$ 4.38M ,"$7,065","$8,111",G/F,Ground Floor,2,620 ,540 ,,18,--,1491,1,55 days before,38 days before,38 days before,2018.08.16,07-12-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Cheung Fung Mansion,https://www.28hse.com/en/buy/estate-6853,589294,For sale,HK$ 5.98M ,"$13,259","$15,492",,,,451 ,386 ,,36,Nos.2-4 Chik Shun Street,446,0,55 days before,55 days before,1 days before,2018.08.16,07-12-2018
Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,Tseung Kwan O Plaza,https://www.28hse.com/en/buy/estate-4002,588310,For sale,HK$ 7.35M ,,"$17,754",,High level,2,,414 ,,15,1 TONG TAK STREET,365,0,57 days before,55 days before,1 days before,2018.08.14,07-12-2018
"Tai Po,Tai Wo",https://www.28hse.com/en/buy/district-g45,The Beverly Hills,https://www.28hse.com/en/buy/estate-4203,589172,For sale,HK$ 28.00M ,"$9,804","$11,915",226,,4,"2,856 ","2,350 ",$ 8500,20,三門仔路,880,0,55 days before,55 days before,47 days before,2018.08.16,07-12-2018
Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,Park Central,https://www.28hse.com/en/buy/estate-4007,588305,For sale,HK$ 7.00M ,,"$18,229",,Mid level,2,,384 ,,14,9 TONG TAK STREET,431,0,57 days before,55 days before,1 days before,2018.08.14,07-12-2018
Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,The Beaumount,https://www.28hse.com/en/buy/estate-7556,589160,,HK$ 9.50M ,,"$12,925",3座H室,Mid level,3,,735 ,,1,NO.8 SHEK KOK ROAD,486,1,55 days before,20 days before,3 days before,2018.08.16,07-12-2018
