Region,Region Link,Estate,Estate Link,ID,Status,Price,Price per feet(built-up),Price per feet(salesable area),Block and unit number,Floor,Room,Gross area(sq feet),Net floor area(sq feet),Management Fee,Property age(year),Address,Views #,Bookmarked #,Ads or renew date,Modified date,User last login,Expire date,Scrape Date
Sham Tseng,https://www.28hse.com/en/buy/district-g56,Sea Crest Villa,https://www.28hse.com/en/buy/estate-4541,607697,For sale,HK$ 5.80M ,"$10,661","$14,078",,,,544 ,412 ,,23,NO.18 CASTLE PEAK ROAD TSING LUNG TAU,860,0,27 days before,27 days before,4 hours before,2018.07.15,07-12-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Village,https://www.28hse.com/en/buy/estate-4477,590760,For sale,HK$ 7.00M ,"$8,974",,,High level,2,780 ,,,20,--,2092,1,22 days before,22 days before,7 days before,2018.07.20,07-12-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Festival City,https://www.28hse.com/en/buy/estate-5547,607716,For sale,HK$ 15.20M ,"$14,757","$19,338",,High level,,"1,030 ",786 ,,8,NO.1 MEI TIN ROAD,325,0,27 days before,19 days before,2 hours before,2018.07.15,07-12-2018
Sham Tseng,https://www.28hse.com/en/buy/district-g56,Hong Kong Gold Coast,https://www.28hse.com/en/buy/estate-4501,607769,For sale,HK$ 6.10M ,"$8,265","$10,590",,,2,738 ,576 ,,23,NO.1 CASTLE PEAK ROAD CASTLE PEAK BAY,751,0,27 days before,27 days before,5 hours before,2018.07.15,07-12-2018
Ma On Shan,https://www.28hse.com/en/buy/district-g43,Kam On Court,https://www.28hse.com/en/buy/estate-4071,607867,For sale,HK$ 6.98M ,"$9,844","$12,599",,,,709 ,554 ,,31,NO.20 HANG KAM STREET,433,0,27 days before,27 days before,1 days before,2018.07.15,07-12-2018
Sham Tseng,https://www.28hse.com/en/buy/district-g56,Palatial Coast,https://www.28hse.com/en/buy/estate-4502,607897,For sale,HK$ 13.50M ,,"$11,129",,,,,"1,213 ",,19,CASTLE PEAK ROAD CASTLE PEAK BAY SIU LAM,446,0,27 days before,5 days before,5 days before,2018.07.15,07-12-2018
Sham Tseng,https://www.28hse.com/en/buy/district-g56,Bellagio,https://www.28hse.com/en/buy/estate-4540,561823,For sale,HK$ 7.00M ,"$10,144","$13,540",,High level,2,690 ,517 ,,15,33 CASTLE PEAK ROAD SHAM TSENG,2220,0,27 days before,8 days before,7 hours before,2018.07.15,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Kingswood Villas,https://www.28hse.com/en/buy/estate-4390,608024,For sale,HK$ 4.98M ,"$8,498","$11,116",,Mid level,2,586 ,448 ,,27,NO.1 TIN WU ROAD,565,1,27 days before,,1 days before,2018.07.15,07-12-2018
"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,City Point,https://www.28hse.com/en/buy/estate-8385,607654,For sale,HK$ 9.28M ,,"$14,061",,,3,,660 ,,2,No.48 Wing Shun Street,716,0,27 days before,21 days before,1 days before,2018.07.15,07-12-2018
Sham Tseng,https://www.28hse.com/en/buy/district-g56,Bellagio,https://www.28hse.com/en/buy/estate-4540,608144,For sale,HK$ 7.00M ,"$10,145","$13,540",,,,690 ,517 ,,15,33 CASTLE PEAK ROAD SHAM TSENG,1226,0,26 days before,6 days before,4 hours before,2018.07.15,07-12-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Village,https://www.28hse.com/en/buy/estate-4477,608318,For sale,HK$ 6.20M ,"$8,857",,,High level,3,700 ,,,,--,993,0,26 days before,26 days before,6 hours before,2018.07.16,07-12-2018
Ma On Shan,https://www.28hse.com/en/buy/district-g43,Sunshine City,https://www.28hse.com/en/buy/estate-4040,608984,For sale,HK$ 6.48M ,"$13,197","$17,851",,Mid level,2,491 ,363 ,,22,NO.18 ON SHING STREET,610,0,25 days before,25 days before,1 days before,2018.07.17,07-12-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Jubilee Garden,https://www.28hse.com/en/buy/estate-4084,611111,For sale,HK$ 7.80M ,"$12,111","$15,415",,High level,2,644 ,506 ,,32,NOS.2-18 LOK KING STREET,585,0,22 days before,22 days before,5 hours before,2018.07.20,07-12-2018
"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,Tsuen Wan Centre,https://www.28hse.com/en/buy/estate-4571,609061,For sale,HK$ 4.35M ,"$8,877","$11,631",二期中層,Mid level,2,490 ,374 ,,38,NO.102 TSUEN KING CIRCUIT,1575,0,25 days before,8 days before,4 days before,2018.07.17,07-12-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Village,https://www.28hse.com/en/buy/estate-4165,609068,For sale,HK$ 6.10M ,"$8,714",,,,,700 ,,,,下禾輋,1476,0,25 days before,25 days before,4 days before,2018.07.17,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Grand YOHO,https://www.28hse.com/en/buy/estate-8901,608053,For sale,HK$ 13.39M ,,"$18,993",,,3,,705 ,,1,9 Long Yat Road,330,0,27 days before,21 days before,1 days before,2018.07.15,07-12-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Marina Garden,https://www.28hse.com/en/buy/estate-4421,606734,For sale,HK$ 5.50M ,,"$11,294",,,,,487 ,,27,NO. 280 WU CHUI ROAD,983,0,28 days before,28 days before,20 hours before,2018.07.14,07-12-2018
"Kwai Chung,Kwai Fong",https://www.28hse.com/en/buy/district-g50,The apex,https://www.28hse.com/en/buy/estate-4678,606799,,HK$ 7.38M ,"$11,131","$16,184",,High level,2,663 ,456 ,,11,NO.33 WO YI HOP ROAD,416,0,28 days before,25 days before,3 hours before,2018.07.14,07-12-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Prime View Garden,https://www.28hse.com/en/buy/estate-4489,606849,For sale,HK$ 5.30M ,,"$10,516",,,,,504 ,,33,NO.2 KING FUNG PATH,817,0,28 days before,28 days before,3 days before,2018.07.14,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,The Spectra,https://www.28hse.com/en/buy/estate-8800,547850,For sale,HK$ 9.88M ,,"$13,741",,,,,719 ,,1,No. 8 Kwong Yip Street,1141,0,27 days before,27 days before,2 days before,2018.07.15,07-12-2018
"Fan Ling,Sheung Shui",https://www.28hse.com/en/buy/district-g46,Village,https://www.28hse.com/en/buy/estate-4196,600699,For sale,HK$ 4.45M ,"$6,357",,,,,700 ,,,,--,1161,0,28 days before,1 days before,1 days before,2018.07.14,07-12-2018
,,,,607072,For sale,HK$ 6.00M ,"$8,571",,,,,700 ,,,,--,225,0,28 days before,,12 days before,2018.07.14,07-12-2018
Ma On Shan,https://www.28hse.com/en/buy/district-g43,Kam Ying Court,https://www.28hse.com/en/buy/estate-4055,607159,For sale,HK$ 5.30M ,"$10,291","$13,217",,High level,2,515 ,401 ,,27,NO.9 KAM YING ROAD,573,0,28 days before,3 hours before,3 hours before,2018.07.14,07-12-2018
Tsing Yi,https://www.28hse.com/en/buy/district-g51,Grand Horizon,https://www.28hse.com/en/buy/estate-4653,607382,For sale,HK$ 6.69M ,,"$18,379",,High level,2,,364 ,,18,NO.11 CHEUNG WAN STREET,722,0,27 days before,10 days before,4 days before,2018.07.14,07-12-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,GreenField Court,https://www.28hse.com/en/buy/estate-4115,607480,For sale,HK$ 8.30M ,"$9,810","$13,112",,High level,3,846 ,633 ,,35,NOS.9-11 SHA TIN WAI ROAD,1034,0,27 days before,18 days before,2 hours before,2018.07.15,07-12-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Festival City,https://www.28hse.com/en/buy/estate-5547,607504,For sale,HK$ 16.80M ,"$15,231","$19,952",,,,"1,103 ",842 ,,8,NO.1 MEI TIN ROAD,337,0,27 days before,27 days before,1 days before,2018.07.15,07-12-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,The Grandville,https://www.28hse.com/en/buy/estate-4123,583555,For sale,HK$ 13.78M ,"$12,216","$15,749",,High level,3,"1,128 ",875 ,,,NO. 2 LOK KWAI PATH,886,0,27 days before,16 days before,5 days before,2018.07.15,07-12-2018
"To Kwa Wan,Kowloon City, Kai Tak",https://www.28hse.com/en/buy/district-g25,NO. 10 South Wall Road,https://www.28hse.com/en/buy/estate-6345,624386,For sale,HK$ 6.20M ,,"$18,788",,,,,330 ,,14,10 SOUTH WALL ROAD,205,0,3 days before,,3 days before,2018.10.07,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Park Yoho,https://www.28hse.com/en/buy/estate-8698,607266,For sale,HK$ 10.93M ,,"$15,139",,,,,722 ,,2,18 Castle Peak Rd Tam Mi,395,0,28 days before,,1 hours before,2018.07.14,07-12-2018
,,,,609124,For sale,HK$ 8.88M ,"$6,831",,,,3,"1,300 ",,,,--,591,0,25 days before,,1 days before,2018.07.17,07-12-2018
"Tai Po,Tai Wo",https://www.28hse.com/en/buy/district-g45,Village,https://www.28hse.com/en/buy/estate-4154,609198,For sale,HK$ 5.38M ,"$7,696",,,,2,699 ,,,,--,2007,0,25 days before,25 days before,11 days before,2018.07.17,07-12-2018
Ma On Shan,https://www.28hse.com/en/buy/district-g43,Double Cove,https://www.28hse.com/en/buy/estate-7508,609960,For sale,HK$ 8.00M ,,"$16,097",,Low level,,,497 ,,5,No.8 Wu Kai Sha Road,435,0,23 days before,,3 days before,2018.07.19,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Domus,https://www.28hse.com/en/buy/estate-8586,598368,For sale,HK$ 4.00M ,,"$16,461",,,,,243 ,,2,"No. 65, 67A, 67B, 69B, 71A, 71B, 73A, 73B, 75A, 75B, 77A, 77B, 79A-79F, 81, 83A-83G, 85A-85D, 87A-87E and 89 Tan Kwai Tsuen Road",2851,1,27 days before,40 days before,2 days before,2018.07.15,07-12-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Century Gateway,https://www.28hse.com/en/buy/estate-7282,547911,For sale,HK$ 9.00M ,,"$13,575",,,,,663 ,,5,No.83 Tuen Mun Heung Sze Wui Road,1416,0,27 days before,27 days before,2 days before,2018.07.15,07-12-2018
Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,The Beaumount,https://www.28hse.com/en/buy/estate-7556,606685,For sale,HK$ 9.20M ,,"$12,267",,High level,4,,750 ,,,NO.8 SHEK KOK ROAD,787,0,28 days before,28 days before,6 days before,2018.07.14,07-12-2018
Ma On Shan,https://www.28hse.com/en/buy/district-g43,Village,https://www.28hse.com/en/buy/estate-6884,606291,For sale,HK$ 6.98M ,"$9,971",,,Ground Floor,2,700 ,,,,馬鞍山村屋,956,0,29 days before,29 days before,11 days before,2018.07.13,07-12-2018
Ma On Shan,https://www.28hse.com/en/buy/district-g43,Bayshore Towers,https://www.28hse.com/en/buy/estate-4042,606311,For sale,HK$ 9.00M ,"$11,349","$15,464",,,,793 ,582 ,,24,NO.608 SAI SHA ROAD,366,0,29 days before,27 days before,1 days before,2018.07.13,07-12-2018
"Tai Po,Tai Wo",https://www.28hse.com/en/buy/district-g45,Village,https://www.28hse.com/en/buy/estate-4154,606283,For sale,HK$ 4.18M ,,"$8,360","G/F, 1/F, 2/F",Low level,2,,500 ,,,--,2000,0,29 days before,4 hours before,2 days before,2018.07.13,07-12-2018
"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,The Dynasty,https://www.28hse.com/en/buy/estate-4635,606481,For sale,HK$ 15.10M ,"$15,534","$20,742",,Mid level,4,972 ,728 ,,,NO. 18 YEUNG UK ROAD TSUEN WAN,480,0,29 days before,29 days before,3 days before,2018.07.13,07-12-2018
Ma On Shan,https://www.28hse.com/en/buy/district-g43,Lake Silver,https://www.28hse.com/en/buy/estate-4076,606505,For sale,HK$ 20.00M ,"$10,678","$13,966",,,,"1,873 ","1,432 ",,9,NO.599 SAI SHA ROAD,326,0,29 days before,29 days before,1 days before,2018.07.13,07-12-2018
"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,Chelsea Court,https://www.28hse.com/en/buy/estate-4570,606506,For sale,HK$ 7.10M ,,"$15,536",,,,,457 ,,12,NO.100 YEUNG UK ROAD,445,0,29 days before,29 days before,4 days before,2018.07.13,07-12-2018
"Kowloon Bay,Ngau Chi Wan",https://www.28hse.com/en/buy/district-g23,Bay View Garden,https://www.28hse.com/en/buy/estate-2063,623847,For sale,HK$ 9.50M ,,"$14,844",3,High level,3,,640 ,,29,NO.2 WING TING ROAD,90,0,3 days before,3 days before,7 days before,2018.10.07,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Kingswood Villas,https://www.28hse.com/en/buy/estate-4390,523704,For sale,HK$ 5.88M ,"$8,235","$10,809",,,,714 ,544 ,,21,NO.1 TIN WU ROAD,2175,1,29 days before,3 days before,2 days before,2018.07.13,07-12-2018
"Yau Tong,Lam Tin",https://www.28hse.com/en/buy/district-g21,Lei On Court,https://www.28hse.com/en/buy/estate-2017,618015,For sale,HK$ 5.38M ,"$7,946","$10,632",,High level,,677 ,506 ,,,NO.11 LEI YUE MUN ROAD,430,0,12 days before,3 days before,3 days before,2018.09.28,07-12-2018
"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Laguna Verde,https://www.28hse.com/en/buy/estate-3050,624337,For sale,HK$ 10.20M ,"$14,010","$18,994",,Low level,2,728 ,537 ,,17,8 LARUNA VERDE AVENUE,100,0,3 days before,3 days before,1 days before,2018.10.07,07-12-2018
"Yau Tong,Lam Tin",https://www.28hse.com/en/buy/district-g21,Hing Tin Estate,https://www.28hse.com/en/buy/estate-5964,618002,For sale,HK$ 3.18M ,"$5,540","$7,178",,High level,,574 ,443 ,,,藍田興田邨,385,0,12 days before,12 days before,3 days before,2018.09.28,07-12-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Hong Fai Building,https://www.28hse.com/en/buy/estate-2500,624349,For sale,HK$ 4.48M ,,"$16,531",,Low level,,,271 ,,34,NOS.2/20 KWONG SHING STREET,140,0,3 days before,,1 hours before,2018.10.07,07-12-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Chak Fung House,https://www.28hse.com/en/buy/estate-6537,624363,For sale,HK$ 6.20M ,,"$11,481",,,,,540 ,,52,440-442 Nathan Road,95,0,3 days before,3 days before,2 hours before,2018.10.07,07-12-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Prosperous Garden,https://www.28hse.com/en/buy/estate-2802,624372,For sale,HK$ 8.48M ,,"$17,741",,Mid level,2,,478 ,,24,NO.3 PUBLIC SQUARE STREET,90,0,3 days before,1 days before,2 hours before,2018.10.07,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,The Woodsville,https://www.28hse.com/en/buy/estate-8113,606733,For sale,HK$ 7.90M ,,"$10,763",,,,,734 ,,4,No.18 Hung Shun Road,685,0,28 days before,28 days before,20 hours before,2018.07.14,07-12-2018
"San Po Kong, Wong Tai Sin",https://www.28hse.com/en/buy/district-g33,Tin Ma Court,https://www.28hse.com/en/buy/estate-2101,624368,For sale,HK$ 5.20M ,"$10,505","$14,365",,,3,495 ,362 ,,32,NO. 55 CHUK YUEN ROAD,80,0,3 days before,3 days before,8 days before,2018.10.07,07-12-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Tak Cheong Court,https://www.28hse.com/en/buy/estate-5343,620693,For sale,HK$ 5.75M ,,"$16,243",,Low level,2,,354 ,,23,NO.19 TAK CHEONG LANE,240,0,8 days before,8 days before,3 days before,2018.10.02,07-12-2018
Sham Tseng,https://www.28hse.com/en/buy/district-g56,Palm Cove,https://www.28hse.com/en/buy/estate-4420,606937,For sale,HK$ 6.50M ,"$8,953","$11,840",,Mid level,2,726 ,549 ,,16,168 CASTLE PEAK RD.,701,0,28 days before,28 days before,5 hours before,2018.07.14,07-12-2018
"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Appartment,https://www.28hse.com/en/buy/estate-3115,621909,For sale,HK$ 5.60M ,,"$16,471",,Mid level,2,,340 ,$ 750,43,--,295,0,6 days before,3 days before,2 days before,2018.10.04,07-12-2018
"Yau Tong,Lam Tin",https://www.28hse.com/en/buy/district-g21,Lei On Court,https://www.28hse.com/en/buy/estate-2017,430854,For sale,HK$ 6.98M ,"$8,041","$10,738",,,,868 ,650 ,,,NO.11 LEI YUE MUN ROAD,2687,0,3 months before,3 days before,3 days before,2018.10.07,07-12-2018
"San Po Kong, Wong Tai Sin",https://www.28hse.com/en/buy/district-g33,Tin Ma Court,https://www.28hse.com/en/buy/estate-2101,624378,For sale,HK$ 4.95M ,"$10,334","$14,103",,,2,479 ,351 ,,32,NO. 55 CHUK YUEN ROAD,125,0,3 days before,3 days before,8 days before,2018.10.07,07-12-2018
"Sham Shui Po,Shek Kip Mei",https://www.28hse.com/en/buy/district-g27,Sevilla Crest,https://www.28hse.com/en/buy/estate-7943,624292,For sale,HK$ 7.98M ,,"$18,558",,Mid level,2,,430 ,,4,No. 280 Sai Yeung Choi Street North,100,0,3 days before,3 days before,2 hours before,2018.10.07,07-12-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,SKYPARK,https://www.28hse.com/en/buy/estate-8587,624294,For sale,HK$ 220.00M ,,"$544,554",,,1,,404 ,,1,"No.17 Nelson Street, Mong Kok",95,0,3 days before,,2 days before,2018.10.07,07-12-2018
"Yau Tong,Lam Tin",https://www.28hse.com/en/buy/district-g21,Ocean One,https://www.28hse.com/en/buy/estate-7572,624298,For sale,HK$ 13.50M ,"$13,235","$17,487",,High level,,"1,020 ",772 ,,5,No.6 Shung Shun Street,50,0,3 days before,,3 days before,2018.10.07,07-12-2018
"Yau Tong,Lam Tin",https://www.28hse.com/en/buy/district-g21,Yau Chui Court,https://www.28hse.com/en/buy/estate-6311,617962,For sale,HK$ 7.18M ,"$8,476","$11,236",,,3,847 ,639 ,,,鯉魚門道,310,0,12 days before,3 days before,3 days before,2018.09.28,07-12-2018
"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Royal Peninsula,https://www.28hse.com/en/buy/estate-3051,624348,For sale,HK$ 8.80M ,"$14,239","$19,048",,,,618 ,462 ,,17,紅荔道8號,150,0,3 days before,3 days before,2 days before,2018.10.07,07-12-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Cheung Wah Court,https://www.28hse.com/en/buy/estate-2497,624311,For sale,HK$ 5.58M ,"$11,093","$15,288",,Mid level,2,503 ,365 ,,26,NO.471 UN CHAU STREET,120,0,3 days before,3 days before,1 days before,2018.10.07,07-12-2018
"Kwun Tong,Ngau Tau Kok",https://www.28hse.com/en/buy/district-g22,Tsui Ping Estate,https://www.28hse.com/en/buy/estate-2094,624246,For sale,HK$ 2.60M ,"$5,556","$7,407",,Mid level,,468 ,351 ,,,翠屏村,250,0,3 days before,,3 days before,2018.10.07,07-12-2018
"Sham Shui Po,Shek Kip Mei",https://www.28hse.com/en/buy/district-g27,Apartment,https://www.28hse.com/en/buy/estate-2392,624376,For sale,HK$ 3.68M ,,"$18,776",,,open style,,196 ,,41,--,195,0,3 days before,3 days before,2 days before,2018.10.07,07-12-2018
"Kowloon Bay,Ngau Chi Wan",https://www.28hse.com/en/buy/district-g23,Amoy Gardens,https://www.28hse.com/en/buy/estate-2081,577107,For sale,HK$ 6.50M ,"$13,541","$18,258",,,2,480 ,356 ,,37,77 NGAU TAU KOK ROAD,781,0,2 months before,3 days before,1 days before,2018.07.29,07-12-2018
"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Laguna Verde,https://www.28hse.com/en/buy/estate-3050,624098,For sale,HK$ 260.00M ,"$187,861","$233,184",悦濤灣,Mid level,4,"1,384 ","1,115 ",,18,8 LARUNA VERDE AVENUE,115,0,3 days before,,20 hours before,2018.10.07,07-12-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Tak Fung Building,https://www.28hse.com/en/buy/estate-7713,624130,For sale,HK$ 5.50M ,"$10,742","$13,924",,Low level,3,512 ,395 ,,42,374-388 Reclamation Street,155,0,3 days before,3 days before,54 minutes before,2018.10.07,07-12-2018
"To Kwa Wan,Kowloon City, Kai Tak",https://www.28hse.com/en/buy/district-g25,Appartment,https://www.28hse.com/en/buy/estate-8966,624176,For sale,HK$ 6.68M ,"$14,004","$16,333",,,,477 ,409 ,,,--,160,0,3 days before,3 days before,8 hours before,2018.10.07,07-12-2018
"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Hunghom Bay Centre,https://www.28hse.com/en/buy/estate-3054,624210,For sale,HK$ 8.38M ,,"$17,605",C座,Mid level,3,,476 ,,39,NO.108 BAKER STREET HUNGHOM,130,0,3 days before,3 days before,2 days before,2018.10.07,07-12-2018
"Kowloon Tong,Ho Man Tin,Yau Yat Tsuen",https://www.28hse.com/en/buy/district-g26,Mantin Heights,https://www.28hse.com/en/buy/estate-8805,624080,For sale,HK$ 16.54M ,,"$29,802",,High level,2,,555 ,,1,28 Sheung Shing Street,100,0,3 days before,3 days before,1 days before,2018.10.07,07-12-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,909 Cheung Sha Wan Rd.,https://www.28hse.com/en/buy/estate-20750,624215,For sale,HK$ 53.00M ,,"$441,667",A,Low level,open style,,120 ,,,909 Cheung Sha Wan Rd.,95,0,3 days before,3 days before,1 hours before,2018.10.07,07-12-2018
"Yau Tong,Lam Tin",https://www.28hse.com/en/buy/district-g21,Lei On Court,https://www.28hse.com/en/buy/estate-2017,349016,For sale,HK$ 6.58M ,"$10,061","$13,004",,,,654 ,506 ,,,NO.11 LEI YUE MUN ROAD,2067,0,2 months before,3 days before,3 days before,2018.07.31,07-12-2018
"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Royal Peninsula,https://www.28hse.com/en/buy/estate-3051,624121,For sale,HK$ 8.38M ,"$13,559","$18,060",,,,618 ,464 ,,17,紅荔道8號,125,0,3 days before,3 days before,2 days before,2018.10.07,07-12-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Pictorial Garden,https://www.28hse.com/en/buy/estate-4085,621404,For sale,HK$ 9.88M ,"$8,966","$12,428",,,,"1,102 ",795 ,,25,NOS.19-25 ON KING STREET,180,0,5 months before,6 days before,,2018.08.04,07-12-2018
"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Florient Rise,https://www.28hse.com/en/buy/estate-5007,623940,For sale,HK$ 13.30M ,,"$22,658",,High level,3,,587 ,,9,NO.38 CHERRY STREET,75,0,3 days before,,3 days before,2018.10.07,07-12-2018
"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Whampoa Garden,https://www.28hse.com/en/buy/estate-3060,623942,For sale,HK$ 8.20M ,"$14,695","$17,787",,Low level,2,558 ,461 ,$ 1200,27,必嘉街121號,160,0,3 days before,3 days before,2 days before,2018.10.07,07-12-2018
"Yau Tong,Lam Tin",https://www.28hse.com/en/buy/district-g21,Hong Ying Court,https://www.28hse.com/en/buy/estate-5186,519353,For sale,HK$ 6.05M ,"$9,409","$12,372",,Low level,3,643 ,489 ,,27,NO.225 PIK WAN ROAD,405,0,3 days before,3 days before,8 days before,2018.10.07,07-12-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Mei Foo Sun Chuen,https://www.28hse.com/en/buy/estate-2520,623042,For sale,HK$ 9.95M ,"$11,268","$15,030",,High level,2,883 ,662 ,,50,BROADWAY,241,0,4 days before,4 days before,1 days before,2018.10.06,07-12-2018
"To Kwa Wan,Kowloon City, Kai Tak",https://www.28hse.com/en/buy/district-g25,VIVA,https://www.28hse.com/en/buy/estate-8602,619584,For sale,HK$ 6.28M ,,"$18,973",,Low level,1,,331 ,,1,No 77-87 Ma Tau Wai Road(Odd num),260,0,9 days before,3 days before,2 days before,2018.10.01,07-12-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Mei Foo Sun Chuen,https://www.28hse.com/en/buy/estate-2520,623961,For sale,HK$ 14.30M ,"$11,673","$15,560",,Low level,3,"1,225 ",919 ,,50,BROADWAY,95,0,3 days before,3 days before,1 days before,2018.10.07,07-12-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Mei Foo Sun Chuen,https://www.28hse.com/en/buy/estate-2520,623948,For sale,HK$ 10.40M ,"$10,833","$14,566",,Mid level,3,960 ,714 ,,50,BROADWAY,115,0,3 days before,3 days before,1 days before,2018.10.07,07-12-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Portland Building,https://www.28hse.com/en/buy/estate-2757,623965,For sale,HK$ 4.53M ,,"$18,642",,High level,2,,243 ,,32,NOS.344-352 PORTLAND STREET,80,0,3 days before,1 days before,12 minutes before,2018.10.07,07-12-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Yue Tin Court,https://www.28hse.com/en/buy/estate-4092,626772,For sale,HK$ 6.30M ,"$11,072","$13,519",,Mid level,2,569 ,466 ,,35,NO.17 NGAN SHING STREET,5,0,53 minutes before,14 minutes before,5 hours before,2018.10.10,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Vianni Cove,https://www.28hse.com/en/buy/estate-4370,626775,For sale,HK$ 6.80M ,,"$9,956",,,,,683 ,,14,NO.33 TIN KWAI ROAD,10,0,48 minutes before,,51 minutes before,2018.10.10,07-12-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Sunshine Grove,https://www.28hse.com/en/buy/estate-4101,626778,For sale,HK$ 7.60M ,"$12,218","$15,933",,Mid level,2,622 ,477 ,,20,NO.6 TAK YI STREET,0,0,43 minutes before,43 minutes before,5 hours before,2018.10.10,07-12-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Chiu Tak Mansion,https://www.28hse.com/en/buy/estate-6085,624263,For sale,HK$ 4.48M ,,"$13,956",,Low level,1,,321 ,,37,373-379 Castle Peak,130,0,3 days before,3 days before,1 hours before,2018.10.07,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,La Grove,https://www.28hse.com/en/buy/estate-4400,626781,For sale,HK$ 9.08M ,"$8,566","$11,155",5座中層G室,Mid level,3,"1,060 ",814 ,,9,NO. 83 SHAP PAT HEUNG ROAD,0,0,36 minutes before,,6 hours before,2018.10.10,07-12-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Carado Garden,https://www.28hse.com/en/buy/estate-4096,626782,For sale,HK$ 6.60M ,"$12,065","$13,693",,High level,2,547 ,482 ,,29,NOS.20-30 TIN SAM STREET,0,0,36 minutes before,25 minutes before,5 hours before,2018.10.10,07-12-2018
