Region,Region Link,Estate,Estate Link,ID,Status,Price,Price per feet(built-up),Price per feet(salesable area),Block and unit number,Floor,Room,Gross area(sq feet),Net floor area(sq feet),Management Fee,Property age(year),Address,Views #,Bookmarked #,Ads or renew date,Modified date,User last login,Expire date,Scrape Date
Ma On Shan,https://www.28hse.com/en/buy/district-g43,KAM TAI COURT,https://www.28hse.com/en/buy/estate-4066,580322,For sale,HK$ 6.20M ,"$7,488","$9,538",,,,828 ,650 ,,17,,2665,0,28 days before,20 days before,6 days before,2018.10.06,07-07-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Greenland Garden,https://www.28hse.com/en/buy/estate-4431,576878,For sale,HK$ 4.30M ,"$10,000","$13,030",,,2,430 ,330 ,,29,,345,0,2 months before,2 months before,8 days before,2018.07.28,07-07-2018
Tsing Yi,https://www.28hse.com/en/buy/district-g51,Greenfield Garden,https://www.28hse.com/en/buy/estate-4656,608069,For sale,HK$ 7.08M ,,"$14,968",11E,Mid level,,,473 ,,28,,320,0,21 days before,19 days before,18 days before,2018.09.13,07-07-2018
Ma On Shan,https://www.28hse.com/en/buy/district-g43,Sunshine City,https://www.28hse.com/en/buy/estate-4040,256043,For sale,HK$ 6.00M ,"$12,346","$13,015",,,,486 ,461 ,,20,,14119,1,28 days before,20 days before,6 days before,2018.10.06,07-07-2018
Tsing Yi,https://www.28hse.com/en/buy/district-g51,Mayfair Gardens,https://www.28hse.com/en/buy/estate-4655,609008,For sale,HK$ 5.15M ,"$12,033","$15,653",9座中層D室,,,428 ,329 ,,36,,195,0,20 days before,12 days before,6 days before,2018.09.15,07-07-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,The Reach,https://www.28hse.com/en/buy/estate-7742,608787,For sale,HK$ 6.18M ,"$10,957","$14,679",,Low level,2,564 ,421 ,,5,,660,0,20 days before,6 hours before,10 days before,2018.09.14,07-07-2018
Ma On Shan,https://www.28hse.com/en/buy/district-g43,Vista Paradiso,https://www.28hse.com/en/buy/estate-4041,310451,For sale,HK$ 13.00M ,"$10,228","$12,683",,,4,"1,271 ","1,025 ",,18,,5146,0,28 days before,20 days before,6 days before,2018.10.06,07-07-2018
Ma On Shan,https://www.28hse.com/en/buy/district-g43,Monte Vista,https://www.28hse.com/en/buy/estate-4048,463629,For sale,HK$ 8.75M ,"$8,341","$10,723",,,,"1,049 ",816 ,,16,,2021,0,28 days before,20 days before,6 days before,2018.10.06,07-07-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Beneville,https://www.28hse.com/en/buy/estate-4410,557068,For sale,HK$ 5.08M ,,"$12,009",,,,,423 ,,14,,635,0,38 days before,38 days before,2 days before,2018.08.27,07-07-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Hong Lai Garden,https://www.28hse.com/en/buy/estate-4473,608768,For sale,HK$ 5.20M ,,"$10,994",,,,,473 ,,29,,180,0,20 days before,20 days before,2 days before,2018.09.14,07-07-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Kam Fai Garden,https://www.28hse.com/en/buy/estate-4434,608690,For sale,HK$ 5.30M ,"$8,281","$9,870",,,,640 ,537 ,,31,,175,0,20 days before,20 days before,8 days before,2018.09.14,07-07-2018
Ma On Shan,https://www.28hse.com/en/buy/district-g43,KAM TAI COURT,https://www.28hse.com/en/buy/estate-4066,512295,For sale,HK$ 5.20M ,"$7,202","$10,058",,,,722 ,517 ,,16,,2352,0,28 days before,20 days before,6 days before,2018.10.06,07-07-2018
Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,The Wings,https://www.28hse.com/en/buy/estate-6558,535979,For sale,HK$ 9.80M ,"$14,141","$18,284",tower 6 flat E 28/f,Mid level,2,693 ,536 ,,6,,710,0,20 days before,13 days before,5 days before,2018.09.14,07-07-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,SHATIN NEW TOWN,https://www.28hse.com/en/buy/estate-4082,608697,For sale,HK$ 6.48M ,"$11,448","$14,628",,High level,2,566 ,443 ,,35,,275,0,20 days before,20 days before,2 days before,2018.09.14,07-07-2018
,,,,608808,For sale,HK$ 7.08M ,"$10,114","$10,114",大埔俊亨豪苑 三樓連天台出售708萬,High level,2,700 ,700 ,$ 900,19,,901,0,20 days before,18 days before,3 days before,2018.09.15,07-07-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Royal Ascot,https://www.28hse.com/en/buy/estate-4128,608703,For sale,HK$ 10.50M ,"$14,685","$17,677",,High level,,715 ,594 ,,22,,315,0,20 days before,5 days before,1 days before,2018.09.14,07-07-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Festival City,https://www.28hse.com/en/buy/estate-5547,608718,For sale,HK$ 16.00M ,"$15,534","$20,382",,,,"1,030 ",785 ,,8,,165,0,20 days before,20 days before,6 days before,2018.09.14,07-07-2018
Ma On Shan,https://www.28hse.com/en/buy/district-g43,Vista Paradiso,https://www.28hse.com/en/buy/estate-4041,589928,For sale,HK$ 12.48M ,"$13,391","$16,530",,,,932 ,755 ,,18,,465,0,28 days before,20 days before,6 days before,2018.10.06,07-07-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,The Seacrest,https://www.28hse.com/en/buy/estate-4427,608725,For sale,HK$ 6.80M ,"$10,862","$15,668",,,,626 ,434 ,,17,,925,0,20 days before,20 days before,4 days before,2018.09.14,07-07-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Tin Shing Court,https://www.28hse.com/en/buy/estate-4371,608751,For sale,HK$ 5.20M ,"$6,280","$8,000",,,3,828 ,650 ,,18,,555,0,20 days before,,4 hours before,2018.09.14,07-07-2018
Ma On Shan,https://www.28hse.com/en/buy/district-g43,Saddle Ridge Garden,https://www.28hse.com/en/buy/estate-4052,530734,For sale,HK$ 4.40M ,"$8,765","$10,209",,,,502 ,431 ,,23,,2715,1,28 days before,20 days before,6 days before,2018.10.02,07-07-2018
,,,,608660,For sale,HK$ 20.00M ,,"$12,962",,,4,,"1,543 ",,,,281,0,20 days before,,16 days before,2018.09.14,07-07-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Garden Rivera,https://www.28hse.com/en/buy/estate-4107,608661,For sale,HK$ 4.77M ,"$12,389","$17,732",,Mid level,2,385 ,269 ,,34,,357,0,20 days before,20 days before,2 days before,2018.09.14,07-07-2018
Sham Tseng,https://www.28hse.com/en/buy/district-g56,Palm Cove,https://www.28hse.com/en/buy/estate-4420,606894,For sale,HK$ 6.50M ,"$8,953","$11,840",,,,726 ,549 ,,16,,305,0,23 days before,20 days before,2 days before,2018.09.12,07-07-2018
Ma On Shan,https://www.28hse.com/en/buy/district-g43,Vista Paradiso,https://www.28hse.com/en/buy/estate-4041,575768,For sale,HK$ 11.90M ,"$9,363","$11,610",,,4,"1,271 ","1,025 ",,18,,650,0,28 days before,20 days before,6 days before,2018.10.06,07-07-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Yoho Midtown,https://www.28hse.com/en/buy/estate-5542,608666,For sale,HK$ 10.80M ,"$13,450","$17,561",,,,803 ,615 ,,,,100,0,20 days before,,5 days before,2018.09.14,07-07-2018
"Sai Kung,Clear Water Bay",https://www.28hse.com/en/buy/district-g41,Symphony Bay,https://www.28hse.com/en/buy/estate-4025,570869,For sale,HK$ 14.00M ,"$9,811","$12,291",,,,"1,427 ","1,139 ",,18,,1001,0,28 days before,20 days before,6 days before,2018.10.06,07-07-2018
"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,Belvedere Garden,https://www.28hse.com/en/buy/estate-4581,608685,For sale,HK$ 7.70M ,"$9,277","$11,957",高層,,,830 ,644 ,,,,350,0,20 days before,20 days before,2 hours before,2018.09.14,07-07-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Ho Shun Tai Building,https://www.28hse.com/en/buy/estate-4297,608676,For sale,HK$ 3.99M ,"$11,770","$15,960",,,2,339 ,250 ,,30,,490,0,20 days before,20 days before,40 minutes before,2018.09.14,07-07-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Park Yoho,https://www.28hse.com/en/buy/estate-8698,605845,For sale,HK$ 8.00M ,,"$11,429",,,,,700 ,,2,,475,0,25 days before,20 days before,5 hours before,2018.09.10,07-07-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Yoho Town,https://www.28hse.com/en/buy/estate-4250,608679,For sale,HK$ 6.45M ,,"$16,412",,,,,393 ,,14,,125,0,20 days before,,5 days before,2018.09.14,07-07-2018
"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,The Dynasty,https://www.28hse.com/en/buy/estate-4635,522164,For sale,HK$ 20.50M ,,"$20,541",2,High level,4,,998 ,,,,546,0,20 days before,6 days before,17 hours before,2018.09.14,07-07-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Park Yoho,https://www.28hse.com/en/buy/estate-8698,367905,For sale,HK$ 8.78M ,,"$16,259",,Mid level,2,,540 ,,1,,1813,0,20 days before,20 days before,17 hours before,2018.09.14,07-07-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Hong Lam Court,https://www.28hse.com/en/buy/estate-4104,608665,For sale,HK$ 5.38M ,"$6,513","$8,354",,,,826 ,644 ,,28,,300,0,20 days before,20 days before,2 days before,2018.09.14,07-07-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Affluence Garden,https://www.28hse.com/en/buy/estate-4440,567215,For sale,HK$ 4.45M ,,"$10,045",,,,,443 ,,29,,1500,0,41 days before,39 days before,2 days before,2018.09.24,07-07-2018
"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,Tsuen Wan Centre,https://www.28hse.com/en/buy/estate-4571,573525,For sale,HK$ 4.58M ,"$11,337","$13,921",,,,404 ,329 ,,38,,370,0,2 months before,21 days before,4 days before,2018.07.24,07-07-2018
"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,The Cliveden,https://www.28hse.com/en/buy/estate-4585,576523,For sale,HK$ 9.70M ,"$9,168","$12,549",,,,"1,058 ",773 ,,,,770,0,2 months before,21 days before,4 days before,2018.07.28,07-07-2018
"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,Fairview garden,https://www.28hse.com/en/buy/estate-4589,576551,For sale,HK$ 7.00M ,"$10,802","$13,861",,,,648 ,505 ,,,,415,0,2 months before,21 days before,4 days before,2018.07.28,07-07-2018
Sham Tseng,https://www.28hse.com/en/buy/district-g56,Hong Kong Gold Coast,https://www.28hse.com/en/buy/estate-4501,373220,For sale,HK$ 5.60M ,"$7,588","$9,722",,,2,738 ,576 ,,,,2349,0,44 days before,20 days before,1 days before,2018.08.21,07-07-2018
"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,Fairview garden,https://www.28hse.com/en/buy/estate-4589,576543,For sale,HK$ 7.50M ,"$11,848","$15,337",,,,633 ,489 ,,,,250,0,2 months before,21 days before,4 days before,2018.07.28,07-07-2018
Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,Verbena Heights,https://www.28hse.com/en/buy/estate-4019,608624,For sale,HK$ 7.62M ,,"$14,514",4座低層E室,Low level,3,,525 ,$ 780,21,,275,0,21 days before,6 hours before,6 hours before,2018.09.14,07-07-2018
Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,Beverly Garden,https://www.28hse.com/en/buy/estate-4022,602383,For sale,HK$ 7.88M ,"$11,387","$13,311",,,3,692 ,592 ,,20,,475,0,30 days before,28 days before,3 days before,2018.09.05,07-07-2018
Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,Ying Ming Court,https://www.28hse.com/en/buy/estate-4038,608675,For sale,HK$ 6.60M ,"$9,295","$11,913",,,,710 ,554 ,,29,,255,0,20 days before,6 hours before,6 hours before,2018.09.14,07-07-2018
"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,Chelsea Court,https://www.28hse.com/en/buy/estate-4570,596957,For sale,HK$ 7.20M ,"$11,163","$15,352",,,,645 ,469 ,,12,,440,0,37 days before,21 days before,4 days before,2018.08.29,07-07-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Riva,https://www.28hse.com/en/buy/estate-7707,608636,For sale,HK$ 23.88M ,"$12,582","$16,936",,,,"1,898 ","1,410 ",,5,,245,0,21 days before,,20 days before,2018.09.14,07-07-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,One Regent Place,https://www.28hse.com/en/buy/estate-6310,608504,For sale,HK$ 7.45M ,"$9,430","$12,355",,,3,790 ,603 ,,,,265,0,21 days before,19 days before,14 days before,2018.09.14,07-07-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Ka Tin Court,https://www.28hse.com/en/buy/estate-4129,604419,For sale,HK$ 6.00M ,"$9,917","$12,170",,,,605 ,493 ,,30,,485,0,26 days before,20 days before,4 hours before,2018.09.08,07-07-2018
Sham Tseng,https://www.28hse.com/en/buy/district-g56,Avignon,https://www.28hse.com/en/buy/estate-6011,552645,For sale For rent,HK$ 19.80M ,"$11,412","$14,265",,High level,5 + ,"1,735 ","1,388 ",,7,,1421,0,48 days before,20 days before,56 minutes before,2018.08.17,07-07-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Festival City,https://www.28hse.com/en/buy/estate-5547,608619,For sale,HK$ 12.78M ,"$14,168","$18,794",,,,902 ,680 ,,8,,115,0,21 days before,21 days before,4 days before,2018.09.14,07-07-2018
Sham Tseng,https://www.28hse.com/en/buy/district-g56,Avignon,https://www.28hse.com/en/buy/estate-6011,607300,For sale,HK$ 12.99M ,"$7,797","$10,109",,,,"1,666 ","1,285 ",,7,,120,0,22 days before,22 days before,8 hours before,2018.09.12,07-07-2018
Sham Tseng,https://www.28hse.com/en/buy/district-g56,Hong Kong Gold Coast,https://www.28hse.com/en/buy/estate-4501,607712,For sale,HK$ 5.70M ,"$7,723","$9,896",,,,738 ,576 ,,23,,180,0,22 days before,22 days before,8 hours before,2018.09.13,07-07-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Waldorf Garden,https://www.28hse.com/en/buy/estate-4485,608530,For sale,HK$ 5.50M ,"$10,956","$13,614",,,,502 ,404 ,,36,,75,0,21 days before,,7 days before,2018.09.14,07-07-2018
Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,Po Lam Estate,https://www.28hse.com/en/buy/estate-5159,602374,For sale,HK$ 2.30M ,,"$6,647",,Mid level,,,346 ,,30,,798,0,30 days before,30 days before,3 days before,2018.09.05,07-07-2018
"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,Tsuen Wan Centre,https://www.28hse.com/en/buy/estate-4571,602024,For sale,HK$ 4.70M ,"$11,380","$14,506",,,,413 ,324 ,,38,,275,0,30 days before,21 days before,4 days before,2018.09.05,07-07-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Lucky Mansion,https://www.28hse.com/en/buy/estate-5882,608548,For sale,HK$ 4.38M ,,"$13,905",,Mid level,2,,315 ,,,,220,0,21 days before,21 days before,8 days before,2018.09.14,07-07-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Siu On Court,https://www.28hse.com/en/buy/estate-4443,608585,For sale,HK$ 5.10M ,"$7,589","$9,059",,,,672 ,563 ,,36,,160,0,21 days before,,7 days before,2018.09.14,07-07-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Trend Plaza,https://www.28hse.com/en/buy/estate-4458,608590,For sale,HK$ 6.80M ,"$11,584","$13,963",,,,587 ,487 ,,30,,105,0,21 days before,,7 days before,2018.09.14,07-07-2018
,,,,608602,For sale,HK$ 10.68M ,"$8,900",,,,,"1,200 ",,,,,285,0,21 days before,,5 days before,2018.09.14,07-07-2018
"Sai Kung,Clear Water Bay",https://www.28hse.com/en/buy/district-g41,Mount Pavilia,https://www.28hse.com/en/buy/estate-8779,605872,For sale,HK$ 29.80M ,,"$17,427",,,5 + ,,"1,710 ",,2,,345,0,24 days before,21 days before,5 hours before,2018.09.10,07-07-2018
"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,Tsuen Wan Centre,https://www.28hse.com/en/buy/estate-4571,608605,For sale,HK$ 5.85M ,,"$16,525",,,,,354 ,,38,,180,0,21 days before,15 days before,4 days before,2018.09.14,07-07-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Yue Tin Court,https://www.28hse.com/en/buy/estate-4092,608508,For sale,HK$ 6.08M ,"$11,075","$13,541",,,,549 ,449 ,,35,,120,0,21 days before,,22 hours before,2018.09.14,07-07-2018
,,,,608650,For sale,HK$ 8.50M ,"$6,071","$6,071",大埔元嶺村上覆式,,4,"1,400 ","1,400 ",,,,370,0,21 days before,,3 days before,2018.09.14,07-07-2018
Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,Ying Ming Court,https://www.28hse.com/en/buy/estate-4038,608659,For sale,HK$ 6.80M ,"$9,577","$12,274",,,,710 ,554 ,,29,,125,0,20 days before,20 days before,6 hours before,2018.09.14,07-07-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Shatin Centre,https://www.28hse.com/en/buy/estate-4086,608683,For sale,HK$ 5.78M ,"$14,271","$18,645",,Low level,2,405 ,310 ,,37,,231,0,20 days before,20 days before,2 days before,2018.09.14,07-07-2018
"Kwai Chung,Kwai Fong",https://www.28hse.com/en/buy/district-g50,Po Sing Centre,https://www.28hse.com/en/buy/estate-4684,608684,For sale,HK$ 4.30M ,"$11,406","$15,088",,Low level,2,377 ,285 ,,33,,325,0,20 days before,,7 minutes before,2018.09.14,07-07-2018
,,,,608734,For sale For rent,HK$ 8.80M ,,"$7,097",1/F 2/F連天台,High level,3,,"1,240 ",,3,,685,0,20 days before,2 days before,5 days before,2018.09.14,07-07-2018
,,,,608737,For sale,HK$ 15.00M ,"$7,143","$7,692",1幢三層每層獨立,,5 + ,"2,100 ","1,950 ",,1,,351,0,20 days before,5 days before,5 days before,2018.09.14,07-07-2018
Ma On Shan,https://www.28hse.com/en/buy/district-g43,Kam Ying Court,https://www.28hse.com/en/buy/estate-4055,608746,For sale,HK$ 4.78M ,"$9,282","$11,920",,,,515 ,401 ,,25,,220,0,20 days before,6 days before,6 days before,2018.09.14,07-07-2018
Ma On Shan,https://www.28hse.com/en/buy/district-g43,Ocean View,https://www.28hse.com/en/buy/estate-4045,530737,For sale,HK$ 9.90M ,"$10,761","$14,410",,,,920 ,687 ,,13,,2012,0,28 days before,20 days before,6 days before,2018.10.06,07-07-2018
"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,Tsuen Wan Centre,https://www.28hse.com/en/buy/estate-4571,573524,For sale,HK$ 4.90M ,"$10,187","$12,997",,,,481 ,377 ,,38,,385,0,2 months before,21 days before,4 days before,2018.07.24,07-07-2018
Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,The Beaumount,https://www.28hse.com/en/buy/estate-7556,554851,For sale,HK$ 7.28M ,,"$14,275",,High level,2,,510 ,,2,,1125,0,21 days before,21 days before,7 days before,2018.09.14,07-07-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Kam Fai Garden,https://www.28hse.com/en/buy/estate-4434,608752,For sale,HK$ 5.18M ,"$7,496","$9,040",,,,691 ,573 ,,31,,255,0,20 days before,,16 days before,2018.09.14,07-07-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,One Regent Place,https://www.28hse.com/en/buy/estate-6310,606477,For sale,HK$ 7.50M ,"$9,494","$12,438",,,3,790 ,603 ,,,,345,0,24 days before,18 days before,1 days before,2018.09.11,07-07-2018
Sham Tseng,https://www.28hse.com/en/buy/district-g56,Tsing Yung Terrace,https://www.28hse.com/en/buy/estate-4506,562210,For sale,HK$ 7.20M ,"$7,578","$10,070",,,3,950 ,715 ,,28,,765,0,48 days before,48 days before,56 minutes before,2018.08.18,07-07-2018
Ma On Shan,https://www.28hse.com/en/buy/district-g43,Double Cove,https://www.28hse.com/en/buy/estate-7508,512296,For sale,HK$ 12.70M ,"$12,049","$15,698",,,3,"1,054 ",809 ,,4,,1735,0,28 days before,20 days before,6 days before,2018.10.06,07-07-2018
Sham Tseng,https://www.28hse.com/en/buy/district-g56,Seaview Garden,https://www.28hse.com/en/buy/estate-4504,543904,For sale,HK$ 7.50M ,"$6,555","$9,113",,,,"1,144 ",823 ,,1987,,1510,0,47 days before,15 days before,2 days before,2018.09.18,07-07-2018
Sham Tseng,https://www.28hse.com/en/buy/district-g56,Dragon Inn Court,https://www.28hse.com/en/buy/estate-4511,585988,For sale,HK$ 10.50M ,"$8,656","$10,825",A,High level,3,"1,213 ",970 ,,27,,1070,0,24 days before,23 days before,2 days before,2018.10.11,07-07-2018
"Sai Kung,Clear Water Bay",https://www.28hse.com/en/buy/district-g41,Village,https://www.28hse.com/en/buy/estate-4029,608446,For sale,HK$ 14.80M ,"$7,047","$7,419",,,,"2,100 ","1,995 ",,,,370,0,21 days before,7 days before,7 days before,2018.09.14,07-07-2018
Sham Tseng,https://www.28hse.com/en/buy/district-g56,Castle Peak Villas,https://www.28hse.com/en/buy/estate-4509,605101,For sale,HK$ 12.80M ,"$8,388","$9,398",,Mid level,3,"1,526 ","1,362 ",,43,,245,0,26 days before,21 days before,2 days before,2018.09.09,07-07-2018
Sham Tseng,https://www.28hse.com/en/buy/district-g56,Anglers' Bay,https://www.28hse.com/en/buy/estate-4547,603665,For sale,HK$ 23.00M ,"$14,180","$20,017",,,,"1,622 ","1,149 ",,14,,345,0,28 days before,28 days before,2 days before,2018.09.07,07-07-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Yoho Midtown,https://www.28hse.com/en/buy/estate-5542,608688,For sale,HK$ 13.88M ,"$12,038","$15,457",,,,"1,153 ",898 ,,,,185,0,20 days before,,5 days before,2018.09.14,07-07-2018
Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,Metro City,https://www.28hse.com/en/buy/estate-4000,608477,For sale,HK$ 6.78M ,"$13,140","$18,678",,Low level,2,516 ,363 ,,18,,320,0,21 days before,21 days before,1 days before,2018.09.14,07-07-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Dragons Range,https://www.28hse.com/en/buy/estate-8527,608478,For sale,HK$ 11.00M ,,"$16,591",,,,,663 ,,2,,156,0,21 days before,21 days before,7 days before,2018.09.14,07-07-2018
Ma On Shan,https://www.28hse.com/en/buy/district-g43,Oceanaire,https://www.28hse.com/en/buy/estate-5809,608680,For sale,HK$ 13.70M ,"$10,812","$14,241",1A座B室,Low level,4,"1,267 ",962 ,,,,90,0,20 days before,20 days before,13 days before,2018.09.14,07-07-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Pierhead Garden,https://www.28hse.com/en/buy/estate-4429,608417,For sale,HK$ 5.70M ,"$9,076","$10,940",,,,628 ,521 ,,30,,305,0,21 days before,,5 days before,2018.09.14,07-07-2018
Ma On Shan,https://www.28hse.com/en/buy/district-g43,Kam Fung Court,https://www.28hse.com/en/buy/estate-4054,386819,For sale,HK$ 5.45M ,"$6,110","$8,437",,,,892 ,646 ,,19,,5367,0,28 days before,20 days before,6 days before,2018.10.06,07-07-2018
Sham Tseng,https://www.28hse.com/en/buy/district-g56,Dragon Inn Court,https://www.28hse.com/en/buy/estate-4511,595654,For sale,HK$ 10.50M ,"$8,656","$10,825",,High level,4,"1,213 ",970 ,,,,430,0,40 days before,39 days before,56 minutes before,2018.08.26,07-07-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Sunshine Grove,https://www.28hse.com/en/buy/estate-4101,608419,For sale,HK$ 7.80M ,"$12,601","$16,596",,,,619 ,470 ,,20,,265,0,21 days before,,7 days before,2018.09.14,07-07-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Village,https://www.28hse.com/en/buy/estate-4477,590106,For sale,HK$ 3.20M ,"$10,667",,,Mid level,1,300 ,,,,,575,0,49 days before,7 days before,1 hours before,2018.08.17,07-07-2018
"Sai Kung,Clear Water Bay",https://www.28hse.com/en/buy/district-g41,Villa Royale,https://www.28hse.com/en/buy/estate-6977,608424,For sale,HK$ 16.00M ,"$7,988","$12,261",,,3,"2,003 ","1,305 ",,15,,326,0,21 days before,,6 hours before,2018.09.14,07-07-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Noble Place,https://www.28hse.com/en/buy/estate-4460,590028,For sale,HK$ 4.90M ,"$7,656","$9,646",,Low level,,640 ,508 ,,20,,645,0,49 days before,21 days before,5 days before,2018.08.17,07-07-2018
Sham Tseng,https://www.28hse.com/en/buy/district-g56,Avignon,https://www.28hse.com/en/buy/estate-6011,607291,For sale,HK$ 6.18M ,"$8,643","$11,155",,,,715 ,554 ,,7,,225,0,22 days before,22 days before,8 hours before,2018.09.12,07-07-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Eldo Court,https://www.28hse.com/en/buy/estate-4454,590172,For sale,HK$ 4.48M ,"$8,390","$10,516",,Mid level,2,534 ,426 ,,31,,645,1,49 days before,21 days before,5 days before,2018.08.17,07-07-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Kar Wah Building,https://www.28hse.com/en/buy/estate-4470,591774,For sale,HK$ 3.80M ,"$10,857","$14,074",,High level,,350 ,270 ,,36,,860,0,46 days before,21 days before,5 days before,2018.08.20,07-07-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Village,https://www.28hse.com/en/buy/estate-4357,597640,For sale,HK$ 11.90M ,"$8,500",,,Low level,4,"1,400 ",,$ 2000,8,,265,0,36 days before,21 days before,3 hours before,2018.08.29,07-07-2018
"Tai Po,Tai Wo",https://www.28hse.com/en/buy/district-g45,Classical Gardens,https://www.28hse.com/en/buy/estate-4137,608431,For sale,HK$ 12.80M ,"$10,829","$13,502",,Mid level,,"1,182 ",948 ,,21,,210,0,21 days before,21 days before,7 days before,2018.09.14,07-07-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Village,https://www.28hse.com/en/buy/estate-4357,598007,For sale,HK$ 6.50M ,"$9,285",,,High level,3,700 ,,,,,470,0,21 days before,21 days before,3 hours before,2018.09.14,07-07-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Village,https://www.28hse.com/en/buy/estate-4357,282211,For sale,HK$ 3.10M ,"$10,333",,,Mid level,1,300 ,,,,,7731,0,21 months before,38 days before,3 hours before,2018.08.18,07-07-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,South Hillcrest,https://www.28hse.com/en/buy/estate-4416,590057,For sale,HK$ 5.30M ,"$7,172","$9,944",,Low level,,739 ,533 ,,13,,515,0,49 days before,21 days before,5 days before,2018.08.17,07-07-2018
,,,,608733,For sale,HK$ 6.90M ,"$8,756","$11,538",廣橡樓高層,High level,3,788 ,598 ,,29,,295,0,20 days before,,18 days before,2018.09.14,07-07-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Village,https://www.28hse.com/en/buy/estate-4357,482087,For sale,HK$ 3.20M ,"$10,666",,,Ground Floor,1,300 ,,,,,1925,0,48 days before,48 days before,3 hours before,2018.08.18,07-07-2018
